Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Travis Bazzana","ORST",21,296,0.256756756,0.125,2.054054054,0.406542056,0.567567567,0.911214953,1.47878252,0.504672897,7.567916676860479,0.393333333,0.47740480210632086,109.24730771996501,61.493001522798565,0.5999965877146334,228.76954230872548,"Travis Bazzana","sa3025129",683953
"Lyle Miller-Green","APSU",23,291,0.18556701,0.130584192,1.421052631,0.392694063,0.532646048,0.899543378,1.432189426,0.506849315,7.629053131922768,0.363636363,0.9638377092778683,106.02976061806271,58.85321367189476,0.578304327025856,224.75099913321506,"Lyle Miller-Green","sa3025307",688509
"Sean Keys","BUCK",21,213,0.164319248,0.122065727,1.346153846,0.404907975,0.535211267,0.797546012,1.332757279,0.392638037,6.443141434289083,0.42063492,-0.2128490493632853,73.64603302187697,39.528041634032896,0.57598438761044,215.85688379098528,"Sean Keys","sa3025317",815873
"Charlie Condon","UGA",21,304,0.1875,0.134868421,1.390243902,0.432900432,0.555921052,1.008658008,1.56457906,0.575757576,4.535500459837026,0.401273885,-0.6723630498163402,118.65942743102644,63.510696914592735,0.6142924035850325,215.16257277339727,"Charlie Condon","sa3025257",809707
"Jakob Christian","USD",21,235,0.119148936,0.2,0.59574468,0.363636363,0.459574468,0.828282828,1.287857296,0.464646465,5.056440396640482,0.365079365,-0.38266651052981615,71.45189036217428,36.56097125795579,0.5362195299026814,204.7864951586655,"Jakob Christian","sa3025603",814451
"Jac Caglianone","FLA",21,316,0.183544303,0.082278481,2.23076923,0.419354838,0.544303797,0.875,1.419303797,0.455645162,4.021651108655361,0.368983957,-0.11137327598407865,113.10106321584888,55.77540912639804,0.5802146313311178,197.2957221549818,"Jac Caglianone","35041",695506
"Joel Dragoo","PRES",21,254,0.169291338,0.129921259,1.303030303,0.401015228,0.507874015,0.796954314,1.304828329,0.395939086,6.7940517616855285,0.39869281,0.730362368747592,82.36976059045713,40.333907383345775,0.5434006112297689,195.95120428416175,"Joel Dragoo","sa3025437",811780
"Kien Vu","ASU",20,178,0.117977528,0.241573033,0.488372093,0.413333333,0.497175141,0.793333333,1.290508474,0.38,8.745574941318182,0.510638297,1.8180780910188332,56.14332176103541,27.426205196523156,0.5422846819721373,195.50473194239714,"Kien Vu","sa3044590",809844
"Ian Farrow","FGCU",21,231,0.164502164,0.212121212,0.775510204,0.375,0.504347826,0.75,1.254347826,0.375,6.770877179971398,0.439655172,-0.8826645351946354,72.72013894873206,35.27071508424823,0.5295594645583112,194.18226355599063,"Ian Farrow","sa3031177",694786
"Ben Rounds","HARV",24,180,0.155555555,0.138888888,1.12,0.402684563,0.505555555,0.684563758,1.190119313,0.281879195,5.111989888459272,0.448275862,-0.8436797144822776,56.23010483475872,27.24758920165249,0.5224575022856395,194.01388598071878,"Ben Rounds","sa3041207",
"Christian Almanza","SMC",24,255,0.152941176,0.176470588,0.866666666,0.342995169,0.458823529,0.777777777,1.236601306,0.434782608,2.9365547909711807,0.335714285,-0.8355480497702956,73.44352841891343,35.58316939093167,0.51883785163655,193.9852930729815,"Christian Almanza","sa3025952",
"Nolan Schubart","OKST",20,226,0.216814159,0.274336283,0.79032258,0.369942196,0.513274336,0.838150289,1.351424625,0.468208093,3.24007935875,0.460674157,-0.5115316174924374,74.81222248909984,35.91230324743304,0.5534109565536532,192.3197372835838,"Nolan Schubart","sa3041794",702278
"John Bay","APSU",23,258,0.131782945,0.213178294,0.618181818,0.365384615,0.470588235,0.817307692,1.287895927,0.451923077,6.33401818115265,0.393939393,-0.002463093027472496,80.16515541638817,38.33852616514648,0.525538373227213,191.66056852168728,"John Bay","sa3026767",
"Myles Smith","UCI",21,242,0.20661157,0.123966942,1.666666666,0.401098901,0.533057851,0.637362637,1.170420488,0.236263736,4.313143754881465,0.431506849,0.21690103458240628,69.73536583660953,33.17245945214145,0.5341575529949725,190.72708581567554,"Myles Smith","sa3042608",701737
"Mark Quatrani","COR",19,132,0.121212121,0.143939393,0.842105263,0.361904761,0.492424242,0.714285714,1.206709956,0.352380953,4.556246180998853,0.36,0.1276111442130059,40.46534435879768,19.211499561186443,0.5167406070413012,190.39070221941992,"Mark Quatrani","sa3040317",
"Roman Kuntz","MORE",23,299,0.16722408,0.113712374,1.470588235,0.365957446,0.481605351,0.859574468,1.341179819,0.493617022,3.78024999243764,0.304597701,-1.2225813895929605,97.12642423398643,45.88446414060741,0.529839113205173,189.54470917387124,"Roman Kuntz","sa3035786",
"Corey Collins","UGA",22,244,0.229508196,0.13114754,1.75,0.354430379,0.573770491,0.772151898,1.345922389,0.417721519,1.8955745275,0.333333333,-0.8053996497765183,82.8968227397122,38.632710088364085,0.5611071195758757,187.2777240394708,"Corey Collins","sa3025450",690970
"Eric Rataczak","NIA",23,264,0.117424242,0.094696969,1.24,0.396396396,0.484848484,0.698198198,1.183046682,0.301801802,4.091990194522571,0.39010989,-0.29626423423178494,78.41682002300927,36.51448783631036,0.5165422224637234,187.1418986265905,"Eric Rataczak","sa3025336",827388
"Kendall Ewell","UIC",23,255,0.137254901,0.211764705,0.648148148,0.39047619,0.494117647,0.795238095,1.289355742,0.404761905,5.339824599508178,0.448529411,-0.5900242682546377,81.71942441474458,37.84167027782461,0.5305824497166802,186.24340744455642,"Kendall Ewell","sa3031097",
"Jeremiah Jenkins","ME",21,225,0.155555555,0.151111111,1.029411764,0.34054054,0.450892857,0.762162162,1.213055019,0.421621622,2.2041580176646773,0.315384615,-2.024617839837447,64.63984880325187,29.878443439572937,0.5078851016504424,185.95292142817664,"Jeremiah Jenkins","sa3025550",815877
