Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Sonny DiChiara","AUB",22,286,0.237762237,0.192307692,1.236363636,0.383495145,0.548951048,0.776699029,1.325650077,0.393203884,1.3678571400000001,0.435114503,-0.735631138086319,94.15946847124191,44.31606957240194,0.5546099301818368,188.91060913069745,"Sonny DiChiara","sa3019866",800685
"Wyatt Henseler","PENN",20,232,0.099137931,0.168103448,0.589743589,0.382978723,0.487068965,0.69680851,1.183877475,0.313829787,2.64285714,0.420289855,-0.20176279405131936,69.3617923654454,32.47704676760603,0.511279801613298,188.05007664064922,"Wyatt Henseler","sa3033639",814809
"Brooks Lee","CP",21,286,0.16083916,0.097902097,1.642857142,0.357446808,0.461538461,0.663829787,1.125368248,0.306382979,4.129484445623746,0.353846153,0.4300966360606253,73.91548719010213,34.40946500501492,0.49922455190778614,187.09929044186043,"Brooks Lee","31595",686797
"Mike Boeve","OMA",20,267,0.146067415,0.108614232,1.344827586,0.364485981,0.490636704,0.584112149,1.074748853,0.219626168,5.07990791975435,0.395480225,1.6152622634544969,70.83667415443146,32.766035035879256,0.49583716316616044,186.06641704607486,"Mike Boeve","sa3022658",801670
"Ethan Groff","TULN",,186,0.129032258,0.139784946,0.923076923,0.403973509,0.502702702,0.708609271,1.211311973,0.304635762,6.908835195607403,0.440677966,-1.2464187149162171,55.87177144701583,25.77822753007515,0.5231433037165049,185.66032502261626,"Ethan Groff","sa3032757",
"Drake Pierson","CAM",,267,0.097378277,0.198501872,0.490566037,0.333333333,0.449438202,0.703196347,1.152634549,0.369863014,8.824139478819461,0.364864864,-0.24083947340841405,73.80676064903342,33.16176190490328,0.49809374411900836,181.58878811551799,"Drake Pierson","sa3039910",
"Alejandro Figueredo","FGCU",,275,0.13090909,0.13090909,1,0.392241379,0.476363636,0.659482758,1.135846394,0.267241379,2.24154134625,0.419354838,-0.28435901552438736,75.44913856692943,33.85554297276174,0.5033417012474753,181.39604785095565,"Alejandro Figueredo","sa3031312",
"Max Wagner","CLEM",20,259,0.173745173,0.196911196,0.882352941,0.369458128,0.496124031,0.852216748,1.348340779,0.48275862,4.68686947511053,0.377952755,-0.5296990955248475,84.6814973825347,37.938700976384844,0.5440973708795946,181.16480804172278,"Max Wagner","sa3020415",694484
"Tyler Johnson","CCU",22,212,0.146226415,0.226415094,0.645833333,0.356725146,0.466981132,0.754385964,1.221367096,0.397660818,2.4056748555366587,0.392523364,-1.377205611905083,60.650906938061375,27.125175612911846,0.5126724670518119,180.9085276912773,"Tyler Johnson","sa3034820",
"David Bermudez","MAN",22,243,0.090534979,0.086419753,1.047619047,0.379807692,0.44855967,0.66826923,1.1168289,0.288461538,4.865371417477856,0.365168539,0.36133889202028513,65.20302523006501,29.02226915289464,0.48448281057577564,180.21465635210245,"David Bermudez","sa3027049",
"Carlos Contreras","SHSU",22,265,0.101886792,0.105660377,0.964285714,0.4,0.467924528,0.713043478,1.180968006,0.313043478,6.082287350035514,0.408376963,0.714326832909137,75.3313037882531,33.30056959194783,0.5037034057221322,179.22909325451448,"Carlos Contreras","sa3029284",
"Nick Cimillo","RUTG",22,249,0.156626506,0.144578313,1.083333333,0.39,0.497991967,0.72,1.217991967,0.33,3.766535048055239,0.410596026,-0.11673172889277339,75.37317774539851,33.12930285280608,0.5208932881853188,178.42392047850558,"Nick Cimillo","sa3020129",701177
"Brian Ellis","FGCU",,295,0.13559322,0.145762711,0.930232558,0.378723404,0.505084745,0.561702127,1.066786872,0.182978723,3.2215375271330142,0.446236559,-1.8000972182489932,79.25289189576803,34.63430753111541,0.4970449778993251,177.6230533180096,"Brian Ellis","sa3030893",
"Taylor Young","LT",23,318,0.182389937,0.141509433,1.288888888,0.364016736,0.506289308,0.644351464,1.150640772,0.280334728,9.038888139790917,0.401069518,4.414765405002981,89.9024317342303,39.23886702242115,0.5036555997230722,177.44987397871546,"Taylor Young","sa3019907",805891
"Brennan Orf","SIUE",20,185,0.189189189,0.135135135,1.4,0.356643356,0.491891891,0.713286713,1.205178604,0.356643357,5.694440471014255,0.355140186,0.3012389998184517,55.10416297166895,24.03263201861929,0.5066176582027127,177.3461470403038,"Brennan Orf","sa3022570",804710
"Tyler Halstead","CAM",,170,0.123529411,0.123529411,1,0.373134328,0.487951807,0.567164179,1.055115986,0.194029851,8.72748749323338,0.418181818,3.908084901049733,45.87608043176907,19.99724228007572,0.4912343301686896,177.27256595855806,"Tyler Halstead","sa3033058",
"Chris Rotondo","VILL",23,236,0.13559322,0.165254237,0.82051282,0.359375,0.474576271,0.65625,1.130826271,0.296875,8.339970228882054,0.40140845,0.981909170281142,64.36280669723372,27.94216450010161,0.4992393257759385,176.72068040113217,"Chris Rotondo","sa3019861",700658
"Nick Wang","HC",20,171,0.14619883,0.169590643,0.862068965,0.368794326,0.467836257,0.574468085,1.042304342,0.205673759,5.736595252367903,0.441441441,0.26595256477594376,43.435937383783,18.812170320761332,0.48312178759547003,176.39842544243444,"Nick Wang","sa3044770",
"Jason Hinchman","TNTC",,281,0.145907473,0.220640569,0.661290322,0.372294372,0.469750889,0.757575757,1.227326646,0.385281385,2.480452394391982,0.408163265,0.05996574054006487,83.22605091438466,36.03091471002274,0.5049334297825009,176.3445507477795,"Jason Hinchman","sa3033848",
"Josh Hatcher","KENN",23,312,0.076923076,0.125,0.615384615,0.390681003,0.451923076,0.666666666,1.118589742,0.275985663,6.802843629831825,0.415929203,0.26210634619928896,83.09349697865339,35.90367215908858,0.49447563481636536,176.0835037984777,"Josh Hatcher","sa3020115",677049
"Jeremy Gaines","TXSO",,217,0.124423963,0.078341013,1.588235294,0.4,0.502325581,0.611428571,1.113754152,0.211428571,9.103359169185818,0.419354838,1.133580674417317,65.93382610505624,28.48889646059079,0.5140533089637757,176.08212041280095,"Jeremy Gaines","sa3031825",
"Matt Woods","BRY",22,253,0.083003952,0.169960474,0.488372093,0.383561643,0.45816733,0.634703196,1.092870526,0.251141553,6.85482196836732,0.449704142,-0.7409197543747723,67.01328266171929,28.89341654388424,0.49158855738392865,175.7962172652174,"Matt Woods","sa3045562",
"Ryan McDonald","SDST",,177,0.13559322,0.209039548,0.648648648,0.328767123,0.446327683,0.630136986,1.076464669,0.301369863,4.810445587987872,0.383838383,0.28248522989451885,44.314886294984255,19.07704687931481,0.47937263876704844,175.58906515377234,"Ryan McDonald","sa3037557",
"Jackson Feltner","MORE",20,253,0.102766798,0.166007905,0.619047619,0.392523364,0.478260869,0.705607476,1.183868345,0.313084112,3.7441453661783703,0.430379746,-1.138847998692654,74.27202258810807,31.779604582045554,0.5023175049205071,174.78888251902134,"Jackson Feltner","sa3022568",801822
"Addison Kopack","URI",20,243,0.144032921,0.1563786,0.921052631,0.364102564,0.460905349,0.712820512,1.173725861,0.348717948,6.299013512747925,0.367346938,0.1944473142211791,66.59675681842197,28.373495223649627,0.49911350698628054,174.23096313562672,"Addison Kopack","sa3035636",
"Matt Padre","MAN",,234,0.209401709,0.055555555,3.769230769,0.339080459,0.504273504,0.459770114,0.964043618,0.120689655,2.5735609890908138,0.352201257,-0.0521091865375638,60.63565832313751,25.794930248825292,0.4751867269858336,174.03671414043643,"Matt Padre","sa3039340",
"Kendal Ewell","EKU",21,276,0.144927536,0.286231884,0.506329113,0.360730593,0.481884057,0.607305936,1.089189993,0.246575343,5.639512187246126,0.503875968,-0.3206673236563802,72.64604420823446,30.9011991755425,0.4910385241543037,174.0239882345775,"Kendal Ewell","sa3031096",
"Jordan Hamberg","COPP",20,178,0.13483146,0.123595505,1.09090909,0.347222222,0.463276836,0.611111111,1.074387947,0.263888889,7.532634015105639,0.365217391,0.7754780327668414,47.867195144288104,20.337664499871295,0.4873735008940185,173.87581271384997,"Jordan Hamberg","sa3033068",
"Alan Roden","CREI",22,242,0.11983471,0.033057851,3.625,0.386597938,0.491735537,0.597938144,1.089673681,0.211340206,6.223504040398652,0.38172043,-1.144968530163169,64.85409271958949,27.50750199202181,0.4941021467535949,173.65465349348995,"Alan Roden","31564",702176
"Andrew Cossetti","JOES",22,249,0.136546184,0.120481927,1.133333333,0.326633165,0.453815261,0.713567839,1.1673831,0.386934674,4.39285714,0.302631578,0.0010543375756242312,67.98789298149737,28.820847149817066,0.49805262624978064,173.58442930231234,"Andrew Cossetti","sa3020493",681355
"Hank Zeisler","UNLV",23,271,0.121771217,0.210332103,0.578947368,0.395555555,0.494464944,0.693333333,1.187798277,0.297777778,5.706997759722045,0.483870967,-0.3627116858260706,81.29778499897871,34.45106218751821,0.5087918315866337,173.53996207198975,"Hank Zeisler","sa3045833",
"Tre Jones","AMCC",,171,0.134502923,0.280701754,0.479166666,0.354166666,0.44117647,0.743055555,1.184232025,0.388888889,8.357875935597171,0.459770114,1.115583414095454,47.48856856505627,20.11495978216881,0.49914662452305064,173.4830396010614,"Tre Jones","sa3034914",
"Ryan Waldschmidt","CHSO",19,198,0.181818181,0.131313131,1.384615384,0.310344827,0.484693877,0.558620689,1.043314566,0.248275862,8.375944804305876,0.324324324,0.395684060145868,52.04661529974701,21.905380276010057,0.4839290532530571,172.67578869531735,"Ryan Waldschmidt","sa3025261",814439
"Gabriel Vasquez","TXSO",,234,0.166666666,0.141025641,1.181818181,0.363128491,0.474358974,0.709497206,1.18385618,0.346368715,8.603761776566746,0.383561643,1.3626447084825486,69.55816701553329,29.179763620118923,0.5077120771265438,172.26576874367643,"Gabriel Vasquez","sa3044387",
"Caleb Ricketts","USD",22,253,0.055335968,0.114624505,0.48275862,0.372807017,0.422924901,0.657894736,1.080819637,0.285087719,4.0002348015623514,0.370967741,-1.9706602273508906,61.53106257530351,25.680016415440043,0.4755795675775279,171.62975468255578,"Caleb Ricketts","sa3019917",681080
"Brett Johnson","SIUE",22,263,0.121673003,0.159695817,0.761904761,0.350230414,0.452471482,0.764976958,1.21744844,0.414746544,7.447667471915504,0.341935483,0.4782474242383614,75.77690119388097,31.604940974140113,0.4968708132609668,171.54978139280212,"Brett Johnson","sa3019869",805842
"Ryan Wilson","DAV",20,269,0.159851301,0.115241635,1.387096774,0.365853658,0.501858736,0.570731707,1.072590443,0.204878049,6.345479600441554,0.394117647,2.3948496600260114,72.58469876161324,30.271705473573082,0.49470181425264775,171.54233988482548,"Ryan Wilson","sa3023141",801698
"Nolan Schanuel","FAU",20,277,0.140794223,0.079422382,1.772727272,0.368888888,0.476534296,0.657777777,1.134312073,0.288888889,5.051478847727511,0.352631578,1.5686873483937234,75.45840019465075,31.326930304175473,0.49248946509206337,170.98546769895069,"Nolan Schanuel","33189",694384
"Drew Cowley","ORE",23,176,0.119318181,0.170454545,0.7,0.423841059,0.505681818,0.615894039,1.121575857,0.19205298,5.314394693498771,0.516949152,-0.7918900651857257,48.18209890362263,19.96416620251179,0.503997568379749,170.7499249288587,"Drew Cowley","sa3029488",
"Sam Kulasingam","AFA",20,310,0.103225806,0.106451612,0.969696969,0.411320754,0.487096774,0.683018867,1.170115641,0.271698113,7.098412711210457,0.434977578,0.6436415906064212,91.0412269702736,37.45272486122284,0.5026932466414666,169.88947887553908,"Sam Kulasingam","sa3025316",814528
"Blake Klassen","UCSB",21,161,0.074534161,0.167701863,0.444444444,0.351724137,0.4125,0.648275862,1.060775862,0.296551725,5.429493320668772,0.379629629,-0.14311022916808724,37.775680128257605,15.536276031058165,0.4714467264711857,169.85922807623524,"Blake Klassen","sa3020198",687116
"Druw Sackett","NDSU",,195,0.148717948,0.251282051,0.591836734,0.337579617,0.458333333,0.56687898,1.025212313,0.229299363,6.55083227873337,0.455445544,1.0845120332669467,47.2112412760309,19.406841919784906,0.4702719192331036,169.79773837633843,"Druw Sackett","sa3041399",
"Zach Cole","BALL",21,214,0.093457943,0.219626168,0.425531914,0.360655737,0.44859813,0.726775956,1.175374086,0.366120219,8.123057652770019,0.427419354,0.24135298281908035,59.873225422431105,24.545723618794558,0.49267339650715625,169.48049639974218,"Zach Cole","sa3019937",805904
"Jake Hyde","GTWN",21,276,0.119565217,0.152173913,0.785714285,0.354430379,0.442028985,0.679324894,1.121353879,0.324894515,6.7025871619527875,0.367231638,1.6529720155522227,72.08770129714476,29.4940688971089,0.48671412446360657,169.24525389171566,"Jake Hyde","sa3034382",
"Ty Hill","JKST",,263,0.117870722,0.121673003,0.96875,0.388349514,0.498054474,0.567961165,1.066015639,0.179611651,7.031010086686159,0.442528735,-1.6278800468426198,76.57710201415829,31.194537514184038,0.5018484140184603,168.73683287378293,"Ty Hill","sa3033836",
"Hogan Windish","UNCG",23,268,0.149253731,0.156716417,0.952380952,0.37037037,0.485074626,0.680555555,1.165630181,0.310185185,4.671798334173229,0.4,0.7515101123135537,77.75307035197942,31.637312886616872,0.5052404723950287,168.60412714760156,"Hogan Windish","sa3019805",702112
"Dylan Goldstein","FAU",21,258,0.15116279,0.147286821,1.026315789,0.333333333,0.472868217,0.661616161,1.134484378,0.328282828,4.299226797483906,0.328767123,-1.4177245614118874,69.28869868110772,28.1842971224701,0.4883130012556564,168.56758900202863,"Dylan Goldstein","sa3032364",
"Luke Harper","UNA",,230,0.2,0.108695652,1.84,0.378531073,0.511013215,0.497175141,1.008188356,0.118644068,6.028923387317192,0.434210526,-0.04123744694516063,58.627077143751215,23.839706283174586,0.48186926799723756,168.52977299929074,"Luke Harper","sa3033246",
"David Martin","CBU",21,237,0.135021097,0.092827004,1.454545454,0.394736842,0.506382978,0.542105263,1.048488241,0.147368421,4.675855054026984,0.423312883,0.5838705815840513,63.140680134183924,25.550929173714678,0.4853062558681407,167.9731270382317,"David Martin","sa3019824",688808
"Brett Callahan","JOES",20,247,0.121457489,0.14979757,0.81081081,0.383495145,0.481781376,0.58737864,1.069160016,0.203883495,8.525348304712915,0.438271604,2.18800679204287,65.18268557877572,26.330234492731403,0.4885115763436445,167.76981569172904,"Brett Callahan","sa3022927",814430
"Danny Melnick","QUIN",21,187,0.112299465,0.187165775,0.6,0.34375,0.422459893,0.65625,1.078709893,0.3125,5.088505591671934,0.376068376,0.33245653565973043,46.41231044294723,18.56950638356098,0.4641381298156983,166.69409569508105,"Danny Melnick","sa3037825",
"Preston Faulkner","SELA",,278,0.140287769,0.176258992,0.795918367,0.337837837,0.456834532,0.666666666,1.123501198,0.328828829,7.134085727438719,0.3625,2.8311668371316046,74.06394168988334,29.56181746975051,0.4872143407948583,166.42787954013374,"Preston Faulkner","sa3031189",
"Caden Kendle","UCI",20,157,0.121019108,0.133757961,0.904761904,0.327868852,0.464516129,0.532786885,0.997303014,0.204918033,5.886931432173926,0.354166666,0.20081855542957783,36.077175402700846,14.39030308431382,0.46580042839050295,166.35490297101586,"Caden Kendle","sa3025262",814522
"Austin Schell","CSUF",,154,0.097402597,0.116883116,0.833333333,0.381679389,0.453947368,0.557251908,1.011199276,0.175572519,2.3654567037330025,0.419642857,0.3957990612834692,35.38271039072015,14.110236906442422,0.4657618583817231,166.33096483524196,"Austin Schell","sa3041685",
"Dominic Toso","RICH",,247,0.064777327,0.089068825,0.727272727,0.40825688,0.461538461,0.623853211,1.085391672,0.215596331,3.82397958375,0.424870466,0.0011514476154843578,64.46754057183401,25.61508948578969,0.4854912699958091,165.92914673275416,"Dominic Toso","sa3043980",
"Alec Burns","GWEB",22,210,0.133333333,0.323809523,0.411764705,0.311377245,0.438095238,0.646706586,1.084801824,0.335329341,4.923739664426654,0.425287356,0.1789306142309215,53.00352059531482,21.035544054987746,0.47300499223527454,165.8019253375382,"Alec Burns","sa3028084",
"Alex Haba","MRMK",20,224,0.084821428,0.098214285,0.863636363,0.368421052,0.461883408,0.557894736,1.019778144,0.189473684,6.800803325327385,0.398773006,0.5633545122109354,55.79538576111936,22.044990463115216,0.47512471194759076,165.3177252250401,"Alex Haba","sa3032916",
"Jared Wegner","CREI",22,229,0.131004366,0.183406113,0.714285714,0.342541436,0.458515283,0.635359116,1.093874399,0.29281768,7.952379152472119,0.383458646,1.5070365134160966,58.412969967820985,23.072601056197023,0.4800816933140484,165.2868143903504,"Jared Wegner","sa3022695",808767
"Trace Tammaro","PORT",,164,0.170731707,0.213414634,0.8,0.323076923,0.457317073,0.561538461,1.018855534,0.238461538,3.20039682125,0.393258426,0.06097559747286141,38.338032900780476,15.098619579762257,0.46467858262178374,164.96988272120768,"Trace Tammaro","sa3043497",
"Ryan Cermak","ILST",21,229,0.131004366,0.192139737,0.681818181,0.340206185,0.441048034,0.695876288,1.136924322,0.355670103,4.731939929597651,0.358778625,0.8108696341514587,60.47971279980175,23.607880890979697,0.48103772448660503,164.02687273406454,"Ryan Cermak","sa3020204",688714
"Brayden Johnson","PV",,187,0.080213903,0.106951871,0.75,0.409937888,0.475935828,0.602484472,1.0784203,0.192546584,5.97298529483232,0.43884892,-1.323005533311516,52.90145287294348,20.63324161250551,0.49388289738466395,163.94293580754703,"Brayden Johnson","sa3034713",
"Jackson Loftin","ORU",22,262,0.133587786,0.129770992,1.029411764,0.348837209,0.446564885,0.572093023,1.018657908,0.223255814,8.113866902043842,0.369318181,1.934588773874566,61.22995433896758,23.872248537242193,0.46100681769938867,163.90180559786847,"Jackson Loftin","sa3019931",699816
"Matthew Wood","PSU",21,249,0.144578313,0.10441767,1.384615384,0.378787878,0.479674796,0.666666666,1.146341462,0.287878788,6.075403606810357,0.381818181,-1.0009005833417177,69.19088682639355,26.94701193380112,0.4950680555851479,163.78915760525166,"Matthew Wood","sa3019924",687783
"Jake Gelof","UVA",20,262,0.156488549,0.1870229,0.836734693,0.37735849,0.477099236,0.764150943,1.241250179,0.386792453,6.112053007348717,0.401360544,0.16516077239066362,77.30115660442611,30.016937846081472,0.510709484569899,163.4819367524902,"Jake Gelof","sa3022600",695372
"Mario Camilletti","CMU",23,302,0.178807947,0.086092715,2.076923076,0.375545851,0.498327759,0.563318777,1.061646536,0.187772926,5.586877181820565,0.389162561,0.6493718811543658,81.38752335018087,31.532824543179757,0.48250853297702445,163.24945350738253,"Mario Camilletti","sa3020192",680519
"Devin Buckner","UPST",,282,0.134751773,0.070921985,1.9,0.331818181,0.471631205,0.522727272,0.994358477,0.190909091,5.5065032254668775,0.335051546,-1.577855436684331,70.06509397292668,27.1366683330589,0.4688918222772314,163.21375156105648,"Devin Buckner","sa3027966",
"Amani Larry","UNO",21,258,0.124031007,0.1124031,1.103448275,0.369668246,0.4765625,0.578199052,1.054761552,0.208530806,7.365411108536435,0.396551724,0.0881557750981301,67.26125737419954,25.960724824579867,0.4811768061481416,162.85808734642805,"Amani Larry","sa3035990",
"Dalton Shuffield","TXST",23,273,0.102564102,0.117216117,0.875,0.37815126,0.444444444,0.668067226,1.11251167,0.289915966,8.654179404839072,0.394871794,1.392858198378235,70.24727611122123,27.07499001798622,0.4816291941536797,162.71382052716638,"Dalton Shuffield","sa3020270",684922
"Casey Rother","LEH",,231,0.086580086,0.108225108,0.8,0.366336633,0.424242424,0.603960396,1.02820282,0.237623763,5.864886286165095,0.375722543,0.6260377950966358,54.02343712262421,20.759751791875654,0.461410682438772,162.40965661338066,"Casey Rother","sa3041198",
"Aiden Tierney","MSM",20,140,0.164285714,0.192857142,0.851851851,0.357798165,0.489208633,0.47706422,0.966272853,0.119266055,4.300940350707188,0.45,0.36379193561151624,34.24725204652175,13.153254985269156,0.4704703607147546,162.35544144182268,"Aiden Tierney","sa3043822",
"Alan Alonso","DSU",,191,0.183246073,0.188481675,0.972222222,0.285714285,0.460732984,0.55,1.010732984,0.264285715,8.677582490433688,0.336633663,0.7717272024019621,47.92519364484969,18.385079301683348,0.4691609946220957,162.23767141895456,"Alan Alonso","sa3025957",
"Gabriel Rincones Jr.","FAU",21,288,0.145833333,0.177083333,0.823529411,0.345991561,0.451388888,0.658227848,1.109616736,0.312236287,3.622368330583422,0.370588235,0.3042799415998161,74.41717637460538,28.533193239381987,0.4772890888982349,162.18551941162698,"Gabriel Rincones Jr.","sa3020758",687282
"Colby Thomas","MER",21,213,0.159624413,0.150234741,1.0625,0.325443786,0.450704225,0.73372781,1.184432035,0.408284024,8.556355596672315,0.308943089,2.0153260591905564,59.3930027637151,22.741300002065014,0.4935162481567669,162.04704908242354,"Colby Thomas","31855",687515
"Austin Thrasher","UNA",,217,0.129032258,0.101382488,1.272727272,0.347560975,0.497695852,0.481707317,0.979403169,0.134146342,5.048586942854524,0.378571428,-2.3825421205256134,53.14745405815454,20.326325898393108,0.4708559776780792,161.93061310827545,"Austin Thrasher","sa3043805",
"Brad Burckel","MCN",22,258,0.104651162,0.193798449,0.54,0.373271889,0.459143968,0.61751152,1.076655488,0.244239631,8.965658787909359,0.44375,3.434918695129454,66.83844646719974,25.537913917580067,0.47944536700786783,161.83434532447754,"Brad Burckel","sa3028027",
"Parker Nolan","DAV",21,235,0.170212765,0.255319148,0.666666666,0.310160427,0.441558441,0.663101604,1.104660045,0.352941177,8.980081231846173,0.383928571,2.4009850090242253,59.77164590164931,22.806763289420914,0.47854924485796974,161.69845993742229,"Parker Nolan","sa3038910",
"Noah Ledford","GASO",22,266,0.139097744,0.161654135,0.860465116,0.348017621,0.443609022,0.665198237,1.108807259,0.317180616,2.41179653375,0.371257485,-0.18652574974112213,67.99891992793883,25.933615529402147,0.4798155763095483,161.65084480003026,"Noah Ledford","sa3036142",
"Luke Shliger","MD",20,328,0.164634146,0.12804878,1.285714285,0.353413654,0.495412844,0.602409638,1.097822482,0.248995984,6.583366370907101,0.381909547,-1.0258390814997256,89.5480855030129,33.90153544369437,0.4900102520572301,160.92297798795386,"Luke Shliger","sa3022694",807740
"Alec Sayre","WRST",21,271,0.129151291,0.140221402,0.921052631,0.358078602,0.446096654,0.576419213,1.022515867,0.218340611,5.797051988965936,0.393442622,-0.47807042696513236,65.52309378357357,24.75597990425057,0.4595598915252544,160.72536794616394,"Alec Sayre","sa3020283",805297
"Ryan Ignoffo","EIU",21,204,0.078431372,0.107843137,0.727272727,0.394594594,0.436274509,0.708108108,1.144382617,0.313513514,4.963556210287003,0.388157894,1.3130313736619428,54.941562433976166,20.678901274937623,0.4780446846111148,160.35404307608047,"Ryan Ignoffo","sa3022573",813883
"Gunner Antillon","NMSU",20,158,0.151898734,0.14556962,1.04347826,0.373015873,0.484076433,0.555555555,1.039631988,0.182539682,7.531292823433193,0.436893203,0.426707168109715,40.162407208690766,15.102573235044602,0.47270954376573016,160.26605463917684,"Gunner Antillon","sa3026115",
"Jack Lynch","MAN",23,194,0.113402061,0.18556701,0.611111111,0.353658536,0.448453608,0.530487804,0.978941412,0.176829268,6.2960172133109245,0.432,-1.7083092322573066,46.203277025229426,17.318228963620165,0.4539986999378991,159.95568685460344,"Jack Lynch","sa3036739",
"Joshua Zamora","NEV",,270,0.148148148,0.1,1.481481481,0.362385321,0.47037037,0.674311926,1.144682296,0.311926605,5.315511256678656,0.351955307,0.8649444631300867,74.38968098611807,27.71582431049322,0.4851390379446524,159.38190302788425,"Joshua Zamora","sa3045792",
"Maui Ahuna","KU",20,236,0.118644067,0.207627118,0.571428571,0.396039603,0.478813559,0.633663366,1.112476925,0.237623763,7.235614858842015,0.493150684,0.06318132067099214,63.78681206393744,23.714293774848233,0.4898611261682995,159.178446444942,"Maui Ahuna","sa3023373",694757
"Trevor Candelaria","DAV",,281,0.128113879,0.174377224,0.734693877,0.341880341,0.451957295,0.606837606,1.058794901,0.264957265,7.2031400269752766,0.389534883,1.1946276763392234,70.27418459787675,26.07362283602067,0.4741039314303958,158.98934718635527,"Trevor Candelaria","sa3028356",
"Trevon Dabney","JMU",,232,0.129310344,0.159482758,0.81081081,0.302857142,0.458874458,0.542857142,1.0017316,0.24,8.111729466125055,0.338345864,1.6363056674599648,54.67100662040533,20.283374846456667,0.4553876622414692,158.98450634749122,"Trevon Dabney","sa3029763",
"Ty Babin","CAM",23,198,0.085858585,0.156565656,0.548387096,0.319018404,0.416666666,0.644171779,1.060838445,0.325153375,5.976168633947958,0.319327731,-0.053819291497347876,47.90772380336576,17.766488779628805,0.4621064669142167,158.94413007840345,"Ty Babin","sa3026353",
"Connor OBrien","BRAD",22,217,0.101382488,0.221198156,0.458333333,0.391534391,0.456221198,0.624338624,1.080559822,0.232804233,3.0364064211309527,0.47761194,-2.371698632836342,55.228451589444376,20.28876807759115,0.4708155874283083,158.06797898071468,"Connor OBrien","sa3039001",
