Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Holden Phelps","SIE",23,2,5,6.612244640574372,16,13,0,0,0,65.1,313,73,52,48,11,39,6,10,0,60,"Holden Phelps","sa3039854",
"Jack Radel","ND",,7,4,3.5829382590727508,13,13,0,0,0,70.1,289,56,31,28,11,18,8,2,0,60,"Jack Radel","sa3040377",
"Thomas Santana","COLU",,5,4,5.83783771746171,14,13,0,0,0,61.2,285,64,49,40,9,26,14,6,0,60,"Thomas Santana","sa3041542",
"Garrison Sumner","BYU",21,3,3,8.318918747382938,14,11,0,0,0,61.2,295,82,58,57,18,24,7,7,1,60,"Garrison Sumner","sa3043328",809828
"William Taylor","MRST",21,5,4,3.3605151314965482,15,15,0,0,0,77.2,329,81,43,29,8,15,5,3,0,60,"William Taylor","sa3043590",
"Andrew Williams","GTWN",22,3,5,5.131221896597811,14,14,2,2,0,73.2,340,86,53,42,9,30,7,2,0,60,"Andrew Williams","sa3045244",
"Michael Belcher","BRY",19,3,1,4.522842814754072,14,13,1,0,0,65.2,282,63,36,33,8,18,7,3,0,60,"Michael Belcher","sa3058602",
"Christian Chatterton","AUB",,4,1,4.4713376882598705,14,14,0,0,0,52.1,214,37,29,26,8,18,8,4,0,60,"Christian Chatterton","sa3058856",
"Carter Cox","NIU",,2,0,4.53020122629969,21,6,0,0,1,49.2,225,41,27,25,4,29,8,2,0,60,"Carter Cox","sa3058939",
"Esaid Pena","ALST",,3,3,4.7943923524378,16,16,0,0,0,71.1,326,74,43,38,5,30,9,4,0,60,"Esaid Pena","sa3060233",
"Mason Smith","CAM",,2,6,5.60655737704918,14,12,1,1,0,61,286,64,53,38,6,35,9,7,0,60,"Mason Smith","sa3062681",
"Jason Blood","CSUF",,4,2,4.1273886353168034,23,2,0,0,1,52.1,230,54,26,24,1,17,6,4,0,59,"Jason Blood","sa3027274",
"Dominic Cancellieri","CREI",,2,1,2.290909090909091,13,13,0,0,0,55,238,47,28,14,7,23,5,0,0,59,"Dominic Cancellieri","sa3028353",
"Patrick Gardner","PITT",22,4,6,7.1506849315068495,15,14,0,0,0,73,337,81,63,58,17,29,10,4,0,59,"Patrick Gardner","sa3031967",
"Max Haug","GW",21,2,2,4.846153846153846,23,1,0,0,1,52,239,47,31,28,2,31,15,12,1,59,"Max Haug","sa3033398",
"Joshua Martinez","UCR",,2,7,6.827586206896552,24,7,0,0,0,58,288,78,48,44,3,28,20,3,0,59,"Joshua Martinez","sa3037183",
"Victor Martinez","SCU",,1,3,4.808219052452739,17,4,0,0,3,48.2,229,52,28,26,4,28,5,6,0,59,"Victor Martinez","sa3037222",
"Ben Moore","ODU",21,2,6,6.643978924896501,16,12,0,0,1,63.2,309,74,57,47,5,32,12,7,1,59,"Ben Moore","sa3038278",832560
"Liam OBrien","HAW",22,4,3,2.5961538461538463,17,9,0,0,0,52,222,20,20,15,0,38,12,6,0,59,"Liam OBrien","sa3039005",
"Bobby Olsen","VILL",23,1,5,6.19411750806657,12,11,0,0,0,56.2,271,67,41,39,2,28,11,1,0,59,"Bobby Olsen","sa3039122",
"Walker Retz","STMN",21,6,1,4.0240383139376155,12,12,0,0,0,69.1,307,70,42,31,3,19,11,1,0,59,"Walker Retz","sa3040633",
"Noah Rodriguez","SIE",22,3,8,6.666666666666667,16,16,1,0,0,81,381,103,72,60,13,22,9,8,0,59,"Noah Rodriguez","sa3041008",
"Win Scott","SJSU",22,4,5,6.971830985915493,14,14,1,0,0,71,328,86,66,55,7,28,5,6,0,59,"Win Scott","sa3041872",
"Jaxon Shineflew","USA",,3,4,4.5,15,6,0,0,3,56,247,44,29,28,6,29,4,5,0,59,"Jaxon Shineflew","sa3042186",
"Charles West","CONN",19,6,0,2.5796178970730024,15,8,0,0,0,52.1,231,30,21,15,4,34,6,5,0,59,"Charles West","sa3045028",
"Jake Blackwell","MCN",,3,3,5.440298352588871,23,3,0,0,3,44.2,204,47,33,27,6,17,3,3,0,59,"Jake Blackwell","sa3058650",
"Jake Hembree","GAST",20,1,3,6.8,16,10,0,0,1,45,214,38,35,34,8,40,12,9,0,59,"Jake Hembree","sa3059462",
"Ian Koosman","CREI",21,9,4,5.0718233113119915,19,10,0,0,1,60.1,261,49,34,34,4,22,13,11,0,59,"Ian Koosman","sa3059715",
"Aidan Risse","SF",23,5,3,5.2464453079279565,15,13,0,0,0,70.1,317,80,47,41,10,26,9,4,0,59,"Aidan Risse","sa3060377",
"Sean Youngerman","OKST",20,3,1,2.076923076923077,20,6,0,0,4,52,205,37,15,12,3,8,3,5,1,59,"Sean Youngerman","sa3060992",823781
"Ethan Eberle","LOU",,6,2,4.645161290322581,20,10,0,0,0,62,273,62,33,32,12,25,14,0,1,59,"Ethan Eberle","sa3065918",
"A.J. Colarusso","BC",21,1,6,4.886877996759821,19,15,0,0,1,73.2,327,79,43,40,7,31,5,2,0,58,"A.J. Colarusso","sa3029125",
"Santhosh Gottam","BRWN",22,3,4,6.078533910011693,14,11,1,0,0,63.2,283,71,47,43,6,19,5,6,1,58,"Santhosh Gottam","sa3032518",
"Jeb Johnson","MER",,4,5,5.429347938648472,21,10,1,0,1,61.1,270,70,41,37,12,14,6,3,0,58,"Jeb Johnson","sa3034765",
"Merit Jones","UTAH",21,4,6,6.949367088607595,15,14,0,0,0,79,371,96,66,61,11,36,8,5,0,58,"Merit Jones","sa3034898",809826
"Max Knight","MOST",20,5,2,4.342657226811729,24,2,0,0,3,47.2,224,37,25,23,1,37,7,5,0,58,"Max Knight","sa3035549",
"Marcus Kruzan","STMN",20,8,1,5.009049946678815,13,13,1,0,0,73.2,334,75,42,41,10,37,7,2,0,58,"Marcus Kruzan","sa3035748",
"LJ Mercurius","UNLV",,4,3,3.5660377358490565,12,11,2,2,0,53,226,45,27,21,3,25,2,2,0,58,"LJ Mercurius","sa3037892",
"Josh Newell","LIN",,10,2,3.154639175257732,15,15,2,2,0,97,406,91,43,34,5,19,3,1,0,58,"Josh Newell","sa3038805",
"Ryan Rembisz","PORT",22,4,4,4.931506849315069,15,12,1,1,1,73,318,73,49,40,8,15,13,6,0,58,"Ryan Rembisz","sa3040608",
"Kros Sivley","USM",21,7,1,4.144186193570379,22,8,0,0,0,71.2,310,73,39,33,9,20,10,2,0,58,"Kros Sivley","sa3042382",
"Owen Tappy","VCU",,5,2,4.008733490898649,14,8,1,0,1,76.1,337,89,40,34,11,15,9,0,0,58,"Owen Tappy","sa3043506",
"Will Walsh","NEB",24,4,8,5.651162991232335,17,13,0,0,1,71.2,314,75,52,45,12,17,6,0,0,58,"Will Walsh","sa3044736",
"Charlie Weber","SLU",,4,1,2.892857142857143,18,0,0,0,4,56,239,48,19,18,2,18,9,2,0,58,"Charlie Weber","sa3044920",
"Austin Nye","VAN",,2,1,3.552631489788068,15,15,0,0,0,50.2,216,41,21,20,5,22,9,2,0,58,"Austin Nye","sa3060163",
"Tyler Schmitt","ILL",20,5,2,4.797520812405699,15,15,0,0,0,80.2,364,82,48,43,4,45,5,5,0,58,"Tyler Schmitt","sa3060515",831325
"Max Vaisvila","NIU",21,3,5,9,16,11,1,0,0,58,304,102,70,58,13,18,8,1,0,58,"Max Vaisvila","sa3060810",
"Alex Valentin","TXST",19,5,5,6.118226830927913,16,11,0,0,1,67.2,318,58,47,46,10,37,21,3,0,58,"Alex Valentin","sa3060813",
"Henry Zatkowski","DUKE",,5,2,4.826815539593072,21,11,0,0,0,59.2,262,65,43,32,9,12,7,0,0,58,"Henry Zatkowski","sa3061006",
"Avery Laine","LMU",,5,1,4.811881006377532,17,13,0,0,0,67.1,304,78,39,36,7,29,7,3,0,58,"Avery Laine","sa3062631",
"Jesus Tovar","TXST",,3,7,6.210000236892709,15,14,1,1,0,66.2,312,81,52,46,8,38,9,1,0,58,"Jesus Tovar","sa3062692",
"Ryan Bilka","RICH",21,6,2,2.1774193548387095,18,0,0,0,3,62,243,43,18,15,2,13,5,4,0,57,"Ryan Bilka","sa3027152",
"Trey Cehajic","TULN",,5,2,4.894736842105263,15,13,0,0,0,57,265,66,36,31,4,28,8,4,0,57,"Trey Cehajic","sa3028689",
"Cooper Ellingworth","UPST",,1,2,4.863353922035882,23,4,0,0,2,53.2,248,57,35,29,12,28,6,2,0,57,"Cooper Ellingworth","sa3030879",
"Carter Gaston","PORT",,3,8,6.6150002523422335,14,13,1,0,0,66.2,312,80,61,49,9,24,14,3,0,57,"Carter Gaston","sa3032040",
"Ryan Gold","KENN",20,3,4,6.151898585647907,18,7,0,0,0,52.2,241,52,37,36,9,28,6,8,0,57,"Ryan Gold","sa3032349",
"Carston Herman","UVU",,5,4,5.869565339079428,21,1,0,0,2,61.1,274,59,42,40,13,32,3,9,0,57,"Carston Herman","sa3033664",
"Jake Hunter","ECU",22,2,3,4.271186440677966,28,4,0,0,4,59,259,61,29,28,5,25,4,5,0,57,"Jake Hunter","sa3034326",
"Garrett Langrell","CREI",24,7,2,3.6114650559022032,26,1,0,0,12,52.1,219,51,24,21,5,11,4,2,0,57,"Garrett Langrell","sa3035946",836072
"Ryan Martinez","UTU",,2,4,5.075999845092778,14,14,0,0,0,83.1,375,102,60,47,11,19,4,1,0,57,"Ryan Martinez","sa3037206",
"Luke McCollough","VILL",24,5,2,4.055794124219972,13,13,0,0,0,77.2,335,80,40,35,11,21,4,0,0,57,"Luke McCollough","sa3037487",
"Jack Nelson","ARST",22,1,1,3.857142857142857,21,6,0,0,1,49,214,40,25,21,5,20,3,1,0,57,"Jack Nelson","sa3038751",
"Garrett Peters","WRST",24,5,0,5.0421687905683585,20,6,1,0,4,55.1,245,52,33,31,9,26,5,4,0,57,"Garrett Peters","sa3039775",
"Owen Sarna","WIN",,4,3,5.142857142857143,18,10,0,0,0,63,290,75,46,36,5,21,5,2,0,57,"Owen Sarna","sa3041575",
"Jason Schaaf","MOST",21,5,2,5.739130434782608,19,11,0,0,0,69,314,74,49,44,10,29,8,5,0,57,"Jason Schaaf","sa3041652",
"Itsuki Takemoto","HAW",21,2,6,5.747524535395385,15,14,0,0,0,67.1,315,80,51,43,7,22,12,8,0,57,"Itsuki Takemoto","sa3043475",823771
"Hayden Tarsia","BING",20,4,4,5.425837518640455,18,12,1,0,0,69.2,305,75,43,42,10,19,7,3,0,57,"Hayden Tarsia","sa3043516",
"Isaac Yeager","WASH",21,4,1,3.7762236754884606,24,0,0,0,7,47.2,214,41,21,20,2,22,9,1,0,57,"Isaac Yeager","sa3045695",
"Kamden Hawks","MORE",,1,5,6.206896551724138,14,10,0,0,0,58,291,53,53,40,9,57,11,7,0,57,"Kamden Hawks","sa3059439",
"Drew Horn","MTSU",,3,1,1.748201486826327,8,8,1,1,0,46.1,193,24,11,9,2,25,7,0,0,57,"Drew Horn","sa3059521",
"Josh Cunningham","SLU",,6,2,4.4780486138302456,16,12,1,0,0,68.1,293,67,36,34,7,20,9,5,0,56,"Josh Cunningham","sa3029694",
"Trace Florio","LAF",,1,7,6.414364776071048,13,11,2,0,0,60.1,295,85,50,43,5,18,9,3,0,56,"Trace Florio","sa3031474",
"Jacob Gehring","YSU",22,1,5,6.603261006464357,12,12,0,0,0,61.1,291,76,48,45,5,28,8,6,0,56,"Jacob Gehring","sa3032093",
"Nolan George","SJSU",22,4,4,4.816901408450704,21,4,1,0,2,71,306,80,43,38,8,18,5,6,0,56,"Nolan George","sa3032126",
"Eric Gialloreto","IONA",,4,3,5.015810125424529,14,14,1,0,0,84.1,383,104,52,47,7,19,12,3,0,56,"Eric Gialloreto","sa3032164",
"Cole Hansen","HALL",22,2,5,5.425233451442773,14,14,1,0,0,71.1,312,64,50,43,9,23,11,3,1,56,"Cole Hansen","sa3033158",
"Gavin Jones","KENT",21,6,2,6.25,15,15,0,0,0,72,331,67,54,50,13,44,12,9,0,56,"Gavin Jones","sa3034872",
"Conner Linn","NKU",23,2,4,7.483695807326272,15,15,0,0,0,61.1,301,76,64,51,12,28,11,4,0,56,"Conner Linn","sa3036364",
"Carson Mayfield","COR",21,2,2,4.255434870832586,11,11,0,0,0,61.1,265,41,34,29,8,26,18,7,0,56,"Carson Mayfield","sa3037381",
"Mason Nichols","MISS",22,3,2,5.4000001287460355,16,14,0,0,0,53.1,250,59,37,32,9,26,6,8,3,56,"Mason Nichols","sa3038845",805783
"Adan Perez","PAC",23,4,5,6.980487545088325,14,13,0,0,0,68.1,332,85,56,53,6,38,11,11,0,56,"Adan Perez","sa3039700",
"Anthony Pingeton","UNA",,3,3,4.757142857142857,15,14,1,0,0,70,311,75,44,37,9,24,9,4,1,56,"Anthony Pingeton","sa3039941",
"Alec Sachais","VILL",23,4,6,4.863353922035882,21,0,0,0,6,53.2,232,47,32,29,6,22,3,6,0,56,"Alec Sachais","sa3041397",
"Josh Salinas","UIW",,2,6,7.014705882352941,13,11,2,0,0,68,311,93,58,53,13,25,7,2,0,56,"Josh Salinas","sa3041442",
"Matt Scott","STAN",21,5,2,6.019108426503672,11,11,0,0,0,52.1,244,67,37,35,4,22,1,6,0,56,"Matt Scott","sa3041858",
"Joey Volchko","STAN",20,3,4,6.014217792014975,15,15,0,0,0,70.1,324,79,54,47,4,34,4,16,0,56,"Joey Volchko","sa3044554",
"Charlie Walker","NE",21,4,0,1.2945205141218914,16,2,0,0,7,48.2,180,29,8,7,3,5,4,0,0,56,"Charlie Walker","sa3044661",
"Brian Walters","MIA",22,2,3,4.9411764705882355,21,7,0,0,11,51,236,58,33,28,5,19,7,1,0,56,"Brian Walters","sa3044742",805758
"Jacob Weaver","APSU",22,5,2,5.374407388609126,15,15,2,1,0,70.1,312,70,49,42,7,30,9,11,0,56,"Jacob Weaver","sa3044895",
"Carson Bailey","BAY",19,3,3,4.893750116676095,13,12,0,0,0,53.1,239,49,38,29,5,21,10,4,0,56,"Carson Bailey","sa3058534",
"Jackson Bauer","HOF",20,4,6,8.40566067985897,17,14,0,0,1,70.2,339,89,72,66,17,36,9,8,0,56,"Jackson Bauer","sa3058580",
"Seth Dudley","WES",24,4,6,4.897674592401357,14,14,0,0,0,71.2,317,76,49,39,7,23,8,4,0,56,"Seth Dudley","sa3059091",
"Ethan Foley","CAL",22,3,3,5.9586208464161015,18,7,0,0,0,48.1,217,58,39,32,9,15,5,4,0,56,"Ethan Foley","sa3059203",
"Andrew Johnson","USC",,3,2,5.079207728954061,22,6,0,0,1,67.1,296,78,45,38,6,12,8,6,0,56,"Andrew Johnson","sa3059601",
"Peyton Rodgers","SDSU",,2,2,4.153846247607491,32,1,0,0,4,56.1,252,56,37,26,8,22,3,3,0,56,"Peyton Rodgers","sa3060397",
"Mason Blasche","SAM",,10,0,3.2350229277361002,16,11,0,0,1,72.1,300,72,27,26,3,13,5,5,0,56,"Mason Blasche","sa3062560",
"Alec Bouchard","WOF",,4,1,5.692771215157824,17,5,0,0,1,55.1,249,64,38,35,9,15,6,8,0,55,"Alec Bouchard","sa3027441",
"Eric Chalus","KENT",23,6,3,6.3947366816185225,16,7,0,0,0,50.2,235,65,39,36,6,15,2,4,0,55,"Eric Chalus","sa3028720",
"Jacob Faulkner","PRIN",22,2,4,4.143564199936208,19,5,1,0,2,67.1,301,76,34,31,3,17,9,4,0,55,"Jacob Faulkner","sa3031188",
"Ryan Halamicek","CSUN",,3,4,6.904109589041096,17,10,1,0,3,73,328,86,57,56,19,21,5,6,0,55,"Ryan Halamicek","sa3032988",
"Max Hansmann","EVAN",21,1,1,6.572368256107926,19,4,0,0,1,50.2,254,67,46,37,6,31,6,8,0,55,"Max Hansmann","sa3033175",
"Jace Hyde","ETSU",20,7,0,3.724138070999599,14,14,1,1,0,67.2,287,66,32,28,8,21,12,3,0,55,"Jace Hyde","sa3034383",
"Ryan Kraft","IU",22,3,2,4.30851055087413,20,7,0,0,1,62.2,271,64,31,30,13,15,5,0,0,55,"Ryan Kraft","sa3035673",
"Nathan Lawson","EKU",,1,2,6.325714423603917,22,3,0,0,1,58.1,267,73,43,41,9,17,4,4,0,55,"Nathan Lawson","sa3036078",
"Brock Lucas","MIZ",,1,4,8.94039757685371,22,2,0,0,1,50.1,253,69,55,50,15,31,4,6,0,55,"Brock Lucas","sa3036630",
"Andrew Mosiello","USD",,3,4,4.86,14,6,0,0,2,50,225,56,29,27,8,17,13,8,0,55,"Andrew Mosiello","sa3038459",
"Drew Munn","CCSU",,8,3,5.020661315308289,14,14,3,1,0,80.2,369,85,52,45,10,38,6,2,1,55,"Drew Munn","sa3038551",
"Andrew Rudd","CBU",,2,2,4.6782176450892665,23,7,0,0,3,67.1,278,71,40,35,6,11,3,1,0,55,"Andrew Rudd","sa3041255",
"Joe Sheets","COLU",23,3,4,6.262886844237292,14,13,0,0,0,64.2,315,80,48,45,9,44,8,4,0,55,"Joe Sheets","sa3042120",
"Nathan Vidmar","DSU",,2,8,10.144508446831049,12,12,0,0,0,57.2,323,100,81,65,5,35,17,8,0,55,"Nathan Vidmar","sa3044482",
"Ryker Walton","EKU",22,1,11,7.421052631578948,15,12,0,0,0,57,283,70,59,47,9,33,10,4,0,55,"Ryker Walton","sa3044764",
"Sam Lavin","GMU",23,5,0,5.2886600018003795,16,8,0,0,1,64.2,289,68,42,38,5,28,7,7,0,55,"Sam Lavin","sa3059765",
"Wil Libbert","MIZ",20,3,4,6.037266937699716,14,11,0,0,0,53.2,255,55,41,36,6,33,5,3,0,55,"Wil Libbert","sa3059810",
"Wilson Magers","CREI",,6,3,3.4678900296234003,16,14,0,0,1,72.2,314,54,38,28,6,38,17,5,0,55,"Wilson Magers","sa3059893",
"Dylan Story","HPU",21,7,3,6.779735910684053,15,15,0,0,0,75.2,366,87,66,57,7,44,12,9,0,55,"Dylan Story","sa3060678",
"Kyle Calzadiaz","SJSU",,2,2,4.12941167204438,15,8,0,0,1,56.2,254,47,28,26,7,32,8,8,0,55,"Kyle Calzadiaz","sa3062822",
"Trace Baker","UNCW",21,4,1,2.2356688441299353,18,2,0,0,5,52.1,216,36,22,13,1,16,6,5,0,54,"Trace Baker","sa3026451",823994
"Jack Cebert","TTU",23,7,3,3.45,19,2,0,0,0,60,268,62,29,23,6,20,5,3,0,54,"Jack Cebert","sa3028683",701411
"Seth Garner","MEM",,3,8,4.281938469905718,14,14,0,0,0,75.2,329,83,40,36,9,24,2,2,1,54,"Seth Garner","sa3031986",
"Tyler Hartley","MRST",,1,5,6.861878597657401,14,13,0,0,0,60.1,287,65,53,46,6,39,7,13,0,54,"Tyler Hartley","sa3033346",
"Ryan Kittredge","CBU",,4,4,4.618421052631579,19,11,0,0,0,76,325,59,44,39,6,34,12,4,0,54,"Ryan Kittredge","sa3035473",
"David Lally Jr.","MICH",21,4,5,4.951964900521861,15,13,2,1,0,76.1,328,68,46,42,16,34,8,4,1,54,"David Lally Jr.","sa3035859",
"Bobby McBride","LEM",,2,5,5.3587784699075,12,11,0,0,0,43.2,204,35,31,26,8,30,8,3,0,54,"Bobby McBride","sa3037427",
"Brady Pendley","GASO",21,3,4,5.026595642686486,16,6,0,0,1,62.2,289,70,38,35,4,27,11,5,0,54,"Brady Pendley","sa3039670",
"Harrison Wilson","WIN",21,5,1,5.091428682412909,17,8,0,0,1,58.1,267,57,41,33,7,31,5,7,0,54,"Harrison Wilson","sa3045399",
"Connor Wylde","NMSU",,4,2,7.3125,16,7,1,1,0,64,292,77,54,52,11,27,6,2,0,54,"Connor Wylde","sa3045649",
"Nathan Love","ORU",,6,7,4.008733490898649,15,15,0,0,0,76.1,328,71,39,34,9,24,4,1,0,54,"Nathan Love","sa3059857",
"Easton Teel","ORU",,7,2,2.951416912884518,17,10,0,0,0,82.1,341,75,37,27,6,15,7,1,0,54,"Easton Teel","sa3060723",
"Dylan Zentko","MUR",,4,1,4.153846153846154,22,0,0,0,3,52,236,59,30,24,4,19,3,5,0,54,"Dylan Zentko","sa3062930",
"Heath Andrews","NCSU",21,4,3,6.015543803653072,14,14,0,0,0,64.1,294,74,51,43,13,22,11,5,1,53,"Heath Andrews","sa3026082",
"Leonardo Bravo","PV",,5,2,4.395348993180705,24,6,0,0,1,71.2,326,73,42,35,7,36,4,4,2,53,"Leonardo Bravo","sa3027618",
"Tyler Bryan","NWST",20,2,7,5.009049946678815,14,14,0,0,0,73.2,347,76,50,41,1,40,11,10,0,53,"Tyler Bryan","sa3027931",
"Angelo Cabral","RGV",,4,1,4.591836734693878,10,9,1,1,0,49,204,49,26,25,2,16,4,4,0,53,"Angelo Cabral","sa3028219",
"Tate Evans","YALE",21,3,3,3.1875,22,0,0,0,4,48,210,45,17,17,2,18,3,8,0,53,"Tate Evans","sa3031082",
"Garrett Gainous","TROY",23,6,1,3.9512194202883784,12,11,0,0,0,54.2,252,48,28,24,5,34,9,7,0,53,"Garrett Gainous","sa3031828",
"Jimmy Gilleran","STO",21,6,4,5.017698945654845,14,14,0,0,0,75.1,352,81,44,42,8,43,9,7,0,53,"Jimmy Gilleran","sa3032234",
"Kade Grundy","GASO",23,7,5,5.677569891044763,15,15,1,0,0,71.1,326,85,50,45,7,24,4,2,0,53,"Kade Grundy","sa3032798",
"Curtis Hebert","PORT",21,2,1,4.2534245464005,13,7,0,0,0,48.2,219,43,28,23,4,25,12,4,0,53,"Curtis Hebert","sa3033501",805222
"Andrew Herrmann","UL",,3,5,4.990521146565618,18,12,1,0,2,70.1,329,84,52,39,11,27,8,3,0,53,"Andrew Herrmann","sa3033711",
"Casey Hintz","ARIZ",21,7,4,5.5636363636363635,24,0,0,0,2,55,241,55,34,34,8,21,9,2,0,53,"Casey Hintz","sa3033864",808750
"Josh Katz","PENN",,4,4,7.415493156956771,13,9,0,0,1,47.1,227,69,44,39,6,14,5,7,0,53,"Josh Katz","sa3035117",
"Liam Mckillop","SIUE",22,2,0,2.6808510638297873,24,0,0,0,2,47,194,31,17,14,4,29,2,4,0,53,"Liam Mckillop","sa3037672",
"Noah Millikan","PENN",22,0,3,5.311475409836065,12,10,1,0,0,61,276,64,40,36,2,21,17,7,0,53,"Noah Millikan","sa3038095",
"Luke Nichols","LT",22,5,6,6.289772590945578,25,6,0,0,2,58.2,274,71,48,41,4,22,8,5,0,53,"Luke Nichols","sa3038843",
"Mike Poncini","QUIN",21,4,1,5.365384615384615,15,14,0,0,0,52,254,42,36,31,5,40,19,5,0,53,"Mike Poncini","sa3040064",
"Logan Reddemann","USD",20,3,1,2.290909090909091,11,9,0,0,0,55,228,44,17,14,3,12,7,4,0,53,"Logan Reddemann","sa3040515",
"Chase Richter","ARST",23,3,4,3.6666666666666665,28,1,0,0,8,54,228,39,27,22,4,22,7,6,0,53,"Chase Richter","sa3040719",
"David Rossow","CAM",22,6,4,5.6938775510204085,18,10,0,0,0,49,232,39,34,31,4,33,8,10,0,53,"David Rossow","sa3041190",
"Kaden Segel","PORT",22,4,4,5.370967741935484,21,6,0,0,3,62,274,73,48,37,15,14,3,2,0,53,"Kaden Segel","sa3041925",
"Marcus Van Alstine","VMI",20,3,1,6.75,22,3,0,0,3,56,270,78,51,42,5,19,8,7,0,53,"Marcus Van Alstine","sa3044315",
"Bradley Wilson","APP",,3,2,4.346341301658768,24,0,0,0,1,68.1,297,69,39,33,2,24,3,3,0,53,"Bradley Wilson","sa3045387",
"Bryson Dudley","TXST",21,5,1,3.9337749338156325,24,2,1,1,2,50.1,216,33,25,22,3,31,5,6,0,53,"Bryson Dudley","sa3059090",703657
"Reid Madariaga","SEA",,2,2,4.9787234042553195,22,2,0,0,2,47,226,54,33,26,5,26,9,5,0,53,"Reid Madariaga","sa3059888",
"Ben Smith","HCU",,4,6,5.966850954484697,18,13,0,0,1,60.1,287,75,49,40,11,19,11,3,0,53,"Ben Smith","sa3060600",
"Ryan Mealy","MONM",,5,2,3.556097428629901,15,9,1,1,0,68.1,292,75,41,27,3,14,4,3,0,53,"Ryan Mealy","sa3062651",
"Anderson Nance","NCSU",,8,2,3.5,18,1,0,0,1,54,224,53,21,21,5,11,4,5,0,53,"Anderson Nance","sa3062879",
"Jacob Sitton","UTM",,3,3,5.025974025974026,15,15,0,0,0,77,359,85,60,43,5,43,5,4,1,53,"Jacob Sitton","sa3062900",
"Daniel Thomas","MERC",,3,8,6.309782739510386,16,12,0,0,0,61.1,300,80,54,43,6,33,13,5,0,53,"Daniel Thomas","sa3065148",
"Gabriel Barrett","SF",22,1,3,4.9655172413793105,19,10,0,0,0,58,269,67,39,32,3,20,13,1,0,52,"Gabriel Barrett","sa3026633",
"Andrew Jones","VMI",20,4,2,7.521428366485913,18,7,0,0,0,46.2,223,43,40,39,5,31,9,5,0,52,"Andrew Jones","sa3034839",
"Jack Kelley","AKR",21,4,2,5.173652576431627,12,11,0,0,0,55.2,248,49,34,32,9,28,6,4,0,52,"Jack Kelley","sa3035184",
"Kyle Lesler","FAIR",,5,1,3.857142941221901,14,11,0,0,0,58.1,261,56,33,25,7,28,8,4,0,52,"Kyle Lesler","sa3036254",
"Victor Loa","RGV",22,5,1,3.5357142857142856,14,14,0,0,0,56,248,39,25,22,6,39,7,5,0,52,"Victor Loa","sa3036426",
"Andrew Luczak","TOW",21,4,5,7.28289455406554,19,11,0,0,0,50.2,240,51,45,41,6,34,14,8,0,52,"Andrew Luczak","sa3036654",
"Ethan Marmie","CP",20,4,4,5.914285714285715,16,14,0,0,0,70,319,74,53,46,7,31,15,14,0,52,"Ethan Marmie","sa3037072",
"Liam OHearen","LEH",21,5,6,6.5036494539455925,13,7,1,1,0,45.2,213,41,34,33,2,26,13,10,0,52,"Liam OHearen","sa3039076",
"Jaxson Pease","TNTC",21,5,3,4.636363636363637,14,14,0,0,0,66,301,78,38,34,2,25,1,7,0,52,"Jaxson Pease","sa3039616",
"Callen Powers","MASS",19,3,5,5.375,14,14,1,0,0,72,338,79,54,43,14,29,13,5,1,52,"Callen Powers","sa3040155",
"Freddy Rodriguez","HAW",21,7,2,3.0955414764876026,26,2,0,0,2,52.1,216,41,22,18,5,16,6,7,0,52,"Freddy Rodriguez","sa3040979",809934
"Eddie Sargent","UMBC",,1,3,5.751479419764218,13,8,0,0,0,56.1,257,71,42,36,8,15,5,6,0,52,"Eddie Sargent","sa3041571",
"Austin Smith","USD",22,5,5,5.655405551173379,17,5,0,0,4,49.1,232,44,38,31,8,31,13,3,0,52,"Austin Smith","sa3042481",801563
"Joseph Trombley","SHU",,5,7,4.889763926401331,15,15,0,0,0,84.2,388,97,60,46,7,34,5,8,0,52,"Joseph Trombley","sa3044075",
"Clayton Burke","M-OH",22,6,3,6.447761194029851,17,12,1,0,0,67,311,68,52,48,12,34,8,5,0,52,"Clayton Burke","sa3058775",
"Sean Jenkins","ECU",,4,4,5.118483227246787,19,12,0,0,1,70.1,310,73,45,40,14,20,2,2,0,52,"Sean Jenkins","sa3059592",
"Ryan Kennedy","TOL",,3,3,6.311688468033641,17,10,0,0,0,51.1,242,51,40,36,11,30,12,9,0,52,"Ryan Kennedy","sa3059666",
"Justin Shadek","RUTG",20,4,5,7.779661016949152,15,15,0,0,0,59,292,68,54,51,7,37,14,6,0,52,"Justin Shadek","sa3060551",
"Ethan Smith","LIN",21,4,4,3.9452054794520546,14,14,1,1,0,73,307,65,34,32,4,35,10,8,0,52,"Ethan Smith","sa3060609",
"Eddie Albert","DART",21,1,3,7.68874191609419,10,10,0,0,0,50.1,247,64,44,43,8,29,11,9,0,51,"Eddie Albert","sa3025843",
"Diego Barrett","NCAT",,1,1,3.883561542365674,20,0,0,0,1,48.2,203,33,24,21,4,20,5,0,0,51,"Diego Barrett","sa3026630",
"Tanner Boccabello","BCU",,7,1,4.52216765764237,11,11,2,0,0,67.2,296,71,47,34,5,22,9,2,0,51,"Tanner Boccabello","sa3027298",
