Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Cam Day","UTAH",20,54.2,9.054877838160868,5.432926702896521,1.66666667,0.6585365700480631,0.18771331,0.11262799,0.07508532,0.38492063,2.3780487251735614,0.48186528,0.55135952,10.042682693232962,5.294249639533803,4.748433053699159,"Cam Day","sa3029954",
"Luke Benneche","NU",21,42.1,7.653543536975997,4.677165494818665,1.63636364,1.9133858842439992,0.16589862,0.10138249,0.06451613,0.35263158,2.102362267873036,0.4,0.49140049,11.480315305463995,6.884518415387314,4.595796890076681,"Luke Benneche","sa3026978",
"James Snipes","MVSU",,47.1,3.802817003567575,5.704225505351363,0.66666667,1.3309859512486513,0.0754717,0.11320755,-0.03773585,0.42035398,2.6408451413663716,0.44221106,0.4589372,12.929577812129754,8.687289396455144,4.24228841567461,"James Snipes","sa3042677",
"Gavin Braunecker","BELL",,47.1,9.697183359097316,3.9929578537459536,2.42857143,1.9014085017837874,0.20158103,0.08300395,0.11857708,0.36956522,2.239436679878683,0.44378698,0.44680851,10.457746759810831,6.320814250873401,4.136932508937431,"Gavin Braunecker","sa3027613",
"Carston Herman","UTU",,52,8.48076923076923,4.153846153846154,2.04166667,1.0384615384615385,0.19140625,0.09375,0.09765625,0.32017544,1.8653846153846154,0.38728324,0.43196544,9.346153846153847,5.774430539057805,3.5717233070960415,"Carston Herman","sa3033664",
"Dylan Banner","ALB",,37.1,9.160714597726365,4.821428735645456,1.9,0.9642857471290911,0.19,0.1,0.09,0.36571429,2.250000076634546,0.45112782,0.59952038,9.160714597726365,5.7030205374469585,3.4576940602794064,"Dylan Banner","sa3026523",
"Tyler Jeans","ARST",,41.1,12.629032646580132,6.096774381107649,2.07142857,2.3951613640065768,0.26126126,0.12612613,0.13513514,0.30729167,2.104838774430022,0.3902439,0.46195652,10.45161322475597,7.015143749195383,3.436469475560587,"Tyler Jeans","sa3034616",
"Will Riley","VMI",21,46,12.130434782608695,7.239130434782608,1.67567568,0.9782608695652174,0.25,0.14919355,0.10080645,0.29901961,2.130434782608696,0.40875912,0.5,9.195652173913043,5.781958314646845,3.413693859266198,"Will Riley","sa3025627",703042
"Zach Frasher","SPU",21,49.1,6.932432611115755,8.756756982462006,0.79166667,2.5540541198847517,0.13380282,0.16901408,-0.03521127,0.37229437,2.716216286226641,0.40223464,0.51088777,13.682432785096884,10.351552828495484,3.3308799566014002,"Zach Frasher","sa3031661",
"Trey Cruz","UNCO",23,38,9.710526315789474,7.815789473684211,1.24242424,1.4210526315789473,0.19617225,0.15789474,0.03827751,0.38596491,2.6052631578947367,0.48387097,0.54393305,10.657894736842104,7.334392813632363,3.323501923209742,"Trey Cruz","sa3029643",
"Blake Helton","BAY",,55,8.345454545454546,3.7636363636363637,2.2173913,1.1454545454545455,0.1827957,0.08243728,0.10035842,0.35483871,2.018181818181818,0.42631579,0.56776557,8.345454545454546,5.363416853818027,2.9820376916365188,"Blake Helton","sa3033575",
"Timmy Manning","ASU",21,53.1,11.1375002655387,3.543750084489586,3.14285714,0.8437500201165681,0.27615063,0.08786611,0.18828452,0.26886792,1.462500034868718,0.36879433,0.53246753,7.256250173002486,4.36772528320551,2.888524889796976,"Timmy Manning","sa3023173",690995
"Michael Farinelli","NU",24,52.1,7.2229301118044065,2.7515924235445355,2.625,1.8917197911868682,0.16153846,0.06153846,0.1,0.31718062,1.6815287032772162,0.35057471,0.49107143,9.802548008877409,6.927248726841347,2.875299282036062,"Michael Farinelli","sa3031147",
"Grant Jablonski","VAL",,37.2,6.929203305904311,4.778760900623663,1.45,1.4336282701870988,0.1576087,0.10869565,0.04891304,0.29487179,1.7522123302286763,0.33057851,0.51829268,9.557521801247326,6.700531381891913,2.8569904193554123,"Grant Jablonski","sa3034473",
"Dylan Rogers","AFA",,67.2,6.118226830927913,3.192118346571085,1.91666667,0.9310345177498998,0.13609467,0.07100592,0.06508876,0.36334405,2.0246306179640676,0.41085271,0.49923195,8.512315590856227,5.676990041864933,2.8353255489912943,"Dylan Rogers","sa3041047",
"Jaren Jackson","UNM",,44.2,6.447761010475699,2.4179103789283873,2.66666667,0.4029850631547312,0.15238095,0.05714286,0.0952381,0.31282051,1.6343283116830765,0.36645963,0.51912568,7.455223668362527,4.651440401028408,2.8037832673341194,"Jaren Jackson","sa3034497",
"Jacob Myer","PFW",23,48.2,6.842465574644283,5.732876562539804,1.19354839,1.1095890121044782,0.1504065,0.12601626,0.02439024,0.28095238,1.8493150201741304,0.31736527,0.43879908,9.616438104905479,6.859706728389954,2.756731376515525,"Jacob Myer","sa3038630",
"Kyle Mahady","SPU",,64.1,5.316061966018994,2.658030983009497,2,2.098445512902235,0.11111111,0.05555556,0.05555556,0.38924051,2.2072537987564247,0.41064639,0.421875,10.772020299564804,8.04210711317404,2.729913186390764,"Kyle Mahady","sa3036865",
"Brady Fuller","TROY",20,61.1,10.418478476865985,4.548913137786557,2.29032258,0.8804348008619143,0.23825503,0.10402685,0.13422819,0.29056604,1.7608696017238286,0.37765957,0.52165354,7.483695807326272,4.755150686567808,2.7285451207584632,"Brady Fuller","sa3031764",
"Merit Jones","UTAH",19,60,7.35,3.6,2.04166667,0.75,0.16498316,0.08080808,0.08417508,0.32713755,1.8666666666666667,0.38604651,0.55045872,7.65,4.955225276947021,2.694774723052979,"Merit Jones","sa3034898",809826
"Azalius Lewis","MVSU",,53.2,6.372670656460811,3.521739046991501,1.80952381,1.3416148750443815,0.13970588,0.07720588,0.0625,0.38174274,2.105590012222432,0.43076923,0.49194991,10.062111562832861,7.392651858130548,2.669459704702313,"Azalius Lewis","sa3036290",
"Zach Weber","OHIO",20,40.1,4.909091063856994,3.7933885493440407,1.29411765,1.3388430174155437,0.10679612,0.08252427,0.02427185,0.39130435,2.2066116398145073,0.42307692,0.54906542,9.595041624811397,6.960012425015629,2.6350291997957687,"Zach Weber","sa3044930",
"Danny Macchiarola","HC",18,45,7.4,3.4,2.17647059,1,0.16299559,0.07488987,0.08810573,0.34328358,1.9111111111111112,0.40251572,0.53409091,8.4,5.787219270070394,2.6127807299296064,"Danny Macchiarola","sa3036776",809059
"Adam Bogosian","LAF",20,41.2,6.695999795654303,6.911999789062507,0.96875,2.159999934082033,0.13656388,0.14096916,-0.00440529,0.32258065,2.2079999326171897,0.34482759,0.44827586,11.447999650634776,8.837885796844487,2.6101138537902884,"Adam Bogosian","sa3027323",
"Teague Conrad","SIUE",,64.1,6.715025641287151,5.036269230965363,1.33333333,0.6994818376340782,0.15189873,0.11392405,0.03797468,0.34686347,2.0207253087206705,0.40825688,0.57575758,8.253885684082123,5.693527649930638,2.560358034151485,"Teague Conrad","sa3029267",
"Alex Logusch","WIN",21,58.1,11.725714541314579,6.788571576550545,1.72727273,0,0.25589226,0.14814815,0.10774411,0.2687747,1.9200000418526795,0.38418079,0.52678571,6.634285858901669,4.0836376387927,2.550648220108969,"Alex Logusch","sa3036459",
"Tyler Stout","PAC",22,46,4.695652173913044,5.282608695652174,0.88888889,0.5869565217391305,0.10344828,0.11637931,-0.01293104,0.34482759,2.108695652173913,0.38068182,0.51687764,8.41304347826087,5.879891752160114,2.533151726100755,"Tyler Stout","sa3043193",
