Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Noah Lewis","ME",21,39.1,7.5508477017304925,10.754237635797974,0.70212766,2.9745763673483756,0.13692946,0.19502075,-0.05809129,0.37777778,2.923728908077463,0.41044776,0.41516245,16.703390370494724,11.691310443593258,5.012079926901466,"Noah Lewis","sa3036308",
"Nate Rosser","BUT",,46.1,6.7985613376579375,4.2733814122421325,1.59090909,0.9712230482368482,0.14705882,0.09243697,0.05462185,0.37378641,2.1366907061210663,0.43373494,0.54901961,10.294964311310592,5.723925299995171,4.5710390113154205,"Nate Rosser","sa3041187",
"Joe Kelly","UMES",,44.2,4.432835694702043,7.052238605207796,0.62857143,0.6044775947320968,0.09016393,0.14344262,-0.05327869,0.36734694,2.3955223198642357,0.40350877,0.4835924,12.089551894641936,7.766353147081398,4.323198747560538,"Joe Kelly","sa3035220",
"Yash Jain","SPU",,41.2,6.695999795654303,7.77599976269532,0.86111111,0.64799998022461,0.13135593,0.15254237,-0.02118644,0.34782609,2.3999999267578147,0.40666667,0.509839,11.66399964404298,7.736237707000736,3.927761937042243,"Yash Jain","sa3034544",
"Steven Kaenzig","HOF",,48,7.875,4.5,1.75,1.6875,0.16342412,0.09338521,0.07003891,0.342723,2.0208333333333335,0.39506173,0.46934866,11.4375,7.531459522247315,3.9060404777526854,"Steven Kaenzig","sa3035013",
"Ryan Jones","AAMU",,42.1,7.015748242227997,5.740157652731997,1.22222222,1.2755905894959996,0.14285714,0.11688312,0.02597403,0.36040609,2.314960699455703,0.41139241,0.46583851,11.692913737046663,7.9858475983360915,3.7070661387105712,"Ryan Jones","sa3034908",
"Brett Johnson","UNCA",21,42.2,7.5937497736886215,3.374999899417165,2.25,1.054687468567864,0.16666667,0.07407407,0.09259259,0.34715026,1.9453124420251715,0.40789474,0.48192771,8.859374735970057,5.613958983030171,3.245415752939886,"Brett Johnson","sa3034714",
"Trace Florio","LAF",,42.1,6.590551379062664,4.039370200070665,1.63157895,1.7007874526613327,0.14485981,0.08878505,0.05607477,0.34391534,1.984252028104888,0.38,0.49492386,10.204724715967997,6.964852494180622,3.2398722217873743,"Trace Florio","sa3031474",
"Jake Goble","SDST",,62.1,8.229946691950563,4.0427808311336095,2.03571429,0.8663101781000592,0.178125,0.0875,0.090625,0.34375,2.037433196642732,0.41333333,0.39967374,8.518716751317248,5.71941491371944,2.799301837597808,"Jake Goble","sa3032330",
"Alfredo Capacete","UCR",19,45.1,9.13235319733208,3.7720589293328155,2.42105263,1.1911765039998363,0.20720721,0.08558559,0.12162162,0.32160804,1.8308824042960448,0.39455782,0.58524173,7.941176693332243,5.160535476158236,2.780641217174007,"Alfredo Capacete","sa3028380",
"Josh Sharman","NMSU",,48,7.5,3.9375,1.9047619,3.75,0.16260163,0.08536585,0.07723577,0.35616438,2.0625,0.36477987,0.49350649,12.1875,9.4081937789917,2.7793062210082997,"Josh Sharman","sa3042070",
"Connor Eisenmann","ALB",,42.2,7.382812279975048,5.27343734283932,1.4,1.4765624559950097,0.14767932,0.10548523,0.04219409,0.34653465,2.2265624336432683,0.39375,0.45168067,10.124999698251495,7.373248679842803,2.751751018408692,"Connor Eisenmann","sa3030855",
"Ethan Shaver","PAC",,64.1,6.1554401711798885,2.658030983009497,2.31578947,1.1191709402145251,0.13496933,0.05828221,0.07668712,0.34931507,1.8808289411938548,0.39166667,0.57692308,8.813471154189385,6.085710490559917,2.727760663629468,"Ethan Shaver","sa3042081",
"Brandon Gomez","UMES",21,40.2,6.418032586206136,6.86065552318587,0.93548387,2.2131146848986676,0.1277533,0.13656388,-0.00881057,0.32967033,2.2377048480642086,0.34965035,0.49450549,12.39344223543254,9.744576712431243,2.6488655230012963,"Brandon Gomez","sa3032382",
"Tyler August","DEL",19,46.2,11.185713980927767,8.09999977929252,1.38095238,1.9285713760220289,0.23966942,0.17355372,0.0661157,0.296875,2.121428513624232,0.37903226,0.5483871,10.221428292916753,7.608245140776345,2.613183152140408,"Tyler August","sa3026303",
"Cade Fisher","FLA",20,59.1,11.528090134697607,4.3988764987661915,2.62068966,0.9101123790550741,0.26297578,0.10034602,0.16262976,0.27125506,1.6179775627645763,0.36969697,0.58648111,7.129213635931414,4.548300207896812,2.580913428034602,"Cade Fisher","sa3031376",702651
"Jelle Van Der Lelie","ARST",,52,8.134615384615385,4.846153846153846,1.67857143,1.0384615384615385,0.1780303,0.10606061,0.0719697,0.31277533,1.9038461538461537,0.37356322,0.51204819,8.307692307692308,5.766965763385479,2.540726544306829,"Jelle Van Der Lelie","sa3044338",
"Michael Lorenzetti","IONA",20,51.1,7.538961225706849,7.363636546039248,1.02380952,0.7012987186704046,0.16287879,0.15909091,0.00378788,0.29326923,2.00649355619588,0.35403727,0.49371634,9.642857381718063,7.154627479463793,2.48822990225427,"Michael Lorenzetti","sa3036569",
"Dylan Smith","UNCO",,68,7.147058823529412,3.3088235294117645,2.16,1.7205882352941178,0.15,0.06944444,0.08055556,0.39308176,2.2058823529411766,0.44621514,0.56451613,9.926470588235293,7.5068480491638185,2.419622539071475,"Dylan Smith","sa3042540",
"Michael Lorenz","ALCN",22,41.2,7.343999775878913,7.343999775878913,1,0.43199998681640667,0.16267943,0.16267943,0,0.34939759,2.2079999326171897,0.43076923,0.48879837,9.71999970336915,7.380934067901613,2.339065635467536,"Michael Lorenz","sa3036568",
"Ethan Fowlks","UVU",,51.1,8.240259944377254,2.9805195543492196,2.76470588,0.3506493593352023,0.20258621,0.07327586,0.12931034,0.26213592,1.3831169173777424,0.33121019,0.50518135,6.837662507036445,4.613524205215385,2.2241383018210596,"Ethan Fowlks","sa3031601",
"Matthew Mariano","ALB",,45.1,6.750000189332407,4.3676471813327336,1.54545455,1.3897059213331424,0.15178571,0.09821429,0.05357143,0.31472081,1.85294122844419,0.3525641,0.50505051,8.933823779998773,6.714241479259876,2.2195823007388977,"Matthew Mariano","sa3037043",
"Jack Metzger","DART",23,42.2,8.648437242256485,2.109374937135728,4.1,1.054687468567864,0.1952381,0.04761905,0.14761905,0.34020619,1.7812499469146148,0.41216216,0.46666667,7.804687267402194,5.586492707533763,2.218194559868431,"Jack Metzger","sa3037933",
"Garret Simpson","WRST",23,53.1,6.918750164955858,4.5562501086294676,1.51851852,0.8437500201165681,0.15891473,0.10465116,0.05426357,0.3173913,1.8750000447034847,0.36956522,0.4893617,8.775000209212308,6.568540412336589,2.206459796875719,"Garret Simpson","sa3042338",
"Mason Williams","SPU",,49.2,6.342281716819565,11.95973123743118,0.53030303,0.906040245259938,0.12323944,0.23239437,-0.10915493,0.28712871,2.4966442313829402,0.32716049,0.51879699,11.597315139327206,9.39658667347162,2.200728465855585,"Mason Williams","sa3045335",
"Jake Marshall","RUTG",23,45.1,9.13235319733208,3.3750000946662033,2.70588235,0.9926470866665303,0.21495327,0.07943925,0.13551402,0.2962963,1.6102941628145937,0.36956522,0.54054054,7.147059023999018,4.966130420988407,2.180928603010611,"Jake Marshall","sa3037111",
"Ky Decker","UTU",,55.1,5.855421821305191,3.903614547536794,1.5,1.626506061473664,0.13584906,0.09056604,0.04528302,0.32352941,1.8253012467648897,0.34895833,0.5,9.108433944252518,6.930767256082931,2.1776666881695865,"Ky Decker","sa3030006",
"Cooper Clark","CAM",,51.1,8.240259944377254,2.6298701950140173,3.13333333,1.227272757673208,0.19421488,0.06198347,0.13223141,0.30555556,1.5779221170084103,0.36419753,0.54744526,7.71428590537445,5.554998519477325,2.1592873858971258,"Cooper Clark","sa3028975",
"Dylan Rogers","AFA",,57.2,7.803468036023883,2.341040410807165,3.33333333,0.936416164322866,0.18248175,0.05474453,0.12773723,0.32539683,1.682080887765148,0.3877551,0.55439331,7.491329314582928,5.387529117098996,2.103800197483932,"Dylan Rogers","sa3041047",
"Tyler Valdez","RGV",22,44.1,7.917293460165998,5.278195640110665,1.5,0.40601504923928194,0.1875,0.125,0.0625,0.27374302,1.6917293718303414,0.34057971,0.53191489,7.308270886307075,5.208192712438876,2.100078173868199,"Tyler Valdez","sa3044290",
"Ricardo Gonzalez","DSU",,44.2,6.447761010475699,5.238805821011506,1.23076923,0.4029850631547312,0.13445378,0.1092437,0.02521008,0.32160804,2.014925315773656,0.37575758,0.51896208,8.462686326249356,6.423069603232294,2.039616723017062,"Ricardo Gonzalez","sa3032439",
"Dawson Flowers","NWST",,65.2,4.659898657625408,3.0152285431693815,1.54545455,0.27411168574267103,0.11147541,0.07213115,0.03934426,0.28409091,1.477157417613283,0.32017544,0.49469965,7.263959672180783,5.28386822457493,1.9800914476058527,"Dawson Flowers","sa3031477",
"Vince Reilly","LMU",23,43.1,9.346154120405759,3.323077020588714,2.8125,1.2461538827207677,0.2184466,0.0776699,0.1407767,0.29347826,1.6153846627861805,0.36090226,0.56213018,7.476923296324607,5.497667554595768,1.9792557417288386,"Vince Reilly","sa3020754",
"Sam Massey","CHSO",22,53.2,8.217391109646837,2.683229750088763,3.0625,0.503105578141643,0.20416667,0.06666667,0.1375,0.28703704,1.453416114631413,0.3597561,0.52567237,6.372670656460811,4.403070045441906,1.9696006110189055,"Sam Massey","sa3037261",
"Matt Boyer","PEPP",23,61.2,6.713513375080967,2.335135086984684,2.875,0.8756756576192566,0.15753425,0.05479452,0.10273973,0.3129771,1.5891891564201324,0.36190476,0.54054054,7.443243089763681,5.483946078894695,1.959297010868986,"Matt Boyer","sa3027515",
"Evan Esch","STMN",21,39.1,8.923729102045128,4.576271334382117,1.95,0.9152542668764233,0.19306931,0.0990099,0.09405941,0.30635838,1.8559322633883029,0.37692308,0.57591623,8.23728840188781,6.307695556926647,1.9295928449611628,"Evan Esch","sa3031004",
"Brett Seils","TOW",21,46,8.021739130434783,4.5,1.7826087,1.173913043478261,0.17083333,0.09583333,0.075,0.33170732,1.9782608695652173,0.39240506,0.52854123,8.217391304347826,6.2896116961603585,1.9277796081874676,"Brett Seils","sa3041946",
"Tyler Banks","BUT",23,65.1,6.336734447217107,3.0306121269299204,2.09090909,1.3775509667863275,0.1474359,0.07051282,0.07692308,0.31785714,1.6989795257031373,0.35267857,0.55140187,7.714285414003434,5.8109167974425215,1.903368616560912,"Tyler Banks","sa3026521",
"Kurt Marton","UCR",,59.1,6.825842842913056,3.943820309238655,1.73076923,1.0617977755642531,0.16071429,0.09285714,0.06785714,0.28806584,1.6179775627645763,0.32984293,0.53497942,7.735955221968131,5.8349406379022595,1.9010145840658712,"Kurt Marton","sa3037227",
"Arthur Steinkamp","UNM",23,45,5.2,3,1.73333333,0.4,0.12149533,0.07009346,0.05140187,0.31770833,1.6888888888888889,0.3597561,0.52369077,7.4,5.513412242465549,1.8865877575344516,"Arthur Steinkamp","sa3043020",
"Chase Prestwich","NWST",,64.1,7.834196581501676,4.896372863438548,1.6,1.3989636752681565,0.18006431,0.11254019,0.06752412,0.29588015,1.7720206553396647,0.34328358,0.5412844,8.253885684082123,6.381971764179838,1.8719139199022852,"Chase Prestwich","sa3040189",
"Ryan Reed","PITT",20,54.1,7.122699553195966,4.472392742704444,1.59259259,1.8220859322129217,0.15467626,0.0971223,0.05755396,0.33333333,2.006135016274833,0.36979167,0.4969574,8.447852958441727,6.581096955538112,1.8667560029036148,"Ryan Reed","sa3040535",811266
"Carson Mayfield","COR",20,33.2,7.217821509566297,3.4752473934948838,2.07692308,1.3366336128826477,0.17419355,0.08387097,0.09032258,0.29710145,1.6039603354591772,0.33962264,0.50980392,8.554455122448944,6.701514318047549,1.8529408044013955,"Carson Mayfield","sa3037381",
"Dawson Tourney","AKR",,47.2,6.986013799653652,3.5874124917140375,1.94736842,0.7552447350976921,0.15226337,0.0781893,0.07407407,0.3492823,1.930069878582991,0.41071429,0.54240631,8.11888090230019,6.268893227788708,1.8499876745114827,"Dawson Tourney","sa3043988",
"Riley Orr","MRST",,44.1,7.511278410926716,5.278195640110665,1.42307692,1.0150376230982048,0.15948276,0.11206897,0.04741379,0.30541872,1.9849624629476006,0.35403727,0.47619048,8.120300984785638,6.303636351116397,1.816664633669241,"Riley Orr","sa3039203",
"Dominic Niman","UK",23,71,8.492957746478874,3.1690140845070425,2.68,1.1408450704225352,0.2012012,0.07507508,0.12612613,0.2779661,1.5070422535211268,0.33333333,0.5679702,6.845070422535211,5.038092877831257,1.8069775447039538,"Dominic Niman","sa3038884",823116
"Nick Ferazzi","MSU",23,44.2,6.447761010475699,4.432835694702043,1.45454545,2.014925315773656,0.14222222,0.09777778,0.04444445,0.31979695,1.9029850204528973,0.34193548,0.53246753,9.067163920981452,7.2655157215002015,1.8016481994812503,"Nick Ferazzi","sa3031244",
"Jonathan Adelmann","BUCK",,37.1,11.33035752876682,7.232143103468183,1.56666667,0.48214287356454555,0.23979592,0.15306122,0.08673469,0.27741935,1.9553572094562126,0.38679245,0.55418719,7.473214540250456,5.674287219497624,1.7989273207528322,"Jonathan Adelmann","sa3025776",
"Tyler Hartley","MRST",,51,7.764705882352941,5.647058823529412,1.375,1.411764705882353,0.16479401,0.11985019,0.04494382,0.30697674,1.9215686274509804,0.35582822,0.55243446,9.705882352941176,7.916786824020685,1.789095528920491,"Tyler Hartley","sa3033346",
"Will Riley","VMI",22,78.1,9.651063516460548,2.642553105697531,3.65217391,1.14893613291197,0.23398329,0.06406685,0.16991643,0.29357798,1.5191488868502714,0.36909871,0.5877193,6.778723184180623,5.008684747073381,1.7700384371072424,"Will Riley","sa3025627",703042
"Garrett Helsel","SIUE",19,52.2,8.715189663001201,4.955696082883036,1.75862069,1.3670885745884238,0.19172932,0.10902256,0.08270677,0.31718062,1.9177214726865388,0.38095238,0.58116232,8.202531447530543,6.434015253296536,1.7685161942340066,"Garrett Helsel","sa3033574",
"Will Semb","MINN",22,65.2,10.005076529607493,4.3857869718827365,2.28125,1.5076142715846907,0.22392638,0.09815951,0.12576687,0.29225352,1.751269103355954,0.36,0.53832117,7.538071357923454,5.780403381119027,1.7576679768044272,"Will Semb","sa3041976",
"Tyrelle Chadwick","ILST",21,58.1,7.560000164794926,5.245714400061785,1.44117647,1.3885714588398843,0.17375887,0.12056738,0.05319149,0.29113924,1.7657143242038034,0.33519553,0.54240631,8.485714470688182,6.753104591696605,1.7326098789915765,"Tyrelle Chadwick","sa3028716",692165
"Noah Andrunas","UCR",,45.1,6.352941354665794,4.3676471813327336,1.45454545,0.3970588346666121,0.13973799,0.09606987,0.04366812,0.32,1.8970588767404801,0.37349398,0.57649667,6.750000189332407,5.028182531269365,1.721817658063042,"Noah Andrunas","sa3026094",
"Brian Reinke","RICH",21,57.1,10.360465346058366,2.982558205683469,3.47368421,0.7848837383377549,0.23741007,0.06834532,0.16906475,0.30081301,1.6220930592313603,0.39428571,0.52525253,6.593023402037142,4.875492175918712,1.71753122611843,"Brian Reinke","sa3040596",
"Ethan Lyke","MUR",,48.1,6.3310346493171075,2.048275915955535,3.09090909,1.117241408703019,0.15044248,0.04867257,0.10176991,0.32075472,1.6344828016210833,0.36046512,0.51630435,6.8896553536686165,5.188966631418744,1.7006887222498728,"Ethan Lyke","sa3036731",
"Ryan Dromboski","PENN",21,63,10.142857142857142,4,2.53571429,1.1428571428571428,0.24315068,0.09589041,0.14726027,0.27237354,1.5555555555555556,0.34831461,0.5010661,7.571428571428571,5.923422292679075,1.648006278749496,"Ryan Dromboski","sa3030576",
"Noah Czajkowski","SBU",20,53.1,8.100000193119053,3.881250092536213,2.08695652,0.8437500201165681,0.1875,0.08984375,0.09765625,0.30941704,1.725000041127206,0.37647059,0.53684211,7.256250173002486,5.644678241610528,1.6115719313919579,"Noah Czajkowski","sa3029755",
"Brian Dowling","HARV",,36.2,5.154545275790638,6.627272497445107,0.77777778,2.209090832481702,0.10243902,0.13170732,-0.02926829,0.35087719,2.37272719044331,0.36170213,0.5036855,11.290908699350922,9.687202789054435,1.6037059102964868,"Brian Dowling","sa3030527",
"Tate McKee","GT",19,47,11.680851063829786,5.361702127659575,2.17857143,1.7234042553191489,0.27853881,0.12785388,0.15068493,0.2513369,1.5957446808510638,0.32478632,0.60240964,7.276595744680851,5.701316182156827,1.575279562524024,"Tate McKee","sa3037653",
"Lyle Miller-Green","APSU",23,50.1,7.68874191609419,4.470198788426855,1.72,1.4304636122965937,0.1634981,0.09505703,0.06844106,0.3362069,2.0463576675909603,0.38674033,0.59304703,8.225165770705413,6.675841644244114,1.5493241264612987,"Lyle Miller-Green","sa3025307",688509
"Adam Guazzo","VAL",,45.1,8.735294362665467,4.963235433332652,1.76,2.3823530079996726,0.19642857,0.11160714,0.08482143,0.30412371,1.85294122844419,0.34057971,0.51246537,9.13235319733208,7.5983987495560985,1.5339544477759812,"Adam Guazzo","sa3032815",
"Ryan Sprock","ELON",19,42.2,6.960937292547903,4.429687367985029,1.57142857,2.5312499245628737,0.14537445,0.09251101,0.05286344,0.35233161,2.08593743783422,0.37837838,0.57511737,10.124999698251495,8.593959388136867,1.5310403101146282,"Ryan Sprock","sa3042879",823779
"Dominick Madonna","USF",,50.1,8.403973722242487,3.3973510792044097,2.47368421,1.4304636122965937,0.20614035,0.08333333,0.12280702,0.27804878,1.5099338129797377,0.32666667,0.56686047,6.973510109945893,5.443324534170807,1.5301855757750866,"Dominick Madonna","sa3036838",
"Kyle Remington","MINN",,42.1,7.866141968558663,2.3385827474093324,3.36363636,0.6377952947479998,0.19170984,0.05699482,0.13471503,0.29378531,1.4881890210786661,0.35766423,0.64263323,5.740157652731997,4.214393485274627,1.5257641674573703,"Kyle Remington","sa3040609",
"Nolan Straniero","ELON",,47.1,10.64788760998921,6.464788906064877,1.64705882,0.9507042508918937,0.23333333,0.14166667,0.09166667,0.28140704,1.9014085017837874,0.36956522,0.54444444,7.225352306778392,5.699593368198069,1.5257589385803234,"Nolan Straniero","sa3043209",
"Elian Balmaceda","SFA",,44.1,9.135338607883844,6.090225738589229,1.5,2.0300752461964096,0.19736842,0.13157895,0.06578947,0.31443299,2.0526316378208143,0.36690647,0.54320988,9.135338607883844,7.621726616250164,1.51361199163368,"Elian Balmaceda","sa3026497",
"Brett Porthan","UTAH",22,47.2,5.664335513232691,1.8881118377442303,3,1.6993006539698072,0.13452915,0.04484305,0.0896861,0.35576923,1.7622377152279483,0.38461538,0.64136126,7.552447350976921,6.0439769040658575,1.5084704469110637,"Brett Porthan","sa3040107",
"Logan Schmidt","XAV",,68,6.882352941176471,3.3088235294117645,2.08,1.3235294117647058,0.16613419,0.0798722,0.08626198,0.28723404,1.5588235294117647,0.32272727,0.55102041,7.014705882352941,5.509896469116211,1.50480941323673,"Logan Schmidt","sa3041728",
"Kyle Moats","AFA",,45,8,4.2,1.9047619,1.2,0.18099548,0.09502262,0.08597285,0.3025641,1.7777777777777777,0.3557047,0.54830287,7.8,6.313412242465549,1.4865877575344504,"Kyle Moats","sa3038189",
"Tyler DeLong","SIUE",23,70.2,7.386792718663943,5.858490776871403,1.26086957,1.2735849514937834,0.16384181,0.1299435,0.03389831,0.29292929,1.882075539429702,0.33624454,0.56923077,8.278302184709592,6.79244625947789,1.4858559252317018,"Tyler DeLong","sa3030099",
"Santhosh Gottam","BRWN",21,65,6.923076923076923,2.769230769230769,2.5,1.2461538461538462,0.16556291,0.06622517,0.09933775,0.33211679,1.7076923076923076,0.38139535,0.54511278,7.892307692307693,6.4137763830331656,1.4785313092745271,"Santhosh Gottam","sa3032518",
"Chris Peguero","DAY",,52,8.826923076923077,2.25,3.92307692,1.9038461538461537,0.2125,0.05416667,0.15833333,0.30875576,1.5384615384615385,0.36129032,0.54959786,7.961538461538462,6.485062826596774,1.4764756349416874,"Chris Peguero","sa3039636",
"Nolan Morr","NU",23,52.2,8.202531447530543,2.2215189337061885,3.69230769,2.3924050055297417,0.19354839,0.05241935,0.14112903,0.32599119,1.6518986942943454,0.36363636,0.57029178,8.202531447530543,6.73642071762293,1.466110729907613,"Nolan Morr","sa3038392",
"Josh Wintroub","KSU",23,55.1,9.108433944252518,2.439759092210496,3.73333333,1.626506061473664,0.21621622,0.05791506,0.15830116,0.30833333,1.6084337719017343,0.36781609,0.58227848,6.668674852042022,5.212652095091986,1.456022756950036,"Josh Wintroub","sa3045470",
"Landon Willeman","BGSU",22,50.1,8.761589625316637,4.649006739963929,1.88461538,1.2516556607595193,0.20247934,0.10743802,0.09504132,0.28773585,1.728476864858384,0.34615385,0.52955665,7.68874191609419,6.2395782584135215,1.4491636576806686,"Landon Willeman","sa3045241",
"A.J. Colarusso","BC",20,65,8.723076923076922,4.430769230769231,1.96875,1.523076923076923,0.20454545,0.1038961,0.10064935,0.30740741,1.7692307692307692,0.36734694,0.60606061,7.2,5.780530584775485,1.4194694152245155,"A.J. Colarusso","sa3029125",
"Jack Seppings","BRWN",21,58.2,8.13068164195404,4.295454452353077,1.89285714,0.7670454379201924,0.18727915,0.09893993,0.08833922,0.30241935,1.7556817801284403,0.36842105,0.54368932,7.363636204033847,5.950839296451285,1.4127969075825622,"Jack Seppings","sa3041994",
