team_id,division,team_old,team_new
1019,1,Wichita St.,Wichita State University
1020,3,Widener,Widener
1021,3,Wilkes,Wilkes
1022,3,Willamette,Willamette
1023,1,William & Mary,College of William & Mary
1024,2,William Jewell,William Jewell
1025,3,William Peace,William Peace
1026,3,Williams,Williams
1027,2,Wilmington,Wilmington
1028,3,Wilmington,Wilmington
1029,3,Wilson,Wilson
1030,2,Wingate,Wingate
1031,2,Winona St.,Winona St.
1032,2,Winston-Salem,Winston-Salem
1033,1,Winthrop,Winthrop University
1034,3,Wis. Lutheran,Wis. Lutheran
1035,3,Wis.-Eau Claire,Wis.-Eau Claire
1036,3,Wis.-La Crosse,Wis.-La Crosse
1037,3,Wis.-Oshkosh,Wis.-Oshkosh
1038,2,Wis.-Parkside,Wis.-Parkside
1039,3,Wis.-Platteville,Wis.-Platteville
1040,3,Wis.-Stevens Point,Wis.-Stevens Point
1041,3,Wis.-Stout,Wis.-Stout
1042,3,Wis.-Superior,Wis.-Superior
1043,3,Wis.-Whitewater,Wis.-Whitewater
1044,3,Wittenberg,Wittenberg
1045,3,Wm. Paterson,Wm. Paterson
1046,1,Wofford,Wofford College
1047,3,Wooster,Wooster
1048,3,Worcester St.,Worcester St.
1049,1,Wright St.,Wright State University
1050,1,Xavier,Xavier University
1051,1,Yale,Yale University
1052,3,Yeshiva,Yeshiva
1053,3,York,York
1054,2,Young Harris,Young Harris
1055,1,Youngstown St.,Youngstown State University
1056,1,Miami University-Ohio,Miami University-Ohio
