team_id,season,division,league,ncaa_short,ncaa_label
IPEDS:100654,2003,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2004,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2005,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2006,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2007,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2008,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2009,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2010,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2011,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2012,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2013,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2014,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2015,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2016,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2017,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2018,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2019,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2020,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2021,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2022,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2023,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2024,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2025,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100654,2026,1,SWAC,Alabama A&M,Alabama A&M (SWAC)
IPEDS:100663,2003,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2004,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2005,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2006,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2007,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2008,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2009,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2010,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2011,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2012,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2013,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2014,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2015,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2016,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2017,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2018,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2019,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2020,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2021,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2022,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2023,1,CUSA,UAB,UAB (CUSA)
IPEDS:100663,2024,1,The American,UAB,UAB (The American)
IPEDS:100663,2025,1,The American,UAB,UAB (The American)
IPEDS:100663,2026,1,American,UAB,UAB (American)
IPEDS:100724,2003,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2004,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2005,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2006,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2007,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2008,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2009,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2010,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2011,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2012,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2013,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2014,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2015,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2016,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2017,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2018,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2019,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2020,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2021,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2022,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2023,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2024,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2025,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100724,2026,1,SWAC,Alabama St.,Alabama St. (SWAC)
IPEDS:100751,2002,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2003,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2004,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2005,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2006,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2007,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2008,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2009,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2010,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2011,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2012,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2013,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2014,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2015,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2016,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2017,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2018,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2019,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2020,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2021,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2022,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2023,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2024,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2025,1,SEC,Alabama,Alabama (SEC)
IPEDS:100751,2026,1,SEC,Alabama,Alabama (SEC)
IPEDS:100858,2002,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2003,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2004,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2005,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2006,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2007,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2008,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2009,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2010,1,SEC,Auburn,Auburn (SEC)
