team_id,season,division,league,ncaa_short,ncaa_label
IPEDS:100858,2011,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2012,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2013,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2014,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2015,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2016,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2017,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2018,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2019,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2020,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2021,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2022,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2023,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2024,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2025,1,SEC,Auburn,Auburn (SEC)
IPEDS:100858,2026,1,SEC,Auburn,Auburn (SEC)
IPEDS:101480,2003,1,ASUN,Jacksonville St.,Jacksonville St. (ASUN)
IPEDS:101480,2004,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2005,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2006,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2007,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2008,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2009,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2010,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2011,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2012,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2013,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2014,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2015,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2016,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2017,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2018,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2019,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2020,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2021,1,OVC,Jacksonville St.,Jacksonville St. (OVC)
IPEDS:101480,2022,1,ASUN,Jacksonville St.,Jacksonville St. (ASUN)
IPEDS:101480,2023,1,ASUN,Jacksonville St.,Jacksonville St. (ASUN)
IPEDS:101480,2024,1,CUSA,Jacksonville St.,Jacksonville St. (CUSA)
IPEDS:101480,2025,1,CUSA,Jacksonville St.,Jacksonville St. (CUSA)
IPEDS:101480,2026,1,CUSA,Jacksonville St.,Jacksonville St. (CUSA)
IPEDS:101879,2002,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2003,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2004,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2005,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2006,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2007,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2008,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2009,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2010,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2011,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2012,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2013,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2014,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2015,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2016,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2017,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2018,2,Gulf South,North Ala.,North Ala. (Gulf South)
IPEDS:101879,2023,1,ASUN,North Ala.,North Ala. (ASUN)
IPEDS:101879,2024,1,ASUN,North Ala.,North Ala. (ASUN)
IPEDS:101879,2025,1,ASUN,North Ala.,North Ala. (ASUN)
IPEDS:101879,2026,1,ASUN,North Ala.,North Ala. (ASUN)
IPEDS:102049,2003,1,ASUN,Samford,Samford (ASUN)
IPEDS:102049,2004,1,OVC,Samford,Samford (OVC)
IPEDS:102049,2005,1,OVC,Samford,Samford (OVC)
IPEDS:102049,2006,1,OVC,Samford,Samford (OVC)
IPEDS:102049,2007,1,OVC,Samford,Samford (OVC)
IPEDS:102049,2008,1,OVC,Samford,Samford (OVC)
IPEDS:102049,2009,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2010,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2011,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2012,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2013,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2014,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2015,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2016,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2017,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2018,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2019,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2020,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2021,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2022,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2023,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2024,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2025,1,SoCon,Samford,Samford (SoCon)
IPEDS:102049,2026,1,SoCon,Samford,Samford (SoCon)
IPEDS:102094,2002,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2003,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2004,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2005,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2006,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2007,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2008,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2009,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2010,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2011,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2012,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2013,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2014,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2015,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2016,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2017,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2018,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2019,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2020,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2021,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2022,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2023,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2024,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2025,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102094,2026,1,Sun Belt,South Alabama,South Alabama (Sun Belt)
IPEDS:102368,2003,1,ASUN,Troy,Troy (ASUN)
IPEDS:102368,2004,1,ASUN,Troy,Troy (ASUN)
IPEDS:102368,2005,1,ASUN,Troy,Troy (ASUN)
IPEDS:102368,2006,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2007,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2008,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2009,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2010,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2011,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2012,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2013,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2014,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2015,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2016,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2017,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2018,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2019,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2020,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2021,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2022,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2023,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2024,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2025,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:102368,2026,1,Sun Belt,Troy,Troy (Sun Belt)
IPEDS:104151,2002,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2003,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2004,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2005,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2006,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2007,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2008,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2009,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2010,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2011,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2012,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2013,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2014,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2015,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2016,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2017,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2018,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2019,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2020,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2021,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2022,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2023,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2024,1,Pac-12,Arizona St.,Arizona St. (Pac-12)
IPEDS:104151,2025,1,Big 12,Arizona St.,Arizona St. (Big 12)
IPEDS:104151,2026,1,Big 12,Arizona St.,Arizona St. (Big 12)
IPEDS:104179,2003,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2004,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2005,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2006,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2007,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2008,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2009,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2010,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2011,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2012,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2013,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2014,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2015,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2016,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2017,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2018,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2019,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2020,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2021,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2022,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2023,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2024,1,Pac-12,Arizona,Arizona (Pac-12)
IPEDS:104179,2025,1,Big 12,Arizona,Arizona (Big 12)
IPEDS:104179,2026,1,Big 12,Arizona,Arizona (Big 12)
IPEDS:104717,2002,2,CCAA,Grand Canyon,Grand Canyon (CCAA)
IPEDS:104717,2005,2,Independent,Grand Canyon,Grand Canyon (Independent)
IPEDS:104717,2006,2,Independent,Grand Canyon,Grand Canyon (Independent)
IPEDS:104717,2007,2,PacWest,Grand Canyon,Grand Canyon (PacWest)
IPEDS:104717,2008,2,PacWest,Grand Canyon,Grand Canyon (PacWest)
IPEDS:104717,2009,2,PacWest,Grand Canyon,Grand Canyon (PacWest)
IPEDS:104717,2010,2,PacWest,Grand Canyon,Grand Canyon (PacWest)
IPEDS:104717,2011,2,PacWest,Grand Canyon,Grand Canyon (PacWest)
IPEDS:104717,2012,2,PacWest,Grand Canyon,Grand Canyon (PacWest)
IPEDS:104717,2013,2,PacWest,Grand Canyon,Grand Canyon (PacWest)
IPEDS:104717,2018,1,WAC,Grand Canyon,Grand Canyon (WAC)
IPEDS:104717,2019,1,WAC,Grand Canyon,Grand Canyon (WAC)
IPEDS:104717,2020,1,WAC,Grand Canyon,Grand Canyon (WAC)
IPEDS:104717,2021,1,WAC,Grand Canyon,Grand Canyon (WAC)
IPEDS:104717,2022,1,WAC,Grand Canyon,Grand Canyon (WAC)
IPEDS:104717,2023,1,WAC,Grand Canyon,Grand Canyon (WAC)
IPEDS:104717,2024,1,WAC,Grand Canyon,Grand Canyon (WAC)
IPEDS:104717,2025,1,WAC,Grand Canyon,Grand Canyon (WAC)
IPEDS:104717,2026,1,Mountain West,Grand Canyon,Grand Canyon (Mountain West)
IPEDS:106245,2003,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2004,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2005,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2006,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2007,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2008,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2009,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2010,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2011,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2012,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2013,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2014,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2015,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2016,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2017,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2018,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2019,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2020,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2021,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2022,1,Sun Belt,Little Rock,Little Rock (Sun Belt)
IPEDS:106245,2023,1,OVC,Little Rock,Little Rock (OVC)
IPEDS:106245,2024,1,OVC,Little Rock,Little Rock (OVC)
IPEDS:106245,2025,1,OVC,Little Rock,Little Rock (OVC)
IPEDS:106245,2026,1,OVC,Little Rock,Little Rock (OVC)
IPEDS:106397,2002,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2003,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2004,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2005,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2006,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2007,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2008,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2009,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2010,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2011,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2012,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2013,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2014,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2015,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2016,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2017,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2018,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2019,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2020,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2021,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2022,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2023,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2024,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2025,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106397,2026,1,SEC,Arkansas,Arkansas (SEC)
IPEDS:106412,2003,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2004,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2005,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2006,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2007,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2008,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2009,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2010,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2011,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2012,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2013,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
IPEDS:106412,2014,1,SWAC,Ark.-Pine Bluff,Ark.-Pine Bluff (SWAC)
