Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Mike Kelly","WMU",,0.2,13.49999959766866,107.99999678134928,0.125,0,0.06666667,0.53333333,-0.46666667,0.83333333,19.49999941885473,1,0.14285714,161.99999517202392,41.98067238628868,120.01932278573523,"Mike Kelly","sa3035225",
"Kylan Stepter","USA",,0.1,26.99999919533732,0,1,26.99999919533732,0.14285714,0,0.14285714,0.66666667,11.999999642372142,0.75,-0.27777778,134.9999959766866,46.18449724912647,88.81549872756011,"Kylan Stepter","sa3043060",
"Joey Herrick","AKR",,0.1,0,53.99999839067464,0,0,0,0.4,-0.4,0.66666667,11.999999642372142,0.66666667,0,107.99999678134928,22.480672967433943,85.51932381391534,"Joey Herrick","sa3033708",
"Collin Brougham","USA",,0.1,26.99999919533732,26.99999919533732,1,0,0.2,0.2,0,0.5,5.999999821186071,1,0,107.99999678134928,25.18449787497522,82.81549890637406,"Collin Brougham","sa3027784",
"Christian Jones","EKU",,0.2,13.49999959766866,80.99999758601196,0.16666667,0,0.07692308,0.46153846,-0.38461539,0.57142857,14.999999552965177,0.66666667,0.1,107.99999678134928,28.27151770591738,79.7284790754319,"Christian Jones","sa3034860",
"Cole Beddingfield","AMCC",,0.1,0,80.99999758601196,0,0,0,0.5,-0.5,0.66666667,14.999999552965177,0.66666667,0.2,107.99999678134928,30.765120369195962,77.23487641215331,"Cole Beddingfield","sa3026861",
"Leland Wilson","NDSU",,0.1,0,53.99999839067464,0,26.99999919533732,0,0.33333333,-0.33333333,0.75,14.999999552965177,0.66666667,0,134.9999959766866,61.439654272794776,73.56034170389182,"Leland Wilson","sa3045414",
"Ethan Mishra","TULN",20,0.2,13.49999959766866,40.49999879300598,0.33333333,13.49999959766866,0.1,0.3,-0.2,0.66666667,10.499999687075624,0.75,0,107.99999678134928,38.68187582194808,69.3181209594012,"Ethan Mishra","sa3038154",
"David Boisvert","DUKE",20,0.1,0,26.99999919533732,0,0,0,0.2,-0.2,0.75,11.999999642372142,0.75,0.25,80.99999758601196,12.62064210772515,68.37935547828681,"David Boisvert","sa3027339",
"Aidan Garrett","LR",,0.1,0,0,0,0,0,0,0,0.66666667,5.999999821186071,0.66666667,0,80.99999758601196,13.076947134733206,67.92305045127875,"Aidan Garrett","sa3031990",
"Drew Edwards","MEM",,0.1,0,26.99999919533732,0,0,0,0.2,-0.2,0.75,11.999999642372142,0.75,0.25,80.99999758601196,13.181876581907279,67.81812100410468,"Drew Edwards","sa3030807",
"Kayne Jinks","TNTC",,0.1,0,0,0,26.99999919533732,0,0,0,0.8,11.999999642372142,0.75,0,107.99999678134928,43.07694624066357,64.92305054068572,"Kayne Jinks","sa3034704",
"Kenny Leiner","WCU",21,0.1,0,53.99999839067464,0,26.99999919533732,0,0.33333333,-0.33333333,0.66666667,11.999999642372142,0.5,0,134.9999959766866,70.1949998259545,64.8049961507321,"Kenny Leiner","sa3036198",
"Calvin Marley","TCU",,0.2,13.49999959766866,67.4999979883433,0.2,0,0.11111111,0.55555556,-0.44444444,0.5,10.499999687075624,0.66666667,0.14285714,80.99999758601196,23.372507181763666,57.62749040424829,"Calvin Marley","sa3037067",
"MacCallan Conklin","ILST",20,0.1,26.99999919533732,80.99999758601196,0.33333333,0,0.25,0.75,-0.5,0,8.999999731779106,0,0,80.99999758601196,24.93946890234949,56.06052868366247,"MacCallan Conklin","sa3029243",
"Jalen Martinez","BALL",20,0.1,26.99999919533732,53.99999839067464,0.5,0,0.25,0.5,-0.25,0,5.999999821186071,0,0,80.99999758601196,25.48067287802698,55.51932470798498,"Jalen Martinez","sa3037171",
"Nick Silva","CSUB",,0,0,18,0,0,0,0.25,-0.25,1,8,1,0.125,63,10.130891036987304,52.86910896301269,"Nick Silva","sa3042292",
"Tim Baird","OSU",21,0.1,0,80.99999758601196,0,0,0,0.75,-0.75,0,8.999999731779106,0,0,80.99999758601196,30.9081395685673,50.09185801744466,"Tim Baird","sa3026419",
