Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Dylan Dodd","SEMO",23,9,2,3.1655173246585537,15,15,0,0,0,96.2,400,85,40,34,10,17,5,9,1,120,"Dylan Dodd","29928",689266
"Landen Roupp","UNCW",22,8,5,2.5841584158415842,16,15,2,2,0,101,408,69,40,29,8,42,8,7,0,118,"Landen Roupp","30076",694738
"Jordan Wicks","KSU",21,6,3,3.7039710171153204,15,15,0,0,0,92.1,394,90,40,38,9,28,0,5,0,118,"Jordan Wicks","30094",696136
"Joe Rock","OHIO",20,8,3,2.3345865331258713,14,14,4,1,0,88.2,362,67,29,23,2,27,8,12,0,117,"Joe Rock","30016",697812
"Carlos Tavera","UTA",22,3,4,3.036144578313253,15,14,0,0,0,83,330,51,29,28,6,33,5,6,0,117,"Carlos Tavera","sa3017536",679857
"Landon Marceaux","LSU",21,7,7,2.5422078551802167,18,17,1,0,0,102.2,432,92,37,29,8,26,9,8,0,116,"Landon Marceaux","sa3017913",669465
"Michael McGreevy","UCSB",20,9,2,2.921311548484716,16,16,1,1,0,101.2,425,109,41,33,6,11,10,4,0,115,"Michael McGreevy","29869",700241
"Dylan Smith","ALA",21,2,8,3.8440676971935286,16,16,1,0,0,98.1,404,99,42,42,14,20,1,6,0,113,"Dylan Smith","30145",681916
"Aaron Brown","MTSU",22,7,5,3.9922180173471062,14,14,3,0,0,85.2,348,67,38,38,13,15,7,4,0,113,"Aaron Brown","sa3017500",676345
"Christian MacLeod","MSST",21,6,6,5.225806612377985,19,19,0,0,0,82.2,364,79,55,48,16,33,6,8,0,113,"Christian MacLeod","sa3018005",681306
"Tommy Mace","FLA",22,6,2,4.3837637142233845,16,15,0,0,1,90.1,390,91,49,44,10,21,9,7,0,113,"Tommy Mace","sa3018140",676390
"Alek Jacob","GONZ",23,8,1,2.5214008530613303,17,11,2,2,3,85.2,340,60,25,24,3,18,8,5,0,112,"Alek Jacob","29628",689690
"Ky Bush","SMC",21,7,5,2.987233945571122,14,14,0,0,0,78.1,323,69,31,26,3,19,4,6,0,112,"Ky Bush","29823",681066
"Steve Hajjar","MICH",20,4,2,3.085714381804622,14,14,1,0,0,81.2,342,66,36,28,8,29,3,5,0,110,"Steve Hajjar","sa3018177",680727
"Austin Vernon","NCCU",22,5,4,2.5471699029875667,12,12,2,2,0,70.2,291,41,30,20,7,31,3,10,0,109,"Austin Vernon","sa3017138",694391
"Kevin Abel","ORST",22,3,5,3.6219512195121952,16,16,1,0,0,82,364,47,35,33,8,61,17,16,0,109,"Kevin Abel","sa3017879",674265
"Anthony Becerra","JKST",,9,1,3.0521740142879987,15,12,3,3,0,76.2,341,45,31,26,1,49,23,5,0,109,"Anthony Becerra","sa3026822",
"Ryan Cusick","WAKE",21,3,5,4.242857142857143,12,12,0,0,0,70,306,65,40,33,9,32,6,7,1,108,"Ryan Cusick","sa3017385",680743
"Collin Floyd","YSU",,9,4,2.5756578300963495,15,15,6,3,0,101.1,405,75,33,29,4,23,5,5,0,108,"Collin Floyd","sa3031484",
"Sean Burke","MD",21,6,3,3.2690581841213695,14,13,0,0,0,74.1,319,48,33,27,6,42,4,8,0,107,"Sean Burke","29878",680732
"John Baker","BALL",23,9,3,2.3168316831683167,19,13,4,2,4,101,410,82,38,26,9,25,5,6,0,107,"John Baker","sa3026440",
"Elliot Carney","WOF",,6,3,3.0681818181818183,15,15,2,2,0,88,359,62,36,30,12,22,8,11,0,107,"Elliot Carney","sa3028463",
"Emmet Sheehan","BC",21,5,5,4.22608709670646,13,13,0,0,0,76.2,333,63,39,36,7,34,13,2,0,106,"Emmet Sheehan","29839",686218
"Trenton Wallace","IOWA",22,7,1,2.3424657534246576,36,13,0,0,0,73,315,54,20,19,3,37,7,1,1,106,"Trenton Wallace","sa3017748",680436
"Robert Gasser","HOU",22,6,6,2.6264592219388856,14,14,0,0,0,85.2,356,67,30,25,5,25,14,1,2,105,"Robert Gasser","29812",688107
"Chase Silseth","ARIZ",21,8,1,5.547945060522391,18,18,0,0,0,97.1,447,112,73,60,6,29,13,13,0,105,"Chase Silseth","30074",681217
"Jackson Wolf","WVU",22,6,5,3.033707865168539,14,14,1,0,0,89,376,66,39,30,4,37,7,5,0,104,"Jackson Wolf","29832",680232
"Drew Thorpe","CP",20,6,6,3.7859777531929226,16,15,1,0,1,90.1,371,78,41,38,4,38,5,2,0,104,"Drew Thorpe","31967",689672
"Dustin Saenz","TA&M",22,6,6,4.2687745748293855,14,14,0,0,0,84.1,362,83,45,40,12,23,4,4,0,104,"Dustin Saenz","sa3017610",685010
"Levi David","NWST",22,2,6,4.426229508196721,14,13,0,0,0,61,280,34,45,30,1,46,19,23,0,104,"Levi David","sa3018119",700930
"Pierson Ohl","GCU",21,10,2,2.6013288377190564,16,15,7,3,0,100.1,388,79,30,29,12,12,5,2,0,103,"Pierson Ohl","30179",701487
"Scott Randall","SAC",22,7,2,2.885496099180961,15,14,2,1,0,87.1,350,87,32,28,7,9,3,2,0,103,"Scott Randall","sa3017752",695246
"Luke Albright","KENT",21,6,4,3.402439024390244,15,15,2,0,0,82,360,65,37,31,10,40,9,7,0,102,"Luke Albright","sa3017592",681475
"Justin Campbell","OKST",20,7,2,2.5714285714285716,14,13,1,1,0,84,349,66,28,24,3,27,7,2,0,102,"Justin Campbell","sa3028334",683235
"Tyler Santana","JAX",,5,8,4.6644517090134805,17,15,2,0,0,100.1,429,89,58,52,8,35,9,16,0,102,"Tyler Santana","sa3041544",
"Patrick Monteverde","TTU",23,7,4,3.752895642346249,16,16,0,0,0,86.1,359,79,43,36,10,21,3,8,0,101,"Patrick Monteverde","29564",687287
"Wyatt Olds","OU",21,4,6,5.233480352106988,19,11,0,0,1,75.2,342,66,52,44,12,37,13,12,0,101,"Wyatt Olds","sa3017539",681544
"Justin Armbruester","UNM",22,5,2,3.576923076923077,13,13,1,0,0,78,318,66,33,31,7,21,5,5,0,101,"Justin Armbruester","sa3017548",701859
"Russell Smith","TCU",22,7,3,3.8259108129984494,15,15,0,0,0,82.1,345,73,38,35,11,20,5,3,0,101,"Russell Smith","sa3018191",669080
"Jordan Marks","UPST",22,10,2,2.5400697539344748,15,15,1,1,0,95.2,399,85,32,27,3,20,5,10,0,101,"Jordan Marks","sa3018192",671960
"Landon Sims","MSST",20,5,0,1.4378698549410545,25,0,0,0,13,56.1,213,29,9,9,2,15,1,3,0,100,"Landon Sims","sa3021979",683085
"Conor Grady","FSU",22,5,2,4.0499998595497875,16,15,0,0,0,73.1,307,66,38,33,9,19,4,5,0,99,"Conor Grady","sa3017534",676444
"Bryce McGowan","CLT",21,7,5,4.8375,16,15,0,0,0,80,373,72,49,43,9,55,12,6,0,99,"Bryce McGowan","sa3017786",700245
"Brannon Jordan","SC",22,5,6,4.582568967716636,15,15,0,0,0,72.2,323,54,41,37,11,48,5,10,0,98,"Brannon Jordan","sa3017814",687561
"Seth Lonsway","OSU",22,3,5,4.367647058823529,12,12,1,1,0,68,297,40,35,33,6,43,12,12,0,98,"Seth Lonsway","sa3017857",675920
"Cooper Hjerpe","ORST",20,3,6,4.207792207792208,17,16,0,0,0,77,325,63,47,36,6,27,9,8,0,98,"Cooper Hjerpe","sa3020736",687309
"Geremy Guerrero","INST",,10,1,2.0838925640978574,14,14,2,1,0,99.1,377,65,26,23,10,14,1,0,0,98,"Geremy Guerrero","sa3032825",
"Brad Harrison","SIU",,9,0,3.5409834958378683,15,15,2,1,0,81.1,347,77,34,32,10,27,4,7,0,98,"Brad Harrison","sa3033259",
"Aaron Davenport","HAW",20,3,6,3.7384616481623034,13,13,0,0,0,86.2,358,82,41,36,6,21,6,5,0,97,"Aaron Davenport","sa3017615",702126
"McCade Brown","IU",20,5,4,3.3934426229508197,12,12,0,0,0,61,267,35,29,23,5,43,7,7,0,97,"McCade Brown","sa3017812",685326
"Chris Turpin","UNO",,9,3,4.651685393258427,16,15,6,3,0,89,384,86,54,46,11,16,17,2,0,97,"Chris Turpin","sa3044180",
"Gunnar Hoglund","MISS",21,4,2,2.8723403672494205,11,11,0,0,0,62.2,247,40,22,20,7,17,2,2,0,96,"Gunnar Hoglund","31318",680684
"Jack Aldrich","TULN",22,5,3,3.701613017101073,14,14,0,0,0,82.2,362,82,42,34,6,23,12,1,0,96,"Jack Aldrich","sa3017145",700943
"Reid Johnston","NCSU",22,9,3,4.468965634812076,16,12,1,0,1,96.2,403,84,51,48,14,23,11,3,0,96,"Reid Johnston","sa3018183",694773
"Austin Krob","TCU",21,8,1,3.8117647058823527,16,16,0,0,0,85,368,80,39,36,1,37,9,7,0,96,"Austin Krob","sa3020594",689474
"Lukas Jaksich","BALL",23,8,3,3.452054794520548,19,12,3,0,1,73,326,67,38,28,1,35,7,4,0,96,"Lukas Jaksich","sa3034545",
"Mason Black","LEH",21,7,3,3.1105989689770195,13,13,4,2,0,72.1,315,64,36,25,2,31,9,5,0,95,"Mason Black","30171",696131
"Will Warren","SELA",22,7,2,2.5714285714285716,14,14,2,1,0,91,361,71,33,26,1,25,2,5,0,95,"Will Warren","30182",701542
"Tyler Mattison","BRY",21,10,3,2.464730212429879,13,13,1,0,0,80.1,312,57,32,22,5,14,2,7,1,95,"Tyler Mattison","sa3018117",694331
"Frank Elissalt","LAS",19,6,4,3.4192138598841417,13,13,2,1,0,76.1,336,57,39,29,2,39,16,13,0,95,"Frank Elissalt","sa3025634",692284
"Bryce Hubbart","FSU",20,6,5,3.8028169014084505,16,14,0,0,0,71,306,54,36,30,9,29,12,3,1,94,"Bryce Hubbart","sa3020323",687114
"Hunter Barco","FLA",20,10,3,4.0120481927710845,16,16,1,0,0,83,368,77,43,37,9,26,15,11,0,94,"Hunter Barco","sa3022409",682995
"Hayden Thomas","AMCC",,4,3,3.3061225519335236,15,14,0,0,0,81.2,363,73,41,30,4,39,10,11,0,94,"Hayden Thomas","sa3043692",
"Sam Bachman","M-OH",21,4,4,1.8100558273474021,12,12,1,0,0,59.2,227,29,15,12,1,17,6,7,0,93,"Sam Bachman","29754",696147
"Jack Jasiak","USF",20,6,7,2.928813483576022,16,16,1,0,0,98.1,400,76,39,32,7,23,9,1,0,93,"Jack Jasiak","sa3020738",687916
"Jake Pilarski","CIT",,2,4,6,21,13,0,0,1,87,407,107,67,58,13,40,2,6,0,93,"Jake Pilarski","sa3039920",
"Jake Schrand","WRST",21,5,4,4.609755926001724,14,14,1,1,0,68.1,309,79,38,35,6,20,8,3,0,92,"Jake Schrand","sa3016938",680801
"Robby Ahlstrom","ORE",22,9,3,2.5,14,14,0,0,0,90,362,77,28,25,4,16,5,8,0,92,"Robby Ahlstrom","sa3018193",695239
"Isaac Coffey","ORU",21,9,2,2.8146717317596868,14,14,4,2,0,86.1,352,73,32,27,5,13,13,3,0,92,"Isaac Coffey","sa3020222",806190
"Nick DeGennaro","STBK",,8,3,3.142241275976731,14,12,2,1,0,77.1,320,66,30,27,6,27,2,5,0,92,"Nick DeGennaro","sa3030026",
"Darren Williams","EKU",,3,8,4.103999874755863,15,13,0,0,0,83.1,367,77,41,38,6,30,13,10,0,92,"Darren Williams","sa3045275",
"Spencer Arrighetti","UL",21,7,6,3.1195220071715704,16,13,0,0,2,83.2,356,69,33,29,3,29,11,10,0,91,"Spencer Arrighetti","29921",681293
"Braden Olthoff","TULN",22,6,3,3.7754238508652462,13,13,1,0,0,78.2,331,81,37,33,6,11,3,8,1,91,"Braden Olthoff","sa3017654",687467
"Garrett Burhenn","OSU",21,7,2,3.809128510118904,13,13,1,0,0,80.1,342,73,36,34,7,27,11,3,0,91,"Garrett Burhenn","sa3018173",696148
"Peyton Alford","VT",,2,6,5.029411764705882,15,14,0,0,0,68,314,64,48,38,8,39,8,11,0,91,"Peyton Alford","sa3025894",
"Austin Cline","WRST",,8,2,3.2350229277361002,15,10,0,0,0,72.1,312,62,30,26,6,18,8,7,0,91,"Austin Cline","sa3029049",
"Michael Frias","UCI",,9,2,3.3618678040817738,17,14,2,2,0,85.2,355,65,34,32,3,24,9,10,0,91,"Michael Frias","sa3031721",
"Blade Tidwell","TENN",20,10,3,3.739864961259815,18,18,0,0,0,98.2,405,84,49,41,12,34,4,5,0,90,"Blade Tidwell","31701",694918
"Thomas Farr","SC",22,3,7,3.872510077868156,15,15,0,0,0,83.2,375,81,40,36,8,38,6,8,0,90,"Thomas Farr","sa3017720",686671
"Connor Cooke","UL",21,7,3,2.033472868260112,18,12,1,1,1,79.2,327,44,25,18,4,37,8,9,0,90,"Connor Cooke","sa3017822",701566
"Collin Sullivan","USF",23,3,4,4.066945736520224,17,16,1,1,0,79.2,347,90,47,36,8,16,2,4,0,90,"Collin Sullivan","sa3043306",
"Hunter Wolfe","DAY",,4,6,4.580357298863182,14,13,2,0,0,74.2,324,69,43,38,9,29,7,7,0,90,"Hunter Wolfe","sa3045516",
"Jimmy Joyce","HOF",22,3,4,3.6986301369863015,11,11,1,0,0,73,311,67,31,30,3,21,10,5,0,89,"Jimmy Joyce","sa3016914",702460
"Sean Mullen","UCLA",21,9,1,3.3896103896103895,23,13,0,0,2,77,332,65,33,29,7,38,7,1,0,89,"Sean Mullen","sa3017843",680863
"Nikelle Galatas","JKST",22,9,2,3.1153847068019194,15,12,4,1,1,86.2,365,65,38,30,6,34,9,0,0,89,"Nikelle Galatas","sa3031838",
"Jake Kates","WKU",,3,4,5.447368421052632,15,13,1,1,0,76,346,82,53,46,6,24,13,8,0,89,"Jake Kates","sa3035110",
"Orlando Ortiz","TROY",,6,5,4.438356164383562,15,13,0,0,0,73,329,77,41,36,9,29,12,17,0,89,"Orlando Ortiz","sa3039224",
"Garrett Schoenle","CIN",,6,3,4.181415788045705,15,15,1,0,0,75.1,331,78,41,35,9,24,8,3,0,89,"Garrett Schoenle","sa3041751",
"Cade Povich","NEB",21,6,1,3.111111111111111,15,15,0,0,0,81,331,74,29,28,9,22,3,4,0,88,"Cade Povich","30055",700249
"Adam Mazur","SDST",20,2,7,5.426470588235294,12,12,0,0,0,68,311,72,49,41,6,31,4,9,2,88,"Adam Mazur","31900",800049
"Kyle Virbitsky","PSU",22,5,4,4.171673956340543,13,13,0,0,0,77.2,340,77,42,36,7,20,13,4,0,88,"Kyle Virbitsky","sa3017491",680223
"Hunter Gregory","ODU",22,8,2,2.9495797373802204,16,15,3,1,0,79.1,323,65,31,26,6,19,2,3,0,88,"Hunter Gregory","sa3017754",695347
"Trevor Delaite","LIB",,12,1,2.1733746643391108,16,16,5,3,0,107.2,426,84,28,26,7,20,12,3,0,88,"Trevor Delaite","sa3030051",
"Jon Snyder","YSU",,6,2,2.762790795713586,15,14,0,0,0,71.2,315,51,27,22,5,51,6,17,0,88,"Jon Snyder","sa3042697",
"Peter Van Loon","UCI",22,5,3,4.418181664963404,15,14,0,0,0,73.1,325,77,43,36,5,20,14,2,0,87,"Peter Van Loon","sa3017543",687967
"Rhett Kouba","DBU",21,6,2,2.772321522996137,16,10,1,1,0,74.2,308,60,28,23,6,23,2,3,0,87,"Rhett Kouba","sa3017544",688763
"Kyle Murphy","NE",,6,1,3.857142707001717,13,12,0,0,0,65.1,266,48,28,28,8,15,10,5,0,87,"Kyle Murphy","sa3038587",
"Gordon Graceffo","VILL",21,7,2,1.5365853658536586,11,11,2,1,0,82,325,66,24,14,0,13,5,5,0,86,"Gordon Graceffo","29519",700669
"Jimmy Kingsbury","VILL",22,5,4,4.87113421218456,16,9,1,0,4,64.2,277,55,37,35,3,28,6,3,0,86,"Jimmy Kingsbury","sa3016838",700675
"Colton Johnson","ILST",22,3,5,3.323077020588714,14,14,1,0,0,86.2,368,88,39,32,8,24,8,1,0,86,"Colton Johnson","sa3017750",687439
"Zac Leigh","TXST",23,4,8,5.030418396878504,15,15,1,1,0,87.2,382,92,52,49,13,30,10,5,0,86,"Zac Leigh","sa3017873",684949
"Cory Lewis","UCSB",20,7,4,3.375,15,10,1,1,0,80,328,55,33,30,8,31,9,3,0,86,"Cory Lewis","sa3020702",675375
"Dylan Bowers","UNCO",,2,5,5.951612903225806,12,12,1,0,0,62,295,67,49,41,3,40,7,6,0,86,"Dylan Bowers","sa3027476",
"Cole Larsen","KU",,5,5,3.8706292673756724,15,14,2,1,1,95.1,413,97,47,41,5,36,7,4,0,86,"Cole Larsen","sa3035991",
"Ryan Lauk","WAG",23,2,6,4.398190197083838,12,12,1,0,0,73.2,313,63,44,36,5,26,8,3,0,86,"Ryan Lauk","sa3036043",
"Jack Mahoney","MILW",22,5,6,6.440367197872029,14,12,0,0,0,72.2,347,91,61,52,7,37,11,10,0,86,"Jack Mahoney","sa3036874",
"Deylen Miley","BELL",23,3,5,6.541237370647838,12,11,0,0,0,64.2,300,68,51,47,7,33,8,5,0,86,"Deylen Miley","sa3038020",
"Walker Powell","USM",25,10,2,2.30855025134885,15,14,5,1,0,89.2,363,76,28,23,6,18,4,0,0,86,"Walker Powell","sa3040154",
"Layne Schnitz-Paxton","TOL",,7,2,4.862559065884447,16,10,2,0,1,70.1,337,82,46,38,4,40,10,17,0,86,"Layne Schnitz-Paxton","sa3041747",
"Kevin Stevens","RGV",,6,4,3.426923177482111,14,14,2,0,0,86.2,375,77,38,33,7,20,3,8,0,86,"Kevin Stevens","sa3043077",
"Cam Schlittler","NE",20,8,1,1.8782609318695378,13,13,0,0,0,76.2,311,58,18,16,5,20,10,4,0,85,"Cam Schlittler","32095",693645
"Patrick Wicklander","ARK",21,7,1,2.0858369781702715,18,13,0,0,0,77.2,319,65,22,18,6,24,4,4,0,85,"Patrick Wicklander","sa3017304",677353
"Bradley Brehmer","WRST",21,8,4,4.108695788464614,14,14,2,0,0,76.2,319,65,42,35,9,25,2,2,0,85,"Bradley Brehmer","sa3020828",682017
"Jonathan Fincher","LT",22,8,3,3.0498338097395834,17,16,3,2,0,100.1,402,80,36,34,6,23,8,3,0,85,"Jonathan Fincher","sa3031332",
"Ty Good","COFC",19,7,5,3.7081546278582604,17,10,0,0,1,77.2,340,69,38,32,4,27,16,5,0,85,"Ty Good","sa3032451",
"Cameron Reeves","CIT",,3,10,5.597560975609756,21,13,0,0,0,82,380,78,58,51,9,43,9,10,3,85,"Cameron Reeves","sa3040553",
"Mason Montgomery","TTU",21,5,3,3.816753850472458,14,13,0,0,0,63.2,260,48,29,27,8,27,2,1,0,84,"Mason Montgomery","29770",682254
"Brett Kerry","SC",22,5,1,2.153374283524362,17,3,1,1,4,54.1,222,48,14,13,6,10,0,2,0,84,"Brett Kerry","sa3017390",695049
"Cullen Kafka","ORE",22,5,3,3,15,15,0,0,0,78,345,73,38,26,5,35,12,11,0,84,"Cullen Kafka","sa3017818",694394
"Tyler Cleveland","CARK",21,6,3,2.430000092697147,23,1,1,1,9,66.2,270,48,23,18,2,15,9,1,0,84,"Tyler Cleveland","sa3020840",804663
"Hayden Arnold","LR",,7,4,3.070588235294118,15,14,0,0,0,85,344,71,32,29,7,18,8,0,0,84,"Hayden Arnold","sa3026224",
"Dylan Burns","USF",,5,5,4.324675324675325,18,10,0,0,0,77,339,72,40,37,6,34,9,5,0,84,"Dylan Burns","sa3028087",
"Sam Highfill","NCSU",20,9,2,3.6642856144418547,17,16,0,0,0,93.1,382,77,44,38,11,26,8,4,2,84,"Sam Highfill","sa3033799",
"Danny Hosley","NORF",,7,2,4.008733490898649,12,11,6,0,0,76.1,331,63,39,34,7,19,14,6,0,84,"Danny Hosley","sa3034130",
"Edward Kutt IV","OHIO",22,8,4,2.918918918918919,22,5,3,0,5,74,300,55,32,24,5,13,7,13,0,84,"Edward Kutt IV","sa3035801",
"Breon Pooler","ALST",,5,3,3.3575128206435756,12,12,1,1,0,64.1,270,41,34,24,3,32,9,4,0,84,"Breon Pooler","sa3040070",
"Conner Thurman","USD",21,6,3,3.896907369747648,16,10,0,0,1,64.2,286,60,35,28,2,28,8,6,0,84,"Conner Thurman","sa3043811",
"Brant Hurter","GT",22,5,4,3.902343633701097,15,15,0,0,0,85.1,378,85,44,37,10,19,17,11,0,83,"Brant Hurter","30133",676428
"Troy Melton","SDSU",20,4,5,6.136363423560284,15,15,1,1,0,73.1,340,87,59,50,12,30,7,7,0,83,"Troy Melton","31807",675512
"Zane Mills","WSU",20,5,5,4.14522808454116,13,13,1,0,0,80.1,361,86,50,37,4,22,9,3,1,83,"Zane Mills","sa3017535",677312
"Christian Edwards","JVST",22,5,2,2.4782608695652173,12,11,0,0,1,69,271,42,21,19,5,27,3,8,0,83,"Christian Edwards","sa3017691",701180
"Mitch Myers","PITT",22,5,5,3.209016293103068,13,13,1,0,0,81.1,346,78,33,29,6,23,6,4,0,83,"Mitch Myers","sa3018179",688490
"Kody Bullard","UTA",,7,4,3.022387973660484,15,15,1,0,0,89.1,374,70,36,30,6,34,7,2,0,83,"Kody Bullard","sa3027999",
"Winston Cannon","UTM",23,6,6,3.7777777777777777,16,14,0,0,0,81,356,82,46,34,13,24,5,10,0,83,"Winston Cannon","sa3028368",
"Aaron Funk","LR",22,2,6,4.54090893343461,15,15,0,0,0,73.1,318,69,45,37,6,31,2,5,0,83,"Aaron Funk","sa3031780",
"Garrett Gainous","TROY",19,9,5,4.662650602409639,15,15,0,0,0,83,363,77,49,43,10,36,9,4,0,83,"Garrett Gainous","sa3031828",
"Hunter Loyd","ETSU",21,5,5,4.105990639049666,14,13,0,0,0,72.1,321,57,42,33,4,32,13,14,1,83,"Hunter Loyd","sa3036617",
"Grey Lyttle","HPU",23,4,7,4.578261021431998,15,14,0,0,1,76.2,335,81,51,39,5,29,8,12,0,83,"Grey Lyttle","sa3036763",
"Ryan Webb","UGA",22,3,4,3.3184356834702373,11,11,0,0,0,59.2,241,43,26,22,10,17,3,4,0,82,"Ryan Webb","sa3018280",669067
"Derek Diamond","MISS",20,3,5,5.256636990686029,20,14,0,0,1,75.1,348,80,54,44,15,32,7,5,0,82,"Derek Diamond","sa3020470",682981
"Ben Ethridge","USM",19,6,2,3.2544643965606825,16,14,2,2,0,74.2,302,65,27,27,10,13,6,0,0,82,"Ben Ethridge","sa3020820",805998
"Austin Peterson","CONN",21,7,1,2.576763403903964,15,14,1,1,0,80.1,328,59,26,23,5,21,12,0,0,82,"Austin Peterson","sa3020868",804926
"JoJo Booker","USA",22,8,0,3.642857142857143,16,16,1,0,0,84,355,68,38,34,5,40,8,11,0,82,"JoJo Booker","sa3027380",
"Grant Hartwig","M-OH",23,5,5,3.436363517193759,14,11,1,0,0,73.1,318,65,41,28,4,11,15,5,0,82,"Grant Hartwig","sa3033357",
"Justin Meis","EMU",21,4,6,4.642534096921829,14,13,1,0,0,73.2,324,73,40,38,8,33,6,6,0,81,"Justin Meis","sa3017207",701568
"Shane Connolly","VT",22,2,3,4.142857142857143,21,6,0,0,6,63,262,57,31,29,9,14,6,6,0,81,"Shane Connolly","sa3017320",702048
"Andrew Alvarez","CP",22,7,3,4.075471580779696,16,14,1,0,0,88.1,384,92,44,40,3,31,10,8,0,81,"Andrew Alvarez","sa3017531",674841
"Josh White","CAL",20,5,3,2.7880435360627285,16,5,0,0,3,61.1,262,49,27,19,6,25,5,14,0,81,"Josh White","sa3019953",687985
"Colin Fields","VAL",,2,7,6.711864406779661,13,13,1,1,0,59,288,62,49,44,5,43,5,5,1,81,"Colin Fields","sa3031302",
"Gabe Bierman","IU",21,5,4,2.675675675675676,12,12,1,0,0,74,305,47,26,22,4,30,8,4,0,80,"Gabe Bierman","sa3016939",685321
"Mason Erla","MSU",23,5,6,3.5020921620035264,13,13,1,0,0,79.2,343,76,40,31,3,30,7,2,0,80,"Mason Erla","sa3017685",680451
"Ryne Moore","ODU",22,9,1,3.164062405703592,17,14,1,1,0,85.1,363,76,35,30,4,22,18,6,0,80,"Ryne Moore","sa3017725",702295
"Jonathan Brand","M-OH",21,3,4,4.896372863438548,14,13,2,0,0,64.1,293,58,37,35,7,38,7,4,0,80,"Jonathan Brand","sa3020567",701213
"Pete Hansen","TEX",20,9,1,1.879120879120879,19,14,0,0,0,91,358,66,22,19,3,23,2,2,0,80,"Pete Hansen","sa3020798",677337
"Jonah Smith","CREI",23,6,5,4.367647058823529,12,12,2,1,0,68,293,72,37,33,4,21,0,5,1,80,"Jonah Smith","sa3042576",
