Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Max McKinley","UNF",,4,6,7.421052631578948,12,11,0,0,0,57,274,95,55,47,9,8,4,6,0,45,"Max McKinley","sa3037675",
"Anthony Mozzicato","CCSU",,5,2,5.091428682412909,13,13,0,0,0,58.1,265,68,38,33,4,18,5,2,0,45,"Anthony Mozzicato","sa3038500",
"Ian Murphy","SJU",20,2,3,3.15,10,9,0,0,0,40,178,28,21,14,4,28,2,0,0,45,"Ian Murphy","sa3038579",
"Adam Scoggins","ORU",,3,1,2.88,22,0,0,0,7,25,100,10,8,8,1,13,6,2,0,45,"Adam Scoggins","sa3041848",
"Carter Sheppard","HPU",,1,5,5.625,16,1,0,0,2,48,219,56,39,30,2,26,4,12,0,45,"Carter Sheppard","sa3042151",
"Alex Stevenson","EIU",,3,4,5.062500172427728,13,0,0,0,4,37.1,157,36,26,21,9,17,1,1,1,45,"Alex Stevenson","sa3043068",
"Brandon Talley","UL",,1,1,1.588235294117647,27,0,0,0,8,34,136,21,7,6,1,13,1,2,0,45,"Brandon Talley","sa3043484",
"Zach Tsakounis","W&M",,3,2,3.629032258064516,11,10,0,0,0,62,262,57,26,25,9,18,6,4,0,45,"Zach Tsakounis","sa3044102",
"Nick Wohlbold","UTM",,3,4,5.894366355529741,19,7,0,0,1,47.1,206,50,40,31,5,21,3,3,0,45,"Nick Wohlbold","sa3045500",
"Brett Standlee","OKST",22,4,1,3.09375,24,2,0,0,5,32,130,23,12,11,2,9,4,0,0,44,"Brett Standlee","sa3017388",685402
"Keagan Gillies","TULN",23,1,1,0.9642857142857143,19,0,0,0,5,28,119,13,5,3,1,17,3,1,0,44,"Keagan Gillies","sa3017686",687482
"Hunter Hayes","PAC",20,0,5,7.303278460165603,13,10,0,0,0,40.2,197,48,41,33,5,33,6,7,0,44,"Hunter Hayes","sa3020450",702119
"Caleb Bolden","ARK",22,2,0,4.5,17,10,0,0,1,44,193,38,26,22,5,24,8,2,0,44,"Caleb Bolden","sa3020463",676700
"Spencer Miles","MIZ",20,2,6,7.011049871519518,16,10,0,0,1,60.1,284,76,52,47,6,22,3,2,1,44,"Spencer Miles","sa3020475",693686
"Trevor Martin","OKST",20,3,0,4.595744587599073,22,2,0,0,1,31.1,148,32,17,16,4,21,3,5,0,44,"Trevor Martin","sa3020608",694680
"Noah Dean","ODU",20,0,1,4.640624861698602,19,0,0,0,9,21.1,96,16,11,11,2,14,3,5,0,44,"Noah Dean","sa3020740",688629
"Chase Isbell","SAM",20,4,2,2.3225806451612905,26,0,0,0,7,31,127,19,9,8,1,13,2,6,0,44,"Chase Isbell","sa3023209",800691
"Isaac Ayon","ORE",19,2,1,5.2105263157894735,22,2,0,0,0,38,172,40,24,22,5,15,4,3,0,44,"Isaac Ayon","sa3026340",694847
"Max Balderrama Jr.","RGV",,3,2,4.180645058400676,14,7,1,0,0,51.2,227,52,29,24,1,25,4,5,0,44,"Max Balderrama Jr.","sa3026465",
"Derrick Cherry","HOU",20,2,3,2.8536585365853657,26,0,0,0,5,41,184,36,24,13,2,21,8,5,0,44,"Derrick Cherry","sa3028821",
"Javin Drake","INST",,2,4,5.843283415743603,13,9,0,0,0,44.2,207,53,33,29,9,19,2,0,0,44,"Javin Drake","sa3030554",
"Stevan Fairburn Jr.","AFA",,5,5,6.750000139941343,15,15,0,0,0,61.1,290,79,54,46,14,23,10,5,0,44,"Stevan Fairburn Jr.","sa3031127",
"Brant Glidewell","SIUE",,6,1,4.447058723740102,14,9,0,0,0,56.2,237,55,30,28,6,12,7,3,0,44,"Brant Glidewell","sa3032313",
"Kenneth Haus","CONN",23,3,3,4.706422183060329,22,1,0,0,1,36.1,160,31,22,19,10,15,6,2,2,44,"Kenneth Haus","sa3033405",
"Bruce Hudson","RAD",,5,2,4.12213728454423,19,0,0,0,0,43.2,194,44,23,20,6,18,1,5,0,44,"Bruce Hudson","sa3034223",
"Jake Jackson","NEV",22,5,4,5.448430306868949,15,13,2,0,0,74.1,349,112,54,45,6,15,10,4,0,44,"Jake Jackson","sa3034494",
"Brooks Knapek","SIE",,2,2,3.5327101544278525,7,5,1,1,0,35.2,154,30,15,14,2,14,0,7,0,44,"Brooks Knapek","sa3035527",
"Jacob Marcus","RICH",21,2,4,4.706422183060329,12,8,0,0,1,36.1,176,26,24,19,3,30,17,6,0,44,"Jacob Marcus","sa3037033",
"Will Mercer","ND",,4,2,4.526946004377673,17,10,0,0,2,55.2,251,60,29,28,6,17,3,0,1,44,"Will Mercer","sa3037890",
"Ryan Mintz","VAL",,1,5,6.75,13,6,0,0,0,64,286,76,53,48,6,20,8,7,1,44,"Ryan Mintz","sa3038138",
"Tyler Myers","MISS",,4,2,5.571428571428571,21,3,0,0,0,42,182,45,26,26,6,5,3,1,0,44,"Tyler Myers","sa3038648",
"Jacob Peaden","DAV",20,3,5,7.043478406895314,18,3,0,0,1,30.2,150,29,32,24,3,21,5,3,0,44,"Jacob Peaden","sa3039597",
"Kaden Riccomini","UCD",21,2,5,4.7368421052631575,14,5,0,0,2,57,253,80,34,30,4,10,2,2,0,44,"Kaden Riccomini","sa3040679",
"Brady Rodriguez","SAC",,8,2,3.8823529411764706,21,4,0,0,0,51,213,45,24,22,6,14,4,3,0,44,"Brady Rodriguez","sa3040968",
"Tristen Roehrich","NDSU",,2,1,5.1081082397695035,15,6,0,0,1,49.1,229,56,35,28,5,23,4,10,0,44,"Tristen Roehrich","sa3041023",
"Garrett Rukes","FIU",,3,6,4.527950203274787,13,9,1,0,0,53.2,230,46,34,27,8,24,6,2,0,44,"Garrett Rukes","sa3041293",
"Luke Seed","LOU",,0,1,2.6433565728419226,12,12,0,0,0,47.2,218,41,18,14,2,29,9,3,0,44,"Luke Seed","sa3041914",
"Zach Segal","CIN",,5,4,5.142857142857143,18,9,1,0,2,70,311,74,41,40,6,28,7,6,0,44,"Zach Segal","sa3041924",
"Connor Shamblin","ALA",,4,2,4.695652173913044,15,6,0,0,1,46,200,44,26,24,5,16,5,5,0,44,"Connor Shamblin","sa3042053",
"Jason Shuger","AFA",,2,5,7.159090909090909,14,7,0,0,0,44,222,53,39,35,2,35,10,11,0,44,"Jason Shuger","sa3042229",
"Christian Vega","MCN",,1,5,6.07500014483929,18,10,0,0,1,53.1,252,56,40,36,6,29,8,13,0,44,"Christian Vega","sa3044414",
"Josh Vitus","WOF",,3,5,7.120878971626387,13,11,0,0,1,60.2,280,80,53,48,7,12,9,3,0,44,"Josh Vitus","sa3044536",
"Grant Vurpillat","NJIT",,1,6,6.3310346493171075,13,11,0,0,0,48.1,232,56,41,34,8,27,5,2,0,44,"Grant Vurpillat","sa3044595",
"Luke Boyd","BAY",23,1,2,1.2705882067828862,24,0,0,0,8,28.1,114,15,4,4,1,11,3,2,0,43,"Luke Boyd","sa3016904",674001
"Hayes Heinecke","WOF",22,2,4,4.395348837209302,8,8,1,0,0,43,186,41,25,21,4,11,3,2,0,43,"Hayes Heinecke","sa3017819",695349
"Aaron Holiday","ODU",21,4,2,3.2142857142857144,20,1,0,0,1,28,136,15,14,10,1,32,4,7,0,43,"Aaron Holiday","sa3017937",701569
"Trace Bright","AUB",20,4,4,6.979591836734694,19,11,0,0,0,49,215,53,42,38,10,18,4,0,0,43,"Trace Bright","sa3020558",687238
"Ryan Ramsey","MD",20,5,1,1.672566315218282,16,1,0,0,2,37.2,147,23,11,7,5,12,3,0,0,43,"Ryan Ramsey","sa3020605",687547
"Mason Barnett","AUB",20,2,4,5.4,16,6,0,0,1,40,183,39,28,24,3,21,8,4,0,43,"Mason Barnett","sa3020622",686930
"Jimmy Loper","DUKE",21,3,1,3,25,0,0,0,5,45,193,46,18,15,3,12,3,2,0,43,"Jimmy Loper","sa3020838",803182
"Ty Bothwell","IU",21,2,1,2.727272727272727,11,4,0,0,1,33,138,21,14,10,3,15,2,2,0,43,"Ty Bothwell","sa3027433",
"Shane Burns","MUR",,1,3,6.75,14,14,0,0,0,60,291,75,45,45,6,42,14,1,0,43,"Shane Burns","sa3028093",
"Javen Coleman","LSU",19,3,2,5.785714060502576,14,2,0,0,0,32.2,148,32,21,21,5,18,4,7,0,43,"Javen Coleman","sa3029151",694495
"Matt Draper","UML",,0,4,6.294478674917365,16,8,0,0,2,54.1,257,65,45,38,5,23,14,6,0,43,"Matt Draper","sa3030558",
"Noah Farmer","SIU",,6,4,2.984924508677554,20,8,1,1,1,66.1,284,68,29,22,3,26,5,3,0,43,"Noah Farmer","sa3031159",
"Cody Greenhill","AUB",,3,0,3.2837838684232525,13,8,0,0,1,49.1,200,40,22,18,7,14,2,5,0,43,"Cody Greenhill","sa3032650",
"Ryan Hardman","UTU",,3,6,8.68421052631579,15,10,0,0,1,57,275,73,58,55,11,27,8,5,0,43,"Ryan Hardman","sa3033211",
"Chace Harris","OHIO",,3,3,3.2481203939142556,13,6,0,0,1,44.1,194,39,18,16,3,16,12,3,0,43,"Chace Harris","sa3033261",
"Andrew Hill","OAK",,2,5,6.700729740428793,14,9,0,0,1,45.2,231,52,46,34,4,39,6,7,0,43,"Andrew Hill","sa3033805",
"Tony Horn Jr.","UAPB",,3,5,6.576923076923077,17,7,1,0,2,52,245,59,47,38,7,26,9,5,0,43,"Tony Horn Jr.","sa3034101",
"Sean Hupp","UPST",,4,2,3.857142857142857,16,1,0,0,4,42,179,33,20,18,6,14,5,6,0,43,"Sean Hupp","sa3034336",
"Alex Jemal","SEA",,3,7,4.183098591549296,16,12,1,0,0,71,318,97,44,33,8,13,2,4,0,43,"Alex Jemal","sa3034630",
"Chase Jeter","SHU",21,5,3,5.043955938235357,12,12,0,0,0,60.2,275,70,41,34,3,22,6,5,1,43,"Chase Jeter","sa3034680",
"Ben Johnson","GASO",19,2,3,3.4559998945312533,21,5,0,0,1,41.2,174,40,20,16,7,14,2,1,0,43,"Ben Johnson","sa3034710",814118
"Jack Liffrig","MINN",21,2,4,4.359375,11,11,0,0,0,64,281,68,38,31,8,20,5,4,0,43,"Jack Liffrig","sa3036333",
"Brandon Llewellyn","PEPP",19,5,1,3.3749999152986647,14,4,0,0,0,50.2,216,44,23,19,3,23,5,5,0,43,"Brandon Llewellyn","sa3036419",
"Alex McKenney","ME",22,4,6,3.6745562959604725,11,9,3,0,0,56.1,243,43,31,23,1,23,11,7,0,43,"Alex McKenney","sa3037655",
"Patrick Melampy","ARMY",,2,3,3.286956630771691,9,9,0,0,0,38.1,165,32,20,14,0,14,8,2,0,43,"Patrick Melampy","sa3037808",
"Trey Pooser","COFC",19,4,2,4.670270173969368,14,10,0,0,1,61.2,279,76,38,32,7,11,7,3,1,43,"Trey Pooser","sa3040077",823129
"Matt Russell","MOST",22,2,1,4.529032146600732,13,7,1,1,0,51.2,232,57,32,26,2,22,2,2,0,43,"Matt Russell","sa3041336",
"Gage Schenk","BGSU",,5,2,5.1923076923076925,10,10,0,0,0,52,234,53,32,30,4,24,9,1,3,43,"Gage Schenk","sa3041689",
"John Signore","FAIR",,5,2,4.5,12,8,1,1,2,48,207,48,25,24,6,11,4,1,0,43,"John Signore","sa3042277",
"Brandon Smith","MSST",,4,4,4.118644200943905,21,2,0,0,1,39.1,170,36,23,18,5,12,1,5,0,43,"Brandon Smith","sa3042496",
"Jack Steele","MASS",,3,7,6.622641509433962,10,10,1,0,0,53,260,67,51,39,2,24,12,13,0,43,"Jack Steele","sa3043001",
"Brent Teller","RUTG",24,4,4,4.5562501086294676,11,10,0,0,0,53.1,240,51,30,27,6,23,9,7,0,43,"Brent Teller","sa3043617",
"Aidan Tyrell","ND",,5,1,2.7,17,8,0,0,2,60,245,50,19,18,6,19,5,3,0,43,"Aidan Tyrell","sa3044206",
"Justin Walton","NORF",,1,3,7.308270886307075,12,10,0,0,0,44.1,229,60,41,36,2,24,20,9,0,43,"Justin Walton","sa3044760",
"Jack Washburn","ORST",20,4,2,3.115384501112993,21,5,0,0,0,34.2,148,22,13,12,1,21,6,2,1,43,"Jack Washburn","sa3044819",
"Jack Zimmerman","KENT",22,4,3,4.114285714285714,20,1,0,0,4,35,156,28,16,16,3,20,7,5,0,43,"Jack Zimmerman","sa3045866",
"Bryan Woo","CP",21,2,2,6.107142857142857,10,2,0,0,1,28,127,33,21,19,3,8,0,5,0,42,"Bryan Woo","30279",693433
"Brandyn Garcia","QUIN",21,1,5,4.320000164794928,7,6,2,0,0,33.1,152,32,20,16,3,16,8,2,0,42,"Brandyn Garcia","33568",805299
"Ian Leatherman","CMU",22,3,2,4.5398228555924796,20,0,0,0,5,37.2,173,46,19,19,7,11,3,3,0,42,"Ian Leatherman","sa3017142",695365
"Caden Monke","ARK",21,5,1,3.7058823529411766,27,0,0,0,0,34,141,19,14,14,2,21,1,5,1,42,"Caden Monke","sa3017305",681387
"Daniel Lloyd","SC",20,0,1,3.073170731707317,23,0,0,0,2,41,170,29,16,14,0,16,4,0,2,42,"Daniel Lloyd","sa3017538",681463
"Cole Quintanilla","TEX",22,5,1,1.35,26,0,0,0,0,40,148,22,6,6,2,11,1,3,0,42,"Cole Quintanilla","sa3017595",693824
"Jack Sinclair","UCF",22,5,5,4.7727272727272725,17,13,0,0,1,66,307,72,42,35,8,26,19,3,0,42,"Jack Sinclair","sa3017596",695378
"Devereaux Harrison","LBSU",20,3,1,1.5728155922312168,21,0,0,0,10,34.1,140,22,8,6,1,12,1,1,0,42,"Devereaux Harrison","sa3020259",687288
"Johnathan Harmon","NWST",20,4,4,5.3724487704666775,13,13,0,0,0,65.1,295,74,44,39,6,27,10,8,0,42,"Johnathan Harmon","sa3020452",801333
"Michael Knorr","CSUF",21,0,3,6.992805947305308,11,6,0,0,1,46.1,207,58,38,36,6,11,4,3,1,42,"Michael Knorr","sa3020872",681077
"Jack Wenninger","MUR",19,4,5,5.259740390028035,16,11,1,1,0,51.1,224,46,35,30,6,27,7,7,0,42,"Jack Wenninger","sa3023282",811307
"Jackson Boyd","USA",,3,1,2.793103356423761,16,1,0,0,1,38.2,147,24,13,12,2,15,0,6,1,42,"Jackson Boyd","sa3027507",
"Jake Bunz","NEB",21,3,1,2.204081546858124,20,3,0,0,1,32.2,135,19,8,8,2,20,1,3,0,42,"Jake Bunz","sa3028015",
"Cameron Bush","TXST",,2,3,5.4375,19,6,0,0,1,48,213,49,34,29,6,16,5,4,0,42,"Cameron Bush","sa3028134",
"Noah Conlon","UCSD",,3,5,6.113207547169812,13,8,1,0,1,53,248,58,38,36,3,27,12,11,0,42,"Noah Conlon","sa3029249",
"Jase Dalton","USA",,5,3,1.672566315218282,21,0,0,0,4,37.2,160,31,13,7,3,17,1,4,1,42,"Jase Dalton","sa3029796",
"Kevin Davis","UPST",22,1,1,1.5697674766755099,22,0,0,0,11,28.2,119,15,5,5,1,20,0,2,0,42,"Kevin Davis","sa3029917",
"Devin Desandro","NICH",,3,4,4.228915759831526,17,9,0,0,0,55.1,236,48,33,26,2,20,7,2,0,42,"Devin Desandro","sa3030188",
"Henry Funaro","UML",,3,2,3.494117568652937,16,0,0,0,4,28.1,122,29,13,11,1,10,5,8,0,42,"Henry Funaro","sa3031777",
"Jovan Gill","STET",19,4,4,4.228915759831526,16,6,1,1,1,55.1,228,50,26,26,5,16,4,6,0,42,"Jovan Gill","sa3032223",
"Kevin Gould","BRY",,3,1,2.032258064516129,16,1,0,0,4,31,132,23,8,7,0,12,3,5,0,42,"Kevin Gould","sa3032526",
"Chad Heiner","MRSH",20,1,5,6.662337827368844,12,9,1,0,0,51.1,235,52,39,38,11,27,6,5,1,42,"Chad Heiner","sa3033536",
"Tyler Jones","WIN",,1,6,5.922580499400957,12,12,0,0,0,51.2,252,51,44,34,8,30,13,12,0,42,"Tyler Jones","sa3034921",
"Trever Kilcrease","NICH",,2,9,8.627219129646328,18,14,0,0,0,56.1,283,81,59,54,6,30,3,10,0,42,"Trever Kilcrease","sa3035352",
"Cole Kitchen","SCU",,5,3,3.576159030741484,17,4,0,0,0,50.1,226,40,27,20,6,26,9,8,0,42,"Cole Kitchen","sa3035470",
"Austin Marozas","CLT",,5,3,5.435065069695636,16,8,0,0,2,51.1,236,51,39,31,5,22,11,2,0,42,"Austin Marozas","sa3037080",
"Nolan McCarthy","GTWN",,0,3,3.6302519844679635,8,6,0,0,0,39.2,163,39,17,16,3,9,3,3,0,42,"Nolan McCarthy","sa3037454",
"Matt McClure","LMU",19,4,5,4.95,14,12,0,0,0,60,266,69,37,33,9,19,6,1,0,42,"Matt McClure","sa3037483",
"Luke McGuire","EMU",,5,6,4.921182450963756,14,13,2,1,0,67.2,300,75,42,37,9,14,12,1,0,42,"Luke McGuire","sa3037621",
"Billy McKay","UCF",,2,3,3.5409834958378683,29,0,0,0,1,40.2,199,32,26,16,3,30,17,3,0,42,"Billy McKay","sa3037645",
"Jake McMahill","EVAN",23,5,4,4.21875,14,12,0,0,0,64,291,72,32,30,9,33,7,3,1,42,"Jake McMahill","sa3037702",
"Will Nash","ARST",,3,6,4.111675286140065,13,12,1,0,0,65.2,282,63,30,30,8,23,2,6,0,42,"Will Nash","sa3038685",
"Marquez Oates","TROY",,3,2,2.405940503188766,23,0,0,0,8,33.2,138,21,10,9,0,11,4,2,0,42,"Marquez Oates","sa3038986",
"Mason Ornelas","TA&M",,3,2,5.108108108108108,18,1,0,0,0,37,163,39,25,21,3,12,4,3,0,42,"Mason Ornelas","sa3039196",
"Tanner Shears","UIC",,2,5,7.425,13,6,0,0,0,40,183,40,37,33,6,26,6,5,0,42,"Tanner Shears","sa3042106",
"Matthew Sox","UTAH",,5,2,5.017698945654845,20,0,0,0,1,37.2,173,41,26,21,5,17,3,8,0,42,"Matthew Sox","sa3042789",
"Grant Stevens","PAC",,2,0,3.558139534883721,16,5,0,0,0,43,181,50,21,17,2,12,1,1,0,42,"Grant Stevens","sa3043071",
"Joe Taylor","NICH",23,1,3,0.5567010528210926,26,0,0,0,10,32.1,133,23,5,2,1,10,3,2,0,42,"Joe Taylor","sa3043569",
"Alex Theis","WRST",,2,0,6.291262368924867,11,8,0,0,0,34.1,171,40,31,24,3,23,8,2,0,42,"Alex Theis","sa3043656",
"Alec Whaley","MUR",,2,3,4.815286741202938,27,0,0,0,2,52.1,230,64,30,28,4,18,5,3,3,42,"Alec Whaley","sa3045066",
"Bay Witcher","TROY",,5,4,4.173913043478261,15,14,0,0,0,69,314,70,40,32,4,27,10,8,0,42,"Bay Witcher","sa3045484",
"Richard Fitts","AUB",21,1,3,5.8790324389252335,13,8,0,0,1,41.1,176,38,31,27,10,15,0,1,0,41,"Richard Fitts","30160",690916
"Kolby Kubichek","TEX",21,5,3,3.857142952687225,12,12,0,0,0,51.1,240,50,26,22,3,27,11,8,0,41,"Kolby Kubichek","sa3017271",681443
"Rob Hensey","MONM",21,5,0,1.5365853658536586,7,7,0,0,0,41,158,30,8,7,1,6,3,2,0,41,"Rob Hensey","sa3020332",802996
"Connor Staine","MD",20,0,3,6.490384377318735,9,6,0,0,0,34.2,160,42,25,25,7,14,3,4,0,41,"Connor Staine","sa3020739",688422
"Joshua Loeschorn","LIU",21,2,1,3.340206316926556,7,7,0,0,0,32.1,141,27,17,12,2,16,6,1,0,41,"Joshua Loeschorn","sa3020837",700380
"Cade Kuehler","CAM",19,5,2,3.8863636363636362,16,8,0,0,1,44,206,51,23,19,5,22,1,9,0,41,"Cade Kuehler","sa3023306",805780
"Luke Bartnicki","GT",,2,2,6,28,0,0,0,7,42,190,47,32,28,2,22,5,2,1,41,"Luke Bartnicki","sa3026676",
"Logan Berrier","LONG",20,2,2,3.8571429885163644,18,0,0,0,3,37.1,177,28,19,16,0,26,8,5,0,41,"Logan Berrier","sa3027064",
"Jake Bockenstedt","SIUE",21,3,2,7.407079395966677,9,9,0,0,0,37.2,173,40,31,31,11,18,2,4,0,41,"Jake Bockenstedt","sa3027299",
"Carter Bosch","GTWN",,1,2,3.4468084406993045,9,6,0,0,0,31.1,141,17,13,12,0,28,5,5,0,41,"Carter Bosch","sa3027416",
"Ryan Boyer","CAN",,2,1,3.521739203447657,9,5,1,1,1,30.2,132,31,15,12,4,5,4,6,0,41,"Ryan Boyer","sa3027516",
"Tre Brown","SDSU",22,7,1,5.017698945654845,18,2,0,0,4,37.2,163,28,24,21,4,19,7,7,0,41,"Tre Brown","sa3027880",
"Zachery Carrell","UCD",,3,3,4.242857027248464,19,5,0,0,2,46.2,217,51,25,22,2,21,5,2,0,41,"Zachery Carrell","sa3028493",
"Evan Chenier","VCU",,3,0,4.071428571428571,18,0,0,0,6,42,190,45,25,19,7,19,2,6,0,41,"Evan Chenier","sa3028819",
"Richie Dell","KENT",,4,3,5.399999867100873,13,9,0,0,1,51.2,234,55,36,31,7,25,5,5,0,41,"Richie Dell","sa3030094",
"Matt Dillard","SHSU",,2,4,6.33913064505969,10,8,0,0,0,38.1,175,39,31,27,6,17,5,3,0,41,"Matt Dillard","sa3030332",
"Tyler Eckberg","KSU",23,5,5,2.6341463414634148,23,0,0,0,5,41,166,36,19,12,2,9,0,4,0,41,"Tyler Eckberg","sa3030768",
"Alex Flood","PRES",,1,2,5.949152734696751,15,6,0,0,0,39.1,178,41,26,26,6,19,6,1,0,41,"Alex Flood","sa3031456",
"Zach Frey","INST",,1,1,4.751999854980474,14,5,1,0,0,41.2,173,46,24,22,9,7,2,1,0,41,"Zach Frey","sa3031719",
"Jordan Gould","ALST",,4,1,4.706422183060329,13,5,0,0,0,36.1,181,44,23,19,2,22,2,6,0,41,"Jordan Gould","sa3032525",
"Garrett Herrmann","TXST",,4,2,3.3750001149518187,10,9,0,0,0,37.1,157,35,16,14,3,11,4,2,0,41,"Garrett Herrmann","sa3033715",
"Carter Holt","ARST",,4,3,5.176165598492179,13,12,0,0,0,64.1,294,78,45,37,10,15,9,9,0,41,"Carter Holt","sa3034021",
"Logan Jones","OHIO",,3,2,4.984615530883071,9,9,0,0,0,43.1,195,42,26,24,3,19,9,9,1,41,"Logan Jones","sa3034893",
"Trystan Levesque","URI",19,5,2,4.3676471813327336,18,5,0,0,1,45.1,184,49,25,22,4,10,3,2,0,41,"Trystan Levesque","sa3036275",
"David Llorens","SIUE",,2,4,7.75,10,7,0,0,0,36,192,38,35,31,4,40,5,8,0,41,"David Llorens","sa3036422",
"Matthew Marchal","WOF",20,2,2,6.230769230769231,17,0,0,0,2,39,184,50,30,27,6,9,8,2,0,41,"Matthew Marchal","sa3037026",
"Jagger McCoy","JAX",,3,3,5.086956521739131,26,1,0,0,5,46,208,59,26,26,7,13,2,3,0,41,"Jagger McCoy","sa3037506",
"Sam Murchison","NCCU",,1,3,6.206896551724138,18,3,0,0,0,29,139,28,22,20,3,20,3,6,0,41,"Sam Murchison","sa3038567",
"Kevin Napoleon","M-OH",23,1,3,2.7303371371652227,15,0,0,0,2,29.2,131,23,12,9,2,18,4,1,0,41,"Kevin Napoleon","sa3038675",
"Austin Perrin","UL",,1,2,2.6052631578947367,16,7,0,0,0,38,159,32,17,11,2,12,1,2,0,41,"Austin Perrin","sa3039741",
"Andrew Reitmeyer","HCU",,3,4,3.919354959283489,19,2,0,0,4,41.1,183,33,18,18,4,26,3,8,0,41,"Andrew Reitmeyer","sa3040603",
"Tanner Rogen","ORU",,2,4,4.131147540983607,14,13,0,0,0,61,269,52,39,28,7,28,9,13,0,41,"Tanner Rogen","sa3041036",
"Ryan Sanders","SMC",,2,3,7.3369566738492855,15,0,0,0,0,30.2,154,44,31,25,1,14,4,4,0,41,"Ryan Sanders","sa3041507",
"Nick Sims","UVU",,1,8,5.245714400061785,14,13,0,0,0,58.1,275,71,42,34,5,23,7,6,0,41,"Nick Sims","sa3042349",
"Trent Turzenski","VAL",20,2,6,8.19310366382214,13,10,1,0,0,48.1,244,57,50,44,4,35,5,5,1,41,"Trent Turzenski","sa3044184",
"Lukas Veinbergs","MIZ",,1,4,5.615999828613287,21,3,0,0,1,41.2,207,53,35,26,2,26,4,8,0,41,"Lukas Veinbergs","sa3044419",
"Peyton Winebarger","NCAT",,3,2,5.567010528210926,25,2,0,0,0,32.1,151,30,24,20,2,26,6,1,0,41,"Peyton Winebarger","sa3045443",
"Ryan Costeiu","ARK",20,8,3,5.1,26,0,0,0,0,30,128,21,17,17,8,15,4,2,0,40,"Ryan Costeiu","sa3017260",695065
"Mark McLaughlin","TENN",20,2,0,1.834951524269753,15,5,0,0,0,34.1,138,15,8,7,0,21,1,1,0,40,"Mark McLaughlin","sa3020604",687202
"Brandon Neeck","UVA",21,2,0,1.9285713760220289,22,0,0,0,0,23.1,103,20,7,5,3,11,2,3,0,40,"Brandon Neeck","sa3021978",677957
"Thomas Schultz","VAN",21,4,2,4.090909090909091,14,9,0,0,0,44,186,33,21,20,6,18,7,2,0,40,"Thomas Schultz","sa3022936",686463
"Graham Osman","ASU",20,2,3,4.7404578772258645,34,1,0,0,1,43.2,217,43,26,23,5,34,8,5,0,40,"Graham Osman","sa3023063",690104
"Zack Bennett","UCF",,2,2,5.449541475122486,22,0,0,0,1,36.1,176,37,32,22,5,18,8,2,0,40,"Zack Bennett","sa3026983",
"Blake Bortak","SAM",,1,1,5.3534480998122085,26,4,0,0,0,38.2,162,32,24,23,5,15,4,6,0,40,"Blake Bortak","sa3027412",
"Seth Chavez","ETSU",,0,3,4.909090909090909,18,0,0,0,4,22,102,21,13,12,1,9,5,4,0,40,"Seth Chavez","sa3028802",
"Nick Clayton","CLEM",,6,2,4.300884810561296,18,1,0,0,0,37.2,161,35,21,18,7,12,1,2,1,40,"Nick Clayton","sa3029012",
"Connor Cline","INST",,4,3,4.534351012998654,12,7,0,0,0,43.2,189,35,26,22,7,20,4,4,0,40,"Connor Cline","sa3029052",
"Brendan Coffey","SHU",23,0,1,0.76415097089627,18,0,0,0,10,35.1,136,22,4,3,2,5,2,2,0,40,"Brendan Coffey","sa3029097",
"Jason Cornatzer","APP",22,1,2,7.714285714285714,16,2,0,0,0,35,170,49,32,30,3,15,3,4,0,40,"Jason Cornatzer","sa3029392",
"Anthony DeFabbia","STET",18,2,1,5.062499849125747,16,6,1,1,0,42.2,194,41,26,24,6,26,3,3,0,40,"Anthony DeFabbia","sa3030018",
"Mike Edwards","MILW",22,2,8,6.861878597657401,14,14,2,0,0,60.1,280,87,57,46,7,18,11,11,0,40,"Mike Edwards","sa3030820",
"Brooks Ey","FOR",19,0,4,4.987261267674471,12,7,0,0,0,52.1,226,53,34,29,5,23,6,0,0,40,"Brooks Ey","sa3031103",
"Devin Fontenot","LSU",,4,2,2.8557691260202436,26,0,0,0,5,34.2,148,18,13,11,1,21,7,0,0,40,"Devin Fontenot","sa3031526",
"Shane Gustafson","NEV",,3,2,2.8928570640330435,20,0,0,0,3,46.2,195,36,15,15,4,18,8,1,0,40,"Shane Gustafson","sa3032870",
"Ky Hampton","EIU",,5,2,5.68421073381381,11,11,1,1,0,69.2,295,87,48,44,9,12,4,6,3,40,"Ky Hampton","sa3033112",
"Stephen Hansen","PITT",,1,4,6.244897959183674,14,9,0,0,1,49,233,66,38,34,9,20,5,1,0,40,"Stephen Hansen","sa3033168",
"Dakota Hawkins","WSU",,4,6,5.823529411764706,19,6,0,0,1,51,227,66,39,33,9,13,2,4,2,40,"Dakota Hawkins","sa3033429",
"Jaison Heard","VT",,3,4,5.625,22,0,0,0,2,40,181,48,28,25,5,10,4,5,0,40,"Jaison Heard","sa3033487",
"Blake Helton","BAY",,4,3,3.4394905294306697,13,13,1,1,0,52.1,239,62,30,20,7,21,6,5,0,40,"Blake Helton","sa3033575",
"Drew Hill","TCU",,3,1,3.896907369747648,16,0,0,0,0,32.1,140,35,16,14,2,8,0,1,0,40,"Drew Hill","sa3033816",
