Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Garrett Howe","SAM",19,57,232,264,64,48,11,2,3,45,25,22,37,6,1,3,1,8,2,0.275862068,"Garrett Howe","sa3025441",827628
"Lucas Costello","WAKE",20,20,58,76,16,11,1,0,4,18,16,15,14,3,0,0,0,3,0,0.275862068,"Lucas Costello","sa3029438",
"Michael Diaz","SCU",,24,58,68,16,12,1,1,2,11,4,8,21,2,0,0,0,0,1,0.275862068,"Michael Diaz","sa3030269",
"Chris Fisher","ALB",,27,87,97,24,19,3,1,1,15,16,7,18,1,0,2,1,1,0,0.275862068,"Chris Fisher","sa3031378",
"Camden Hart","FAMU",,26,29,36,8,5,3,0,0,7,3,4,14,0,1,2,0,0,0,0.275862068,"Camden Hart","sa3033322",
"Garrett Staton","SAM",22,51,145,187,40,30,7,0,3,36,16,17,39,16,3,6,3,8,3,0.275862068,"Garrett Staton","sa3042982",
"Ron Washington Jr.","PITT",,48,174,207,48,23,10,0,15,35,42,25,65,6,2,0,2,4,2,0.275862068,"Ron Washington Jr.","sa3044828",
"Carter White","CSUF",,25,58,64,16,15,1,0,0,5,8,2,13,1,1,2,2,0,1,0.275862068,"Carter White","sa3045103",
"Asa Wilson","PENN",19,20,58,66,16,10,5,0,1,10,7,2,13,5,0,1,2,0,0,0.275862068,"Asa Wilson","sa3045382",
"Daunte Stuart","NWST",21,53,214,243,59,43,12,0,4,31,31,19,52,6,4,0,5,3,1,0.275700934,"Daunte Stuart","sa3043258",
"Cooper Benzin","VCU",21,59,185,220,51,37,8,2,4,35,30,11,54,6,3,15,1,7,1,0.275675675,"Cooper Benzin","sa3027004",
"Benny Casillas","LMU",,43,185,203,51,40,8,1,2,31,25,9,47,3,4,2,2,2,2,0.275675675,"Benny Casillas","sa3028587",
"Ben Klutts","ARST",,49,185,224,51,30,9,1,11,34,39,28,37,6,5,0,5,1,1,0.275675675,"Ben Klutts","sa3035519",
"Ben Newton","ECU",,54,156,191,43,33,9,0,1,28,19,15,22,12,2,6,1,2,1,0.275641025,"Ben Newton","sa3038827",
"Spencer Bloom","TAR",,37,98,107,27,18,6,0,3,13,16,6,17,2,1,0,2,0,0,0.275510204,"Spencer Bloom","sa3027280",
"Porter Brown","TCU",21,43,98,117,27,17,5,0,5,24,23,15,32,3,1,0,1,8,1,0.275510204,"Porter Brown","sa3027872",
"Aidan Redahan","CCSU",,30,98,112,27,25,2,0,0,16,14,11,5,1,1,1,2,0,1,0.275510204,"Aidan Redahan","sa3040514",
"Andrew Revels","UMES",,36,98,133,27,26,1,0,0,18,7,28,31,2,1,4,0,6,2,0.275510204,"Andrew Revels","sa3040637",
"Justin Wilcoxen","ECU",,48,98,109,27,19,6,0,2,9,9,7,28,1,1,2,2,0,0,0.275510204,"Justin Wilcoxen","sa3045192",
"Jake Bullard","STET",19,51,167,206,46,40,4,2,0,21,27,35,55,2,1,1,3,7,3,0.275449101,"Jake Bullard","sa3027997",
"Michael Torniero","CCSU",22,44,167,181,46,34,7,1,4,28,24,6,11,5,1,2,1,3,1,0.275449101,"Michael Torniero","sa3043946",
"William Escala","M-OH",23,56,207,231,57,38,14,3,2,31,22,13,54,6,0,5,3,18,5,0.275362318,"William Escala","sa3031002",
"GC Jarman","UNCG",,49,138,169,38,29,5,1,3,29,27,21,26,7,1,2,4,4,0,0.275362318,"GC Jarman","sa3034588",
"Scott Mackiewicz","TOL",20,57,207,252,57,33,14,3,7,42,34,34,51,7,4,0,1,6,3,0.275362318,"Scott Mackiewicz","sa3036813",
"Jarrod Belbin","CAM",22,60,247,289,68,35,11,3,19,63,58,32,52,8,2,0,3,19,8,0.275303643,"Jarrod Belbin","sa3026890",
"Sky Duff","PITT",,48,178,224,49,38,9,0,2,34,21,41,51,4,1,0,4,1,4,0.275280898,"Sky Duff","sa3030613",
"Dilan Espinal","ALST",,53,178,220,49,36,8,3,2,35,25,21,30,11,2,8,1,5,0,0.275280898,"Dilan Espinal","sa3031023",
"Matt Happ","SLU",,52,178,202,49,37,12,0,0,30,28,14,40,6,2,2,3,3,0,0.275280898,"Matt Happ","sa3033188",
"Brady Renfro","VAL",,48,178,211,49,31,11,0,7,26,27,25,40,6,2,0,3,1,0,0.275280898,"Brady Renfro","sa3040616",
"Joey Ventresca","MONM",20,49,178,215,49,32,13,0,4,28,24,31,44,4,1,1,6,1,3,0.275280898,"Joey Ventresca","sa3044440",
"Roderick Coffee","TXSO",,40,109,137,30,16,9,1,4,30,32,19,28,5,4,0,0,4,1,0.275229357,"Roderick Coffee","sa3029100",
"Andrew Tan","BING",,36,109,120,30,16,10,0,4,17,27,7,28,2,2,0,1,0,0,0.275229357,"Andrew Tan","sa3043498",
"David Valoy Jr.","GRAM",,38,109,123,30,24,5,1,0,19,19,12,28,1,1,0,2,2,0,0.275229357,"David Valoy Jr.","sa3044312",
"Dan Burnett","HART",,40,149,170,41,23,9,2,7,22,34,11,29,6,1,3,4,2,3,0.275167785,"Dan Burnett","sa3028079",
"Peter Brookshaw","NDSU",23,46,189,213,52,33,10,1,8,36,46,19,29,3,2,0,0,13,5,0.275132275,"Peter Brookshaw","sa3027767",
"Jack Ockerman","BELL",,53,189,212,52,50,2,0,0,28,12,13,36,4,1,5,2,12,2,0.275132275,"Jack Ockerman","sa3039018",
"Zach Ketterman","WCU",20,57,229,282,63,36,10,5,12,70,35,37,58,12,3,1,3,11,4,0.27510917,"Zach Ketterman","sa3035319",
"Kaleb Hannahs","VAL",,48,200,223,55,36,15,0,4,36,25,16,35,5,2,0,9,7,1,0.275,"Kaleb Hannahs","sa3033142",
"Anthony Mase","DAV",21,22,40,49,11,8,2,1,0,11,8,5,13,3,0,1,1,1,0,0.275,"Anthony Mase","sa3037243",
"Luke Storm","DUKE",21,53,160,206,44,17,17,0,10,29,33,25,56,17,3,1,5,1,0,0.275,"Luke Storm","sa3043186",
"Luke Lesch","RID",,53,211,238,58,40,7,0,11,30,44,20,59,6,1,0,1,3,2,0.274881516,"Luke Lesch","sa3036248",
"Blake Daniels","MEM",,53,171,216,47,26,17,2,2,27,31,31,40,11,3,0,2,2,0,0.274853801,"Blake Daniels","sa3029816",
"Tre Turner","PV",,48,171,205,47,35,7,2,3,29,34,17,34,11,3,3,0,20,4,0.274853801,"Tre Turner","sa3044173",
"Paul Castro","PV",,41,131,149,36,26,8,2,0,19,24,13,37,4,0,1,2,1,1,0.27480916,"Paul Castro","sa3028639",
"Noah Searcy","GASO",,44,131,154,36,30,4,1,1,15,24,19,37,2,1,1,2,3,1,0.27480916,"Noah Searcy","sa3041891",
"JJ Woolwine","M-OH",,45,131,159,36,20,12,1,3,32,13,14,38,13,0,1,0,4,2,0.27480916,"JJ Woolwine","sa3045577",
"Kyle Maves","QUIN",22,46,182,220,50,39,8,3,0,41,22,29,40,3,3,3,3,23,7,0.274725274,"Kyle Maves","sa3037356",
"Drew Compton","GT",21,60,233,278,64,38,10,2,14,44,58,34,46,7,4,0,6,0,0,0.274678111,"Drew Compton","sa3022495",686541
"Jay Curtis","DAY",,50,193,219,53,37,11,1,4,27,38,17,42,6,2,1,4,8,2,0.274611398,"Jay Curtis","sa3029723",
"Dillon Sears","WIU",,52,193,229,53,44,8,0,1,28,23,21,33,12,2,1,0,14,6,0.274611398,"Dillon Sears","sa3041893",
"Isaiah Adams","SOU",,22,51,69,14,11,3,0,0,10,5,17,9,0,1,0,0,4,1,0.274509803,"Isaiah Adams","sa3025759",
"Logan Mathieu","LIB",23,58,204,240,56,34,14,1,7,36,39,26,56,4,3,3,1,2,1,0.274509803,"Logan Mathieu","sa3037302",
"Keegan Watson","INST",,29,102,112,28,19,3,0,6,15,25,6,25,3,1,0,0,0,1,0.274509803,"Keegan Watson","sa3044860",
"Jack Hammond","KU",21,47,164,184,45,31,6,2,6,29,30,14,31,6,0,0,4,2,2,0.274390243,"Jack Hammond","sa3033103",
"Connor Peek","HC",,39,113,126,31,26,4,0,1,14,18,7,22,3,2,1,4,4,1,0.274336283,"Connor Peek","sa3039630",
"Miguel Santos","DBU",21,59,237,268,65,38,11,6,10,34,40,21,42,3,5,2,6,8,1,0.274261603,"Miguel Santos","sa3041555",
"Teddy Beaudet","NE",,25,62,73,17,17,0,0,0,5,8,3,21,3,0,5,0,2,1,0.274193548,"Teddy Beaudet","sa3026815",
"Gibson Krzeminski","CAN",,39,124,138,34,20,6,2,6,27,24,11,40,3,0,0,2,4,0,0.274193548,"Gibson Krzeminski","sa3035753",
"Blake Ledoux","ARMY",,24,62,74,17,14,3,0,0,9,9,8,11,1,3,0,1,0,0,0.274193548,"Blake Ledoux","sa3036144",
"Matt Clayton","NEV",,51,197,230,54,33,12,1,8,39,48,17,38,8,8,0,4,3,0,0.274111675,"Matt Clayton","sa3029011",
"Mitch McIntyre","BYU",,53,197,248,54,34,17,3,0,33,33,37,43,12,2,0,4,10,0,0.274111675,"Mitch McIntyre","sa3037641",
"Dylan Rogers","APP",21,52,197,227,54,37,14,2,1,27,22,15,50,12,1,2,3,4,2,0.274111675,"Dylan Rogers","sa3041046",
"Alec Sanchez","FIU",23,50,197,226,54,29,10,5,10,36,36,25,38,1,1,2,0,9,3,0.274111675,"Alec Sanchez","sa3041470",
"Trey Morgan","VMI",21,54,208,236,57,45,8,3,1,27,20,18,44,3,4,3,1,8,4,0.274038461,"Trey Morgan","sa3038370",
"Nick Burch","NAVY",,33,73,87,20,17,2,0,1,17,8,10,18,4,0,0,0,1,1,0.273972602,"Nick Burch","sa3028023",
"Chase Malloy","JAX",,55,219,267,60,44,15,1,0,44,17,27,52,17,2,2,0,19,7,0.273972602,"Chase Malloy","sa3036922",
"Parker Noland","VAN",21,48,146,171,40,27,7,0,6,29,26,21,40,0,1,3,5,3,3,0.273972602,"Parker Noland","sa3038911",
"Thomas Green","OAK",,55,168,195,46,36,4,2,4,28,19,20,47,2,3,2,2,5,6,0.273809523,"Thomas Green","sa3032673",
"Chaney Rogers","UGA",,59,179,219,49,36,6,2,5,36,39,31,57,4,3,2,1,1,1,0.273743016,"Chaney Rogers","sa3041040",
"Jake Tsukada","PORT",21,52,179,212,49,42,7,0,0,36,20,16,24,10,2,5,2,7,2,0.273743016,"Jake Tsukada","sa3044106",
"Ethan Fewell","WIN",,33,95,113,26,17,3,1,5,18,17,14,29,2,1,1,1,1,1,0.27368421,"Ethan Fewell","sa3031293",
"Jacob Friend","DAV",19,36,95,122,26,19,5,1,1,19,17,19,23,6,2,0,1,3,1,0.27368421,"Jacob Friend","sa3031730",701820
"Dillon Lifrieri","UNCW",,51,201,229,55,28,18,1,8,41,30,15,34,7,2,4,3,3,2,0.27363184,"Dillon Lifrieri","sa3036334",
"Omar Gastelum","SJSU",20,35,106,133,29,23,5,0,1,18,18,18,38,7,2,0,1,2,1,0.273584905,"Omar Gastelum","sa3032038",
"Ben Anderson","UGA",,57,223,275,61,43,5,4,9,57,34,38,45,6,5,3,2,9,1,0.2735426,"Ben Anderson","sa3026024",
"Cole Jenkins","VMI",20,36,117,127,32,25,6,0,1,17,19,5,26,4,1,0,5,6,1,0.273504273,"Cole Jenkins","sa3034632",
"Matt Ryan","UMBC",19,42,117,145,32,18,9,3,2,21,25,21,39,5,1,1,2,5,4,0.273504273,"Matt Ryan","sa3041376",
"Ethan McKay","UNCG",,49,139,167,38,29,6,0,3,24,22,20,36,2,3,3,2,6,1,0.273381294,"Ethan McKay","sa3037649",
"Boone Montgomery","UTA",,47,139,159,38,32,6,0,0,12,11,11,27,6,1,2,5,3,3,0.273381294,"Boone Montgomery","sa3038252",
"Sawyer Reeves","CIT",,47,150,168,41,35,6,0,0,26,18,16,19,0,0,2,4,7,4,0.273333333,"Sawyer Reeves","sa3040558",
"Griffin Selby","WAG",22,49,172,201,47,28,12,0,7,27,29,21,42,7,1,0,7,3,1,0.273255813,"Griffin Selby","sa3041952",
"Ty Kaufman","UNCA",20,46,183,219,50,40,8,2,0,37,26,31,27,1,3,1,5,4,0,0.273224043,"Ty Kaufman","sa3035123",
"Ty Wilmsmeyer","MIZ",,51,183,200,50,41,6,0,3,31,21,12,42,4,0,1,3,8,1,0.273224043,"Ty Wilmsmeyer","sa3045380",
"Joe Kinker","FGCU",,58,227,282,62,28,14,0,20,62,51,50,75,3,2,0,9,0,0,0.273127753,"Joe Kinker","sa3035426",
"William Sullivan","TROY",21,55,209,258,57,34,17,0,6,35,37,28,54,16,5,0,4,4,1,0.272727272,"William Sullivan","sa3022425",688963
"Jacob Gonzalez","MISS",20,65,242,300,66,36,9,3,18,67,52,50,32,5,2,1,7,4,2,0.272727272,"Jacob Gonzalez","sa3022498",694378
"Jackson Finley","GT",21,13,11,12,3,0,2,1,0,4,3,1,7,0,0,0,0,0,0,0.272727272,"Jackson Finley","sa3023406",686533
"Carter Mathison","IU",19,59,209,257,57,26,11,1,19,55,58,36,59,8,4,0,3,8,2,0.272727272,"Carter Mathison","sa3025196",701296
"Jake Artz","JOES",,35,132,159,36,26,8,1,1,34,21,22,27,4,1,0,3,2,2,0.272727272,"Jake Artz","sa3026248",
"Trey Becker","LMU",19,17,33,41,9,8,0,1,0,5,5,3,15,2,0,3,1,0,1,0.272727272,"Trey Becker","sa3026853",
"Evan Berkey","EVAN",22,54,198,244,54,36,7,1,10,49,44,25,55,18,3,0,1,9,4,0.272727272,"Evan Berkey","sa3027044",
"Chenar Brown","JKST",20,10,33,39,9,5,3,1,0,5,7,5,9,0,0,1,0,2,0,0.272727272,"Chenar Brown","sa3027806",
"Trey Brown","UML",,10,33,40,9,8,1,0,0,4,3,3,4,4,0,0,0,0,0,0.272727272,"Trey Brown","sa3027882",
"Hunter Christopher","WIN",22,22,33,35,9,6,3,0,0,7,6,1,15,0,0,1,0,0,0,0.272727272,"Hunter Christopher","sa3028894",
"Cade Currington","BAY",,8,11,13,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0.272727272,"Cade Currington","sa3029713",
"Grey Epps","SIU",,59,198,238,54,31,8,1,14,52,51,30,55,10,0,0,1,6,1,0.272727272,"Grey Epps","sa3030966",
"Jacob Evangelista","SFA",,39,77,88,21,16,4,0,1,13,3,6,24,1,1,3,2,2,0,0.272727272,"Jacob Evangelista","sa3031054",
"Lane Forsythe","MSST",20,45,110,128,30,26,3,1,0,18,12,15,38,1,2,0,3,4,1,0.272727272,"Lane Forsythe","sa3031559",
"Andrew Gamez","UCR",,22,66,81,18,15,3,0,0,13,2,7,8,4,1,3,1,7,3,0.272727272,"Andrew Gamez","sa3031895",
"DeAngelo Giles","NCSU",,10,11,11,3,0,1,0,2,3,6,0,6,0,0,0,0,0,0,0.272727272,"DeAngelo Giles","sa3032217",
"Jordon Ginn","PV",,14,33,46,9,9,0,0,0,13,6,8,11,4,0,1,1,1,0,0.272727272,"Jordon Ginn","sa3032268",
"Adam Haidermota","FAMU",,58,198,227,54,46,6,0,2,26,34,17,24,6,3,3,11,0,2,0.272727272,"Adam Haidermota","sa3032970",
"Sam Hojnar","IOWA",21,33,88,102,24,17,7,0,0,13,11,9,21,4,1,0,0,1,1,0.272727272,"Sam Hojnar","sa3033942",
"Jaxon Holder","DBU",19,9,22,24,6,4,2,0,0,5,2,1,9,1,0,0,0,0,1,0.272727272,"Jaxon Holder","sa3033961",
"Camden Jackson","NCAT",,44,165,191,45,34,5,2,4,26,27,18,29,5,1,2,0,2,1,0.272727272,"Camden Jackson","sa3034482",
"Logan Johnstone","GONZ",19,25,44,49,12,11,0,1,0,6,2,5,15,0,0,0,0,0,0,0.272727272,"Logan Johnstone","sa3034783",
"Jack Krause","BGSU",21,51,176,213,48,26,12,1,9,41,39,24,49,7,2,4,2,13,1,0.272727272,"Jack Krause","sa3035695",
"Matthew Kurata","CSUB",,11,22,28,6,5,1,0,0,5,1,5,8,1,0,0,0,0,0,0.272727272,"Matthew Kurata","sa3035791",
"Brett Lesher","DEL",,12,11,15,3,2,0,0,1,2,4,3,4,1,0,0,0,0,0,0.272727272,"Brett Lesher","sa3036249",
"C.J. Loper","DSU",,16,11,13,3,3,0,0,0,4,4,1,0,1,0,0,0,0,1,0.272727272,"C.J. Loper","sa3036519",
"Isaac Lopez","RGV",19,41,121,153,33,27,3,0,3,27,25,17,26,9,1,5,1,3,1,0.272727272,"Isaac Lopez","sa3036537",
"Cully Mangus","SFA",,19,11,13,3,3,0,0,0,3,1,2,4,0,0,0,0,0,0,0.272727272,"Cully Mangus","sa3036968",
"TJ Manteufel","BRAD",,13,44,52,12,8,3,0,1,6,5,4,15,2,0,2,0,1,0,0.272727272,"TJ Manteufel","sa3037000",
"CJ Masciel","CBU",20,47,55,71,15,11,2,1,1,13,6,11,14,1,0,4,0,2,1,0.272727272,"CJ Masciel","sa3037237",
"Matthew McCowan","GW",,11,11,13,3,3,0,0,0,3,1,1,4,1,0,0,0,1,1,0.272727272,"Matthew McCowan","sa3037502",
"Matt McDermott","CCU",23,60,209,241,57,36,10,4,7,44,41,19,45,3,6,4,2,19,6,0.272727272,"Matt McDermott","sa3037541",
"Tucker McEnroe","AMCC",20,22,77,81,21,12,4,2,3,12,18,3,21,1,0,0,4,0,0,0.272727272,"Tucker McEnroe","sa3037572",
"Braden Murphy","UNLV",21,27,77,84,21,14,3,1,3,17,21,3,16,1,2,1,0,0,0,0.272727272,"Braden Murphy","sa3038573",
"Chase Nixon","NCSU",20,18,22,27,6,5,1,0,0,7,1,2,7,2,1,0,0,0,0,0.272727272,"Chase Nixon","sa3038890",
"Sam Polk","SLU",22,16,11,14,3,3,0,0,0,1,1,2,4,1,0,0,0,1,0,0.272727272,"Sam Polk","sa3040045",
"Von Seibert","MSST",,36,44,53,12,12,0,0,0,4,4,6,17,3,0,0,0,0,0,0.272727272,"Von Seibert","sa3041935",
"Brayland Skinner","MSST",22,34,33,34,9,7,2,0,0,8,2,1,10,0,0,0,0,4,0,0.272727272,"Brayland Skinner","sa3042396",
"Robert Sotolongo","FIU",,48,165,198,45,37,6,0,2,25,24,20,52,7,3,3,0,11,5,0.272727272,"Robert Sotolongo","sa3042776",
"Nate Swarts","WSU",21,31,66,73,18,10,2,2,4,12,16,5,20,1,0,1,1,4,1,0.272727272,"Nate Swarts","sa3043383",
"Zak Thomas","QUIN",,4,11,15,3,2,1,0,0,3,1,2,7,1,0,1,0,0,0,0.272727272,"Zak Thomas","sa3043738",
"Sebastian Trinidad","HCU",,33,77,90,21,14,6,0,1,10,9,11,16,0,2,0,2,5,4,0.272727272,"Sebastian Trinidad","sa3044062",
"Caden Wagner","UNCO",18,35,99,110,27,18,8,0,1,7,16,8,24,1,2,0,2,0,0,0.272727272,"Caden Wagner","sa3044619",
"Jayden Williams","PV",,26,33,44,9,7,0,1,1,11,7,8,13,1,1,1,0,5,1,0.272727272,"Jayden Williams","sa3045304",
"Andrew Yu","DUKE",19,35,77,93,21,17,2,0,2,13,13,8,22,5,2,1,2,0,0,0.272727272,"Andrew Yu","sa3045765",
"Rhett Rosevear","SELA",,61,202,282,55,39,7,3,6,48,30,37,53,37,1,5,3,10,4,0.272277227,"Rhett Rosevear","sa3041163",
"Aaron Harper","NIU",21,50,169,196,46,34,8,0,4,31,23,19,34,4,2,2,7,6,2,0.272189349,"Aaron Harper","sa3033242",
"Aaron Smigelski","RICE",,47,147,179,40,20,12,0,8,27,36,21,43,10,1,0,0,1,2,0.272108843,"Aaron Smigelski","sa3042462",
"Vincent DiNicola","SIE",21,37,136,149,37,23,11,0,3,15,18,5,35,6,2,0,3,0,1,0.272058823,"Vincent DiNicola","sa3030360",
"Ezra Samperi","GONZ",22,42,136,151,37,25,5,4,3,22,29,9,32,5,1,0,1,1,4,0.272058823,"Ezra Samperi","sa3041464",
"Alex Crump","MUR",,43,125,155,34,19,9,2,4,34,20,17,25,10,1,2,1,4,1,0.272,"Alex Crump","sa3029628",
"Zach Nogalski","MILW",,41,125,142,34,26,6,2,0,19,9,6,32,6,1,4,3,4,0,0.272,"Zach Nogalski","sa3038903",
"Cole Gambill","BYU",,33,114,144,31,22,3,0,6,28,29,25,27,4,1,0,2,2,0,0.271929824,"Cole Gambill","sa3031884",
"Maxwell Romero Jr.","MIA",21,59,217,259,59,32,15,0,12,41,54,34,67,5,3,0,9,0,0,0.2718894,"Maxwell Romero Jr.","sa3020271",686912
"Will Feil","ALB",,47,184,227,50,34,8,1,7,37,31,37,58,4,2,0,1,0,0,0.27173913,"Will Feil","sa3031216",
"Mike Ruggiero","WAG",23,51,184,221,50,32,9,2,7,35,30,25,43,3,2,7,3,4,2,0.27173913,"Mike Ruggiero","sa3041277",
"Wells Sykes","CIT",19,24,92,103,25,20,5,0,0,15,15,6,17,1,1,3,0,4,4,0.27173913,"Wells Sykes","sa3043432",
"Trevor Austin","MER",23,47,173,206,47,37,8,0,2,29,27,25,33,2,2,4,6,6,0,0.2716763,"Trevor Austin","sa3026316",
"Brandon Bohning","CSUN",22,50,173,195,47,38,7,1,1,23,23,11,20,7,2,2,3,4,3,0.2716763,"Brandon Bohning","sa3027335",
"Brock Wilken","WAKE",20,60,254,293,69,32,13,1,23,61,77,34,71,3,2,0,6,0,0,0.271653543,"Brock Wilken","sa3022499",694385
"Caleb Lomavita","CAL",19,55,232,262,63,45,10,1,7,37,46,22,52,5,2,1,0,15,2,0.271551724,"Caleb Lomavita","sa3025404",701616
"Kirkland Banks","LAM",23,52,140,164,38,29,6,2,1,24,21,15,21,5,1,3,2,7,0,0.271428571,"Kirkland Banks","sa3026518",
"Brandon Johnson","NIU",,25,70,89,19,8,6,3,2,15,19,15,27,1,2,1,0,4,1,0.271428571,"Brandon Johnson","sa3034712",
"Ryan Johnston","BGSU",,48,140,173,38,29,6,0,3,27,20,18,28,8,2,5,3,9,3,0.271428571,"Ryan Johnston","sa3034806",
"Gabe Lux","OAK",,52,140,189,38,29,6,1,2,46,11,41,44,4,0,4,1,14,1,0.271428571,"Gabe Lux","sa3036722",
"Nate White","AMCC",,36,70,81,19,14,2,0,3,15,18,10,16,1,0,0,2,0,1,0.271428571,"Nate White","sa3045129",
"Bryan Broecker","MSU",20,49,177,205,48,39,6,2,1,31,25,18,37,7,2,1,3,3,0,0.27118644,"Bryan Broecker","sa3022814",802541
"Nathan Blasick","WVU",21,39,59,76,16,9,3,1,3,10,11,13,21,3,1,0,5,2,0,0.27118644,"Nathan Blasick","sa3025491",802136
"Nick Elsen","KENT",,29,59,69,16,11,3,0,2,13,9,3,22,5,1,1,0,4,1,0.27118644,"Nick Elsen","sa3030915",
"Brandon Fish","UML",19,58,236,266,64,42,15,3,4,33,51,17,36,7,5,1,1,0,4,0.27118644,"Brandon Fish","sa3031371",
"Ethan He","UTU",,26,59,76,16,10,5,0,1,14,8,9,14,6,0,2,1,1,1,0.27118644,"Ethan He","sa3033476",
"Grant Knipp","CAM",20,22,59,70,16,12,0,0,4,14,16,7,19,2,1,1,1,1,0,0.27118644,"Grant Knipp","sa3035555",694840
"Tommy Splaine","ARIZ",19,50,177,205,48,36,7,3,2,29,24,20,36,6,2,0,6,0,0,0.27118644,"Tommy Splaine","sa3042859",
"Marcus OMalley","VCU",19,48,155,187,42,38,3,0,1,30,22,20,30,6,1,5,0,5,5,0.270967741,"Marcus OMalley","sa3039150",
"James Harmstead","MONM",,51,203,231,55,24,13,0,18,45,48,22,64,5,1,0,8,4,0,0.27093596,"James Harmstead","sa3033239",
"Silas Ardoin","TEX",21,69,240,296,65,32,20,1,12,48,50,39,46,11,4,2,6,1,0,0.270833333,"Silas Ardoin","sa3019976",686976
"Hunter Dorraugh","SJSU",20,55,192,242,52,26,9,2,15,53,43,38,57,8,3,1,1,0,0,0.270833333,"Hunter Dorraugh","sa3030487",
"Wilson Ehrhardt","UIW",,38,144,171,39,21,8,2,8,32,22,20,43,5,1,1,1,5,2,0.270833333,"Wilson Ehrhardt","sa3030843",
"Mason Landers","BEL",20,32,96,105,26,18,8,0,0,14,11,7,18,0,2,0,2,1,0,0.270833333,"Mason Landers","sa3035902",
"Jagun Leavitt","UTU",,52,144,192,39,31,5,1,2,33,17,31,34,4,3,10,1,5,2,0.270833333,"Jagun Leavitt","sa3036119",
"Zavier Moore","SOU",,18,48,63,13,6,4,0,3,10,10,8,10,6,1,0,0,2,1,0.270833333,"Zavier Moore","sa3038322",
"Jordan Sweeney","RUTG",21,43,144,162,39,21,5,1,12,31,35,13,44,3,0,2,3,0,0,0.270833333,"Jordan Sweeney","sa3043393",
"Blake Covin","AFA",,53,229,269,62,46,10,2,4,53,36,26,60,10,0,4,3,10,1,0.270742358,"Blake Covin","sa3029478",
"Carson Paetow","USM",,65,229,278,62,31,15,0,16,46,48,36,68,8,4,1,1,4,3,0.270742358,"Carson Paetow","sa3039343",
"Logan Allen","BRY",23,52,181,221,49,34,11,3,1,35,22,25,50,11,1,3,2,11,3,0.270718232,"Logan Allen","sa3025922",
"Dub Gleed","UCI",19,49,181,211,49,33,12,2,2,34,38,14,37,13,2,1,3,2,0,0.270718232,"Dub Gleed","sa3032302",801957
"Issac Williams","UNO",20,50,181,209,49,31,8,1,9,41,35,19,52,6,2,1,2,5,0,0.270718232,"Issac Williams","sa3045293",
"Matthew Ellis","IU",,59,218,266,59,31,10,0,18,44,65,40,68,7,1,0,10,1,0,0.270642201,"Matthew Ellis","sa3030902",
"Ben Fitzgerald","UCI",,46,170,208,46,26,10,3,7,34,29,26,56,7,2,3,1,3,2,0.270588235,"Ben Fitzgerald","sa3031396",
"Trent Farquhar","MSU",21,54,207,252,56,37,13,0,6,37,29,34,45,8,1,2,3,6,1,0.2705314,"Trent Farquhar","sa3031166",
"Jacob Wilk","BYU",,41,122,144,33,21,5,1,6,19,17,20,35,1,1,0,3,2,0,0.270491803,"Jacob Wilk","sa3045214",
"Nemo Wright","AAMU",,43,122,165,33,28,3,2,0,28,15,23,24,13,1,6,3,25,4,0.270491803,"Nemo Wright","sa3045627",
"Dawson Brigman","SCU",,44,159,182,43,35,6,1,1,22,22,15,50,3,1,4,3,5,2,0.270440251,"Dawson Brigman","sa3027695",
"Luke Mann","MIZ",22,50,185,233,50,25,7,1,17,48,43,28,56,15,4,1,2,6,0,0.27027027,"Luke Mann","sa3022529",680996
"Thaxton Berch","LT",19,22,37,42,10,8,1,1,0,9,1,4,20,0,1,0,0,0,2,0.27027027,"Thaxton Berch","sa3027010",
"Ali Camarillo","CSUN",19,31,111,133,30,28,1,0,1,21,14,7,9,10,1,4,1,1,1,0.27027027,"Ali Camarillo","sa3028297",701548
"Brayden Eidson","KENN",,54,148,172,40,32,5,1,2,30,17,13,34,7,0,4,3,3,2,0.27027027,"Brayden Eidson","sa3030848",
"Matt Halbach","UCSD",19,51,148,166,40,27,6,3,4,29,25,13,38,3,2,0,4,1,1,0.27027027,"Matt Halbach","sa3032989",801561
"Sam Holtz","LEH",,22,37,50,10,7,1,0,2,7,7,5,4,5,1,2,0,0,0,0.27027027,"Sam Holtz","sa3034037",
"Zach Bushling","CONN",23,66,248,298,67,42,16,2,7,51,47,27,41,11,8,4,3,9,6,0.27016129,"Zach Bushling","sa3028141",
"Alec Makarewicz","ECU",21,67,248,287,67,41,15,0,11,52,45,28,70,3,4,4,4,2,1,0.27016129,"Alec Makarewicz","sa3036892",
"Eric Bigani","UNLV",,56,211,236,57,34,14,0,9,28,52,14,52,6,5,0,3,1,0,0.27014218,"Eric Bigani","sa3027145",
"Tommy Crider","BEL",,53,174,196,47,24,9,2,12,25,37,13,41,7,2,0,2,3,0,0.270114942,"Tommy Crider","sa3029562",
"Adarius Myers","LT",22,52,174,200,47,26,15,2,4,24,29,21,43,3,2,0,4,12,5,0.270114942,"Adarius Myers","sa3038631",
