Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Matt Bridges","ECU",23,1,0,0,0,1,1,1,2,0,2.64285714,1,-0.002359478734433651,0.6642151587747576,0.5122445934556963,0.9380826354026794,437.06829502163254,"Matt Bridges","sa3027681",
"Dalton Freeman","MEM",,1,0,0,0,1,1,1,2,0,2.64285714,1,-0.002359478734433651,0.6642151587747576,0.5122445934556963,0.9380826354026794,437.06829502163254,"Dalton Freeman","sa3031684",
"Matt Keane","VMI",,1,0,0,0,1,1,1,2,0,0.14285714,1,-0.0023404855746775866,0.7086572566313681,0.5446781286282477,0.9539869427680969,432.1630839614435,"Matt Keane","sa3035136",
"Aidan Healy","VCU",,3,0.333333333,0,1,1,1,1,2,0,2.64285714,1,-0.0038681088481098413,1.8685524507182798,1.406179179133769,0.8823187947273254,404.1220731282588,"Aidan Healy","sa3033481",
"Matthew Beck","LSU",,1,0,0,0,1,1,1,2,0,0.14285714,1,-0.005961242597550154,0.6414949716133435,0.48085458288615535,0.9220629334449768,399.33604288195517,"Matthew Beck","sa3026836",
"Art Schoenstadt","MIZ",20,1,0,0,0,1,1,1,2,0,2.64285714,1,-0.005961242597550154,0.6414949716133435,0.48085458288615535,0.9220629334449768,399.33604288195517,"Art Schoenstadt","sa3041749",
"Noah Weiner","OHIO",,3,0.333333333,0,1,1,1,1,2,0,2.64285714,1,-0.0002731976128416136,1.746192043751568,1.298856398195118,0.8535895546277364,390.3538788149655,"Noah Weiner","sa3044955",
"Kyle Antos","BRAD",22,2,0.5,0,1,1,1,1,2,0,0.14285714,1,-0.0016021736664697528,1.164352921757132,0.8628175537914338,0.8558171391487122,386.1414100814818,"Kyle Antos","sa3026122",
"Sam Contorno","UNA",,2,0.5,0,1,0,1,0,1,0,0.14285714,0,-0.00225286977365613,1.0578641542134588,0.7792411097226446,0.7979169189929962,379.6757573109984,"Sam Contorno","sa3029283",
"Travis Rinker","JOES",,1,1,0,1,0,1,0,1,0,0.14285714,0,-0.0019340544240549207,0.5453508054005275,0.3912263815390239,0.7980060577392578,353.83801719225266,"Travis Rinker","sa3040780",
"Chris Polletta","FAIR",,1,1,0,1,0,1,0,1,0,2.64285714,0,-0.0030593080446124077,0.5380842416629978,0.3852554886684605,0.7940520644187927,352.0831199101853,"Chris Polletta","sa3040053",
"Cory Taylor","EMU",19,1,1,0,1,0,1,0,1,0,2.64285714,0,-0.00009106587094720453,0.5220640159928853,0.3729521341407354,0.7859064936637878,350.1156376730135,"Cory Taylor","sa3043556",
"Duke Pahukoa","UNLV",21,1,1,0,1,0,1,0,1,0,0.14285714,0,0.005179987754672766,0.5934492355428886,0.42133741138803477,0.79119473695755,344.80445399785305,"Duke Pahukoa","sa3039350",
"Dylan Strickland","GT",19,1,1,0,1,0,1,0,1,0,2.64285714,0,-0.0024268790148198605,0.49533658392130897,0.34290224976241157,0.7491879463195801,324.950797111739,"Dylan Strickland","sa3043226",
"Ian MacIver","UTAH",,1,1,0,1,0,1,0,1,0,0.14285714,0,-0.0035249264910817146,0.4914031551669873,0.3369536922763623,0.7602246403694153,318.1643664989496,"Ian MacIver","sa3036799",
"Josh Panarella","SHU",,3,0.333333333,0.333333333,1,0.5,0.666666666,1,1.666666666,0.5,2.64285714,1,-0.0032663093879818916,1.328319012593862,0.8994041079994406,0.7088141441345215,309.6929014042797,"Josh Panarella","sa3039394",
"Caston Peter","TEX",,1,1,0,1,0,1,0,1,0,0.14285714,0,-0.005897697992622852,0.4999797768782148,0.3369900114725599,0.762278139591217,306.7553202704764,"Caston Peter","sa3039768",
"Alex Sevensky","ORU",,4,0.25,0.25,1,0.666666666,0.75,0.666666666,1.416666666,0,2.64285714,1,-0.006683951010927558,1.7084044377937373,1.1374793808593806,0.6809243559837341,299.2344471561991,"Alex Sevensky","sa3042019",
"Sam Highfill","NCSU",20,4,0,0.25,0,0.75,0.75,0.75,1.5,0,0.14285714,1,-0.007280637044459581,1.7818342959691662,1.1720969593335766,0.6929541975259781,292.22981584184697,"Sam Highfill","sa3033799",
"Brandon Hale","SELA",,14,0.214285714,0.142857142,1.5,0.444444444,0.642857142,0.777777777,1.420634919,0.333333333,2.64285714,0.5,-0.020601604133844376,5.2311429609598274,3.311979793483174,0.6332491423402514,272.5741640736997,"Brandon Hale","sa3032994",
"Andrez Melendrez","UCR",,4,0,0.25,0,0.5,0.5,1,1.5,0.5,5.14285714,0.666666666,0.002311668125912547,1.5288351026502314,0.9633123722997371,0.644854411482811,270.34016859104923,"Andrez Melendrez","sa3037815",
"Jordan Peyton","RAD",19,3,0,0.333333333,0,0.5,0.5,1,1.5,0.5,2.64285714,1,0,1.2182322796132696,0.7635664250400198,0.6454485654830933,267.9401295170284,"Jordan Peyton","sa3039844",
"Anthony Abbatine","SPU",21,2,0,0.5,0,0.5,0.5,1,1.5,0.5,0.14285714,1,0,0.8183768560969139,0.5127193501078392,0.650461733341217,267.7430915523356,"Anthony Abbatine","sa3025690",
"Naighel Ali'i Calderon","HAW",20,3,0,0,0,0.666666666,0.666666666,0.666666666,1.333333332,0,2.64285714,0.666666666,0.004623336251825094,1.130473421165504,0.7063313734026332,0.638585368792216,266.53179686573515,"Naighel Ali'i Calderon","sa3028256",
"Jamie Taylor","GT",,5,0.2,0,1,0.5,0.6,1,1.6,0.5,2.64285714,0.5,-0.004853758029639721,2.0276587450121584,1.2654870742176714,0.647939670085907,266.0370127504908,"Jamie Taylor","sa3043566",
"Brandon Lawrence","MICH",,7,0.285714285,0.285714285,1,0.4,0.571428571,1,1.571428571,0.6,2.64285714,0.5,-0.004817986744455993,2.6983807013548464,1.6814174429691882,0.6309569648333958,265.3370885432276,"Brandon Lawrence","sa3036065",
"Kimble Schuessler","TA&M",19,3,0.333333333,0.333333333,1,0.5,0.666666666,1,1.666666666,0.5,0.14285714,1,-0.005961242597550154,1.271290413065078,0.7893692468835136,0.6705426176389059,263.7963431110469,"Kimble Schuessler","sa3041798",
"Michael Bouma","MD",20,3,0,0,0,0.666666666,0.666666666,0.666666666,1.333333332,0,0.14285714,0.666666666,-0.003211991162970662,1.1481853712464787,0.7123439747954823,0.6278438170750936,263.44110050032253,"Michael Bouma","sa3027455",
"Brennan Rowe","IU",19,3,0,0,0,0.666666666,0.666666666,0.666666666,1.333333332,0,0.14285714,0.666666666,-0.003211991162970662,1.1481853712464787,0.7123439747954823,0.6278438170750936,263.44110050032253,"Brennan Rowe","sa3041219",
"Calvin Hewett","VAN",19,10,0.1,0.1,1,0.571428571,0.7,0.857142857,1.557142857,0.285714286,2.64285714,0.666666666,-0.02980621298775077,4.2053661592111204,2.5989622719392393,0.6668150007724762,261.78759853183607,"Calvin Hewett","sa3033742",
"Nick DeNicola","OKST",,21,0.095238095,0.238095238,0.4,0.5,0.571428571,1.055555555,1.626984126,0.555555555,1.86160714,0.6,-0.04718158394098282,8.928238955625657,5.505453882106903,0.6769398904982067,260.8471979354254,"Nick DeNicola","sa3030144",
"Ricky Jones","RICH",,4,0.5,0.25,2,0.5,0.75,0.5,1.25,0,2.64285714,1,-0.005802163272164762,1.6028785024968004,0.986380807050786,0.6406609117984772,259.9974848790269,"Ricky Jones","sa3034907",
"Keanu Jacobs-Guishard","USF",18,9,0,0.222222222,0,0.555555555,0.555555555,0.888888888,1.444444443,0.333333333,0.14285714,0.666666666,-0.009437914937734604,3.5300709273759985,2.1623358395044474,0.6321192582448324,258.0961005299236,"Keanu Jacobs-Guishard","sa3034533",
"Willie Schwarick","SIE",,11,0.09090909,0.09090909,1,0.5,0.545454545,0.9,1.445454545,0.4,2.01785714,0.5,-0.01223723217844963,4.289713132463209,2.608596849523298,0.6290567137978293,255.17051830355385,"Willie Schwarick","sa3041841",
"Anthony Socci","LR",,11,0.181818181,0.181818181,1,0.444444444,0.545454545,0.888888888,1.434343433,0.444444444,0.14285714,0.5,-0.006427244748920202,3.9334204057963813,2.3895000974448646,0.6023757240988992,254.76835718264468,"Anthony Socci","sa3042706",
"Jo Bynum","UCSD",23,5,0.2,0.4,0.5,0.5,0.6,0.75,1.35,0.25,2.64285714,1,0.004623336251825094,1.7548909653236378,1.04798755238552,0.6084920644760132,248.25045871963562,"Jo Bynum","sa3028195",
"Nathan Tribble","SELA",,19,0.263157894,0.263157894,1,0.4,0.647058823,0.6,1.247058823,0.2,6.331455660291271,0.8,0.17682319832965732,6.465774791174889,3.861196206742287,0.594008792849148,248.24648524027677,"Nathan Tribble","sa3044051",
"Myles Eaddy","DSU",,3,0.333333333,0.333333333,1,0.5,0.666666666,0.5,1.166666666,0,5,1,-0.6492367475293577,1.11283155050211,0.6604536202185636,0.603385329246521,245.9959861005149,"Myles Eaddy","sa3030727",
"Emmanuel Rodriguez","LAS",,6,0.5,0.333333333,1.5,0.333333333,0.666666666,0.666666666,1.333333332,0.333333333,1.08035714,1,-0.005802163272164762,2.260055327350688,1.3353087841816664,0.6145035823186239,244.39727231698376,"Emmanuel Rodriguez","sa3040977",
"Brook Brannon","JVST",,3,0.333333333,0.333333333,1,0.5,0.666666666,0.5,1.166666666,0,0.14285714,1,0.0035013328306376934,1.0346495991072038,0.5904283111414292,0.5707410971323649,232.91310595338226,"Brook Brannon","sa3027590",
"Michael Taylor","FOR",19,10,0.5,0.2,2.5,0.4,0.7,0.4,1.1,0,0.14285714,0.666666666,-0.013538380968384445,3.5629338736782143,2.0216896350631783,0.5923293352127075,231.17256722918046,"Michael Taylor","sa3043581",
"Liam McGill","BRY",23,172,0.127906976,0.13372093,0.956521739,0.471014492,0.540697674,0.746376811,1.287074485,0.275362319,5.771290109447552,0.5,0.1582931112498045,56.44665308753016,31.85553189078334,0.5758451507535092,229.5407868389406,"Liam McGill","sa3017625",689950
"Luke Coker","ELON",22,5,0,0.4,0,0.4,0.4,1,1.4,0.6,2.64285714,0.5,-0.0034647146239876747,1.7203558385799975,0.9650287926624865,0.5767875194549561,227.7630395837669,"Luke Coker","sa3029121",
"Dom Souto","CAL",21,5,0.2,0,1,0.5,0.6,0.75,1.35,0.25,2.64285714,0.5,-0.007049852982163429,1.7505530548999486,0.9783057404468238,0.597038745880127,226.68295792515914,"Dom Souto","sa3042785",
"Dillan Shrum","NEV",,148,0.067567567,0.128378378,0.526315789,0.467741935,0.527027027,0.967741935,1.494768962,0.5,4.398356778243513,0.457446808,-0.19421538105234504,56.85884033211536,31.386290357196994,0.5901069198105786,223.21613025826474,"Dillan Shrum","sa3042223",
"Harris Beckley","WOF",,3,0,0.333333333,0,0.5,0.666666666,0.5,1.166666666,0,7.5,1,0.3953190348111093,1.0979088695313834,0.6059714855220222,0.5899595220883688,223.1806130656846,"Harris Beckley","sa3026855",
"Maurice Hampton Jr.","LSU",,5,0.2,0.2,1,0.5,0.6,0.75,1.35,0.25,2.64285714,0.666666666,-0.011922485195100307,1.7560858029193556,0.9528838592834148,0.5867381572723389,218.63565157348762,"Maurice Hampton Jr.","sa3033113",
"Justin Scotto","HALL",,29,0.034482758,0.137931034,0.25,0.44,0.517241379,0.68,1.197241379,0.24,5.907093475130682,0.47368421,0.11557329213246703,8.639032392362308,4.658068327764225,0.5485315137896044,217.00854999389455,"Justin Scotto","sa3041855",
"Jake Maske","MSM",,5,0.2,0,1,0.5,0.6,0.5,1.1,0,2.0619652460748235,0.5,-0.5602688631042838,1.535931281278955,0.8210731069549192,0.5514873266220093,214.85818256625794,"Jake Maske","sa3037249",
"Tervell Johnson","GT",18,3,0.333333333,0.333333333,1,0.5,0.666666666,0.5,1.166666666,0,0.14285714,1,-0.004853758029639721,0.9764977035889907,0.5191947011122986,0.5577089587847391,213.53406785007076,"Tervell Johnson","sa3034813",
"Brock Anderson","NDSU",,24,0.291666666,0.125,2.333333333,0.411764705,0.583333333,0.529411764,1.112745097,0.117647059,2.64285714,0.5,-0.026735804043710232,7.296371536966663,3.8708211953605227,0.5409046312173208,212.99852021866968,"Brock Anderson","sa3026028",
"Dante Bozzuti","NJIT",,7,0,0.142857142,0,0.4,0.571428571,0.6,1.171428571,0.2,7.5,0.5,0.17232017312198877,2.2355207744391525,1.1803436073811615,0.5555773462568011,211.8621255492246,"Dante Bozzuti","sa3027536",
"Ty Hill","JKST",,161,0.093167701,0.080745341,1.153846153,0.431654676,0.5,0.661870503,1.161870503,0.230215827,8.418693795204153,0.459677419,0.3019926658598706,51.47896727925328,27.05481785541562,0.5300603937357664,210.77076784098966,"Ty Hill","sa3033836",
"Kyson Donahue","ARIZ",21,9,0.444444444,0.111111111,4,0.25,0.666666666,0.5,1.166666666,0.25,2.64285714,0.333333333,-0.017624632455408573,2.927934314584324,1.5378891485686992,0.5684137874179416,210.63591213923277,"Kyson Donahue","sa3030442",
"Trey Sweeney","EIU",21,226,0.203539823,0.10619469,1.916666666,0.382352941,0.522123893,0.711764705,1.233888598,0.329411764,5.1437116271289955,0.377777777,-0.3526350175961852,69.64742904408831,36.182758683999964,0.5306990323340999,208.12226235807586,"Trey Sweeney","29575",700242
"Chris Meyers","TOL",22,230,0.169565217,0.182608695,0.928571428,0.377777777,0.508695652,0.738888888,1.24758454,0.361111111,5.908403843308146,0.427419354,-0.17117533316195477,71.1890112057684,36.893278379773896,0.5461431070514348,207.5739613641106,"Chris Meyers","sa3016956",680273
"Ryan Altenberger","XAV",,77,0.142857142,0.142857142,1,0.37704918,0.506493506,0.672131147,1.178624653,0.295081967,6.420286819504179,0.425531914,-0.47877377504482865,21.936844430702784,11.366698466080287,0.5328818784131633,207.5358704044749,"Ryan Altenberger","sa3025966",
"Gabe Gonzalez","CSUN",,5,0.2,0.2,1,0.5,0.6,0.5,1.1,0,0.14285714,0.666666666,0.006935004377737641,1.4548909755621837,0.7479875626240656,0.5386329531669617,205.8118476914956,"Gabe Gonzalez","sa3032414",
"Jackson Slaughter","LT",,4,0,0.25,0,0.5,0.5,0.75,1.25,0.25,2.64285714,0.666666666,-0.0003329453174956143,1.3178066624151392,0.676162184570901,0.5505708009004593,205.37956889189374,"Jackson Slaughter","sa3042420",
"Quincy Hamilton","WRST",23,241,0.232365145,0.132780082,1.75,0.374301675,0.535269709,0.77094972,1.306219429,0.396648045,8.954595138347406,0.393939393,2.0600607487140223,83.35924640116427,42.759367330047816,0.5564914615322445,205.31895244108665,"Quincy Hamilton","sa3017215",680810
"Colton Cowser","SHSU",21,253,0.166007905,0.126482213,1.3125,0.374384236,0.490118577,0.679802955,1.169921532,0.305418719,7.294954381011465,0.382165605,1.5890141427516937,70.98232804148616,36.30030794351519,0.523713937389992,204.66607147153724,"Colton Cowser","29591",681297
"Marcos Castañon","UCSB",22,130,0.115384615,0.169230769,0.681818181,0.403669724,0.492307692,0.71559633,1.207904022,0.311926606,5.200292461767705,0.45,0.7063367427326739,37.48704553062865,19.10755679423758,0.535586739044923,203.9613074568552,"Marcos Castanon","sa3016818",676203
"Hudson Lehnertz","NAVY",,12,0.166666666,0,2,0.555555555,0.583333333,0.555555555,1.138888888,0,0.4107142775,0.5,-0.04672964382916689,3.600751676579697,1.83296314718364,0.543534979224205,203.6867881369187,"Hudson Lehnertz","sa3036189",
"Chase DeLauter","JMU",19,128,0.1953125,0.109375,1.785714285,0.386138613,0.5078125,0.722772277,1.230584777,0.336633664,6.873517434777877,0.402439024,-0.9042957546189427,39.326799382831695,19.990427007343413,0.5354052516631782,203.382509496374,"Chase DeLauter","sa3021053",800050
"Jack Rogers","SHSU",22,251,0.123505976,0.231075697,0.534482758,0.367149758,0.474103585,0.695652173,1.169755758,0.328502415,5.593957374660368,0.447761194,-0.9438501242548227,69.96769730353151,35.55984337234291,0.5215879666852761,203.3480421169486,"Jack Rogers","sa3017017",679788
"Hunter May","ALST",,132,0.234848484,0.242424242,0.96875,0.351063829,0.526717557,0.553191489,1.079909046,0.20212766,5.148914983510496,0.5,-0.29778334964066744,40.57250600306247,20.547737531344644,0.5178854611083752,202.61161101745282,"Hunter May","sa3037367",
"Justin Medlin","MTSU",,10,0.3,0.3,1,0.285714285,0.5,0.857142857,1.357142857,0.571428572,2.9994652460748235,0.333333333,-0.5449609569623135,3.25003557595384,1.6459243813432443,0.5457729876041413,202.60662645289992,"Justin Medlin","sa3037779",
"Sean Harrington","BC",,10,0.2,0.2,1,0.428571428,0.6,0.571428571,1.171428571,0.142857143,2.01785714,0.6,-0.012134395074099302,3.0853176528574955,1.5609743112685215,0.538579398393631,202.40306554830116,"Sean Harrington","sa3033302",
"Cruz Shope","TCU",,6,0.333333333,0,2,0.5,0.666666666,0.5,1.166666666,0,2.64285714,0.5,-0.02359079197049141,1.9731305383122115,0.9951919458782821,0.567111074924469,201.76425734476967,"Cruz Shope","sa3042209",
"Mason Speaker","TCU",,6,0.333333333,0,2,0.5,0.666666666,0.5,1.166666666,0,1.08035714,0.5,-0.02359079197049141,1.9731305383122115,0.9951919458782821,0.567111074924469,201.76425734476967,"Mason Speaker","sa3042805",
"Zach Neto","CAM",20,213,0.079812206,0.14084507,0.566666666,0.404624277,0.488038277,0.745664739,1.233703016,0.341040462,8.46023176137567,0.429629629,0.2106609889306128,65.00536338460836,32.724087709907614,0.5353678983934759,201.37173028621643,"Zach Neto","31347",687263
"Alan Roden","CREI",21,171,0.116959064,0.105263157,1.111111111,0.377622377,0.476470588,0.685314685,1.161785273,0.307692308,4.882624946757166,0.387931034,-0.04762718779966235,47.22916540804066,23.75520488920369,0.5224113874575671,201.19811213851628,"Alan Roden","31564",702176
"Ryan Mullahey","LIU",,23,0.130434782,0.173913043,0.75,0.375,0.5,0.6875,1.1875,0.3125,1.08035714,0.416666666,-0.026130475103855133,6.613546383159724,3.32519878126916,0.5286973525177349,201.1206594873793,"Ryan Mullahey","sa3038534",
"Kyler Fedko","CONN",21,234,0.119658119,0.158119658,0.756756756,0.397959183,0.48497854,0.673469387,1.158447927,0.275510204,6.433450154600484,0.44295302,-1.1137698576785624,64.50574342986808,32.38348166724905,0.5217754899688033,200.81320520503954,"Kyler Fedko","sa3017561",693459
"Cole Reibenspies","NAVY",,3,0.666666666,0,2,0,0.666666666,0,0.666666666,0,2.64285714,0,-0.013351326808333397,0.8851614079155983,0.443214275566584,0.5378820498784384,200.28671828026913,"Cole Reibenspies","sa3040568",
"Mike Dorcean","COPP",20,103,0.145631067,0.174757281,0.833333333,0.376623376,0.524271844,0.61038961,1.134661454,0.233766234,2.8263387523932373,0.436363636,-0.27890009665861726,31.050377343630288,15.518735070561858,0.5306833438502933,199.9168973745362,"Mike Dorcean","sa3030479",
"Tristin Garcia","ALCN",21,122,0.057377049,0.06557377,0.875,0.445454545,0.5,0.581818181,1.081818181,0.136363636,6.1175297481985655,0.475247524,0.6495403830194846,36.97525347151256,18.4675129143188,0.5136641327474938,199.78264422526001,"Tristin Garcia","sa3031953",
"Charlie Welch","ARK",21,81,0.160493827,0.172839506,0.928571428,0.388059701,0.49382716,0.820895522,1.314722682,0.432835821,2.1388248775,0.4,-0.16095355013385415,25.943279400920233,12.931407914018,0.5510085401711641,199.3816141439359,"Charlie Welch","sa3016858",681234
"Bennett Hostetler","NDSU",23,272,0.132352941,0.139705882,0.947368421,0.394366197,0.512915129,0.605633802,1.118548931,0.211267605,6.642998461797229,0.44047619,2.431538878241554,76.9957930186614,38.17288914712514,0.5170806248249603,198.325692672135,"Bennett Hostetler","sa3017120",702315
"Quinn Buffington","CHSO",,3,0.666666666,0.333333333,2,0,0.666666666,0,0.666666666,0,0.14285714,0,0.0034062894992530346,0.8997800274247981,0.4451141728515484,0.5296255350112915,197.899186484838,"Quinn Buffington","sa3027987",
"Tyler Locklear","VCU",20,262,0.175572519,0.152671755,1.15,0.345360824,0.515267175,0.68556701,1.200834185,0.340206186,7.207889564556314,0.369565217,-0.9109529899433255,79.62964699354357,39.249047941829616,0.5353628315088403,197.19778523237065,"Tyler Locklear","31396",682988
"Jack Migliore","CAN",,3,0.666666666,0.333333333,2,0,0.666666666,0,0.666666666,0,2.64285714,0,-0.006118616089224815,0.9014610897341736,0.44297483075056165,0.5293680429458618,196.61681720463403,"Jack Migliore","sa3037991",
"Joey Goodwin","UMBC",,10,0.2,0.1,2,0.285714285,0.5,0.714285714,1.214285714,0.428571429,6.020298577324823,0.2,0.16309356316924095,2.9606370914575706,1.4532411385175834,0.5292797148227691,196.40739287399697,"Joey Goodwin","sa3032468",
"Jake Bryant","LIP",,5,0.4,0.2,2,0.333333333,0.6,0.333333333,0.933333333,0,0.14285714,0.5,-0.0033793046604841948,1.362642183089795,0.6660845718627596,0.5055465936660767,195.62519468984115,"Jake Bryant","sa3027925",
"Jared Dupere","NE",22,219,0.150684931,0.237442922,0.634615384,0.342696629,0.456621004,0.780898876,1.23751988,0.438202247,8.835059201692639,0.373831775,2.034232972189784,64.46568653786149,31.382361926674506,0.520937117267417,194.85854972405855,"Jared Dupere","sa3017288",684855
"Shane Ryan","CMU",20,3,0.666666666,0,2,0,0.666666666,0,0.666666666,0,2.64285714,0,-0.00018213174189440906,0.8694979587799029,0.4221623132234531,0.5239376624425253,194.37260755250495,"Shane Ryan","sa3041377",
"Chase Graves","PAC",,13,0.153846153,0.384615384,0.4,0.222222222,0.416666666,0.777777777,1.194444443,0.555555555,10,0.333333333,0.20081128834863193,3.368207916550187,1.6322446166796958,0.498412365714709,194.02529516617471,"Chase Graves","sa3032595",
"Thomas Brannon","ACU",,5,0.4,0.2,2,0.333333333,0.6,0.333333333,0.933333333,0,0.14285714,0.5,-0.007725601550191641,1.3265817929747814,0.6411663760188334,0.505774450302124,193.54420110162792,"Thomas Brannon","sa3027593",
"Connor Hicks","VCU",,3,0,0.333333333,0,0.333333333,0.333333333,1,1.333333333,0.666666667,5.14285714,0.5,0,0.8940029264898595,0.4316296549053486,0.5289126634597778,193.3509096289657,"Connor Hicks","sa3033769",
"Chris Erickson","SIE",,9,0.111111111,0.333333333,0.333333333,0.333333333,0.555555555,0.5,1.055555555,0.166666667,2.64285714,0.666666666,-0.01223723217844963,2.6515916767516376,1.276132899800801,0.5228335989846123,192.7787092703553,"Chris Erickson","sa3030980",
"Reese Alexiades","PEPP",,158,0.158227848,0.177215189,0.892857142,0.389312977,0.481012658,0.61832061,1.099333268,0.229007633,3.981921439250144,0.448979591,-1.134703860647278,40.52296730299533,19.42433642764629,0.4952706788914113,192.0644403061293,"Reese Alexiades","sa3025889",
"Jacob Whitley","CLT",23,25,0,0.12,0,0.52173913,0.48,0.782608695,1.262608695,0.260869565,2.64285714,0.523809523,-0.0026635625399649143,7.696369923285443,3.686091936758954,0.5272760105133056,191.9161202575802,"Jacob Whitley","sa3045144",
"Mike Caruso","FAIR",23,125,0.12,0.16,0.75,0.414141414,0.532258064,0.565656565,1.097914629,0.151515151,5.245516716873222,0.5,0.06010852474719286,36.65802965241599,17.554435528098825,0.5213218297689192,191.8907479601108,"Mike Caruso","sa3028546",
"Ryan Cole","UMBC",,4,0.25,0.5,0.5,0.333333333,0.5,0.666666666,1.166666666,0.333333333,0.14285714,1,-0.009226609952747822,1.156354589299598,0.5533962081236029,0.5214060693979263,191.7801668241634,"Ryan Cole","sa3029143",
"Ruben Ibarra","SJSU",22,149,0.187919463,0.161073825,1.166666666,0.380530973,0.503355704,0.849557522,1.352913226,0.469026549,3.0222431025,0.367088607,0.26417937548831105,49.06010760493688,23.41544580586366,0.5373347557631115,191.3072903410638,"Ruben Ibarra","sa3017053",702140
"Jayson Newman","CSUN",23,118,0.13559322,0.169491525,0.8,0.391752577,0.466101694,0.721649484,1.187751178,0.329896907,4.121037404992245,0.402777777,0.6947784021031111,31.897782470358216,15.21486192501863,0.514580454866765,191.20023010161097,"Jayson Newman","sa3038809",
"Bennett Lee","TULN",19,150,0.113333333,0.113333333,1,0.44,0.527027027,0.6,1.127027027,0.16,6.059689802806965,0.490384615,0.6419149367138743,43.00996511439537,20.214380316536175,0.5134428147528622,188.6767349720924,"Bennett Lee","sa3022679",700939
"Josh Maguire","JMU",,9,0.111111111,0.444444444,0.25,0.5,0.555555555,0.5,1.055555555,0,0.76785714,1,-0.017323573119938374,2.553469594680165,1.1938809120286449,0.508976525730557,187.81191894744921,"Josh Maguire","sa3036863",
