Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Nic Adamo","BUCK",19,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Nic Adamo","sa3025744",
"Kyle Antos","BRAD",22,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Kyle Antos","sa3026122",
"Gannon Azios","TAR",,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Gannon Azios","sa3026345",
"Pablo Barquero","GAST",,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Pablo Barquero","sa3026618",
"Matthew Beck","LSU",,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Matthew Beck","sa3026836",
"Matt Bridges","ECU",23,30,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"Matt Bridges","sa3027681",
"Owen Christy","IONA",,4,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"Owen Christy","sa3028897",
"Zac Corbin","KENN",20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Zac Corbin","sa3029370",
"Chandler Fitzgerald","DSU",,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Chandler Fitzgerald","sa3031399",
"Dalton Freeman","MEM",,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Dalton Freeman","sa3031684",
"Aidan Healy","VCU",,4,1,3,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,"Aidan Healy","sa3033481",
"Ethan Hibbard","FAIR",,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Ethan Hibbard","sa3033757",
"Trey Horton","GAST",,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Trey Horton","sa3034113",
"Matt Keane","VMI",,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Matt Keane","sa3035136",
"Matt Keller","MCN",,3,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,"Matt Keller","sa3035190",
"Collin McCarthy","LMU",,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Collin McCarthy","sa3037444",
"Brendan ODonnell","CONN",,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Brendan ODonnell","sa3039051",
"Joe Pace","MICH",24,20,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Joe Pace","sa3039318",
"Andrew Russell","YSU",,9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Andrew Russell","sa3041325",
"Luke Sartori","NEB",20,5,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,"Luke Sartori","sa3041580",
"Tucker Schank","IU",,1,1,2,1,0,1,0,0,2,3,1,0,0,0,0,0,0,0,1,"Tucker Schank","sa3041667",
"Art Schoenstadt","MIZ",20,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Art Schoenstadt","sa3041749",
"Noah Weiner","OHIO",,3,1,3,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"Noah Weiner","sa3044955",
"Justin Weiss","LAF",,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Justin Weiss","sa3044971",
"Sam Highfill","NCSU",20,17,4,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,"Sam Highfill","sa3033799",
"Michael Bouma","MD",20,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666,"Michael Bouma","sa3027455",
"Naighel Ali'i Calderon","HAW",20,10,3,3,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0.666666666,"Naighel Ali'i Calderon","sa3028256",
"Brennan Rowe","IU",19,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666,"Brennan Rowe","sa3041219",
"Alex Sevensky","ORU",,4,3,4,2,2,0,0,0,3,2,1,1,0,0,0,0,0,0,0.666666666,"Alex Sevensky","sa3042019",
"Calvin Hewett","VAN",19,15,7,10,4,2,2,0,0,3,3,1,1,2,0,0,0,0,0,0.571428571,"Calvin Hewett","sa3033742",
"Keanu Jacobs-Guishard","USF",18,4,9,9,5,4,0,0,1,1,5,0,2,0,0,0,0,0,0,0.555555555,"Keanu Jacobs-Guishard","sa3034533",
"Hudson Lehnertz","NAVY",,9,9,12,5,5,0,0,0,1,4,2,0,0,1,0,0,0,0,0.555555555,"Hudson Lehnertz","sa3036189",
"Jacob Whitley","CLT",23,19,23,25,12,8,3,0,1,8,5,0,3,0,2,0,1,0,0,0.52173913,"Jacob Whitley","sa3045144",
"Anthony Abbatine","SPU",21,1,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.5,"Anthony Abbatine","sa3025690",
"David Alamillo","CHSO",,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,"David Alamillo","sa3025831",
"Chris Andrews","MONM",,4,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,"Chris Andrews","sa3026080",
"Harris Beckley","WOF",,26,2,3,1,1,0,0,0,10,0,0,1,1,0,0,0,2,0,0.5,"Harris Beckley","sa3026855",
"Brook Brannon","JVST",,3,2,3,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0.5,"Brook Brannon","sa3027590",
"Jo Bynum","UCSD",23,4,4,5,2,1,1,0,0,2,0,1,2,0,0,0,0,0,0,0.5,"Jo Bynum","sa3028195",
"Garrett Chandler","ECU",,14,2,2,1,1,0,0,0,2,1,0,1,0,0,0,0,2,3,0.5,"Garrett Chandler","sa3028737",
"Tommy DAlise","NU",,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,"Tommy DAlise","sa3029787",
"Nick DeNicola","OKST",,13,18,21,9,5,1,0,3,6,6,2,5,1,0,0,1,0,0,0.5,"Nick DeNicola","sa3030144",
"Myles Eaddy","DSU",,6,2,3,1,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0.5,"Myles Eaddy","sa3030727",
"Gabe Gonzalez","CSUN",,5,4,5,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,"Gabe Gonzalez","sa3032414",
"Jack Haley","ORE",19,7,2,2,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0.5,"Jack Haley","sa3033001",
"Maurice Hampton Jr.","LSU",,5,4,5,2,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0.5,"Maurice Hampton Jr.","sa3033113",
"Cullen Hannigan","RICE",,6,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,"Cullen Hannigan","sa3033145",
"Tervell Johnson","GT",18,3,2,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,"Tervell Johnson","sa3034813",
"Ricky Jones","RICH",,9,2,4,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0.5,"Ricky Jones","sa3034907",
"Jake Madole","ETSU",,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,"Jake Madole","sa3036836",
"Josh Maguire","JMU",,2,8,9,4,4,0,0,0,1,2,1,4,0,0,0,0,0,0,0.5,"Josh Maguire","sa3036863",
"Jake Maske","MSM",,4,4,5,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0.5,"Jake Maske","sa3037249",
"Andrez Melendrez","UCR",,2,4,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.5,"Andrez Melendrez","sa3037815",
"Drew Morse","LEH",,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"Drew Morse","sa3038439",
"Ross Mulhall","GWEB",21,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,"Ross Mulhall","sa3038529",
"Joshua Nellis","AKR",,4,6,8,3,2,1,0,0,1,1,1,2,0,1,0,0,1,0,0.5,"Joshua Nellis","sa3038737",
"AJ Pabst","DAV",,3,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,"AJ Pabst","sa3039316",
"Josh Panarella","SHU",,2,2,3,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.5,"Josh Panarella","sa3039394",
"Jordan Peyton","RAD",19,1,2,3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.5,"Jordan Peyton","sa3039844",
"Kimble Schuessler","TA&M",19,3,2,3,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0.5,"Kimble Schuessler","sa3041798",
"Willie Schwarick","SIE",,5,10,11,5,3,1,0,1,3,4,1,1,0,0,0,0,0,0,0.5,"Willie Schwarick","sa3041841",
"Cruz Shope","TCU",,4,4,6,2,2,0,0,0,3,2,2,0,0,0,0,0,0,0,0.5,"Cruz Shope","sa3042209",
"Jackson Slaughter","LT",,5,4,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.5,"Jackson Slaughter","sa3042420",
"Dom Souto","CAL",21,3,4,5,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0.5,"Dom Souto","sa3042785",
"Mason Speaker","TCU",,3,4,6,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0.5,"Mason Speaker","sa3042805",
"Jamie Taylor","GT",,5,4,5,2,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0.5,"Jamie Taylor","sa3043566",
"Nolan Wilson","NEV",19,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"Nolan Wilson","sa3045418",
"Liam McGill","BRY",23,37,138,172,65,46,9,1,9,46,50,22,23,6,6,0,3,2,0,0.471014492,"Liam McGill","sa3017625",689950
"Dillan Shrum","NEV",,35,124,148,58,27,15,1,15,35,47,10,19,10,4,0,4,1,1,0.467741935,"Dillan Shrum","sa3042223",
"Tristin Garcia","ALCN",21,27,110,122,49,37,10,1,1,18,27,7,8,5,0,0,1,7,1,0.445454545,"Tristin Garcia","sa3031953",
"Brandon Hale","SELA",,12,9,14,4,3,0,0,1,5,4,3,2,2,0,0,0,0,0,0.444444444,"Brandon Hale","sa3032994",
"Luke Repka","SHSU",,7,9,10,4,4,0,0,0,2,3,1,1,0,0,0,0,0,0,0.444444444,"Luke Repka","sa3040626",
"Anthony Socci","LR",,6,9,11,4,2,1,0,1,1,3,2,2,0,0,0,0,0,0,0.444444444,"Anthony Socci","sa3042706",
"Bennett Lee","TULN",19,34,125,150,55,44,6,1,4,30,28,17,17,6,0,2,2,4,0,0.44,"Bennett Lee","sa3022679",700939
"Justin Scotto","HALL",,13,25,29,11,9,0,0,2,11,5,1,4,3,0,0,0,1,0,0.44,"Justin Scotto","sa3041855",
"Kyler Castillo","UNM",,38,164,182,72,49,16,0,7,40,40,12,11,4,1,1,6,5,5,0.43902439,"Kyler Castillo","sa3028620",
"Ty Hill","JKST",,37,139,161,60,39,13,5,3,41,43,15,13,5,1,1,1,9,2,0.431654676,"Ty Hill","sa3033836",
"Jack-Thomas Wold","UNLV",21,33,140,161,60,34,13,1,12,33,43,19,14,0,2,0,3,1,0,0.428571428,"Jack-Thomas Wold","sa3017402",695039
"Sean Harrington","BC",,8,7,10,3,2,1,0,0,2,0,2,2,1,0,0,0,0,0,0.428571428,"Sean Harrington","sa3033302",
"Sean Swenson","AKR",,3,7,7,3,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0.428571428,"Sean Swenson","sa3043409",
"Logan Eickhoff","EIU",21,31,111,126,47,38,8,1,0,30,23,5,6,5,2,3,1,13,4,0.423423423,"Logan Eickhoff","sa3030847",
"Justin Starke","VMI",,44,161,198,68,52,9,1,6,36,27,27,34,9,1,0,7,3,3,0.422360248,"Justin Starke","sa3042965",
"Connor Norby","ECU",21,61,246,284,102,72,15,0,15,64,51,33,34,2,2,1,4,18,4,0.414634146,"Connor Norby","29592",681393
"Mike Caruso","FAIR",23,35,99,125,41,32,6,0,3,31,28,15,20,10,0,1,0,4,1,0.414141414,"Mike Caruso","sa3028546",
"Jared Sprague-Lott","RICH",19,26,80,102,33,25,3,2,3,18,31,15,10,2,5,0,3,0,0,0.4125,"Jared Sprague-Lott","sa3042867",814445
"Brock Anderson","NDSU",,5,17,24,7,5,2,0,0,8,1,7,3,0,0,0,0,0,0,0.411764705,"Brock Anderson","sa3026028",
"Dylan Hoy","MRST",20,29,78,103,32,26,3,2,1,18,10,15,12,5,2,3,0,2,2,0.41025641,"Dylan Hoy","sa3034193",
"Matt Rudick","SDSU",22,44,178,213,73,57,8,4,4,61,41,26,9,4,5,0,1,17,1,0.410112359,"Matt Rudick","sa3017334",689822
"Paul Skenes","AFA",19,48,188,220,77,45,21,0,11,49,43,22,45,8,2,0,1,0,3,0.409574468,"Paul Skenes","33677",694973
"Matt Clarke","UMBC",,14,22,27,9,7,1,0,1,4,11,3,5,1,0,1,0,0,0,0.409090909,"Matt Clarke","sa3028993",
"Brendan Brooks","UNLV",,23,81,106,33,21,6,1,5,27,22,21,15,3,1,0,1,0,0,0.407407407,"Brendan Brooks","sa3027747",
"Wellington Balsley","COPP",22,27,69,89,28,27,1,0,0,22,4,12,7,8,0,0,2,6,4,0.405797101,"Wellington Balsley","sa3026499",
"Zach Neto","CAM",20,44,173,213,70,38,17,3,12,50,58,17,30,15,4,4,2,12,4,0.404624277,"Zach Neto","31347",687263
"Jacob Melton","ORST",20,32,99,117,40,26,5,3,6,19,25,14,29,0,3,1,2,8,1,0.404040404,"Jacob Melton","31661",689200
"Marcos Castañon","UCSB",22,28,109,130,44,26,10,0,8,31,40,15,22,5,1,0,4,3,0,0.403669724,"Marcos Castanon","sa3016818",676203
"Drew Baughman","LIB",,5,5,6,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0.4,"Drew Baughman","sa3026741",
"Dante Bozzuti","NJIT",,10,5,7,2,1,1,0,0,2,3,0,1,2,0,0,0,1,0,0.4,"Dante Bozzuti","sa3027536",
"Luke Coker","ELON",22,9,5,5,2,1,0,0,1,3,2,0,2,0,0,0,0,0,0,0.4,"Luke Coker","sa3029121",
"Michael Donahoe","HC",,2,5,5,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0.4,"Michael Donahoe","sa3030443",
"Brandon Lawrence","MICH",,5,5,7,2,1,0,0,1,4,3,2,2,0,0,0,0,0,0,0.4,"Brandon Lawrence","sa3036065",
"Frankie Marinelli","MAN",,14,20,22,8,7,0,1,0,2,2,2,8,0,0,0,0,1,0,0.4,"Frankie Marinelli","sa3037045",
"Craig Miles Jr.","GMU",,4,10,10,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0.4,"Craig Miles Jr.","sa3038013",
"Michael Taylor","FOR",19,7,5,10,2,2,0,0,0,0,1,5,2,0,0,0,0,0,0,0.4,"Michael Taylor","sa3043581",
"Austin Trahan","NICH",,6,5,6,2,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0.4,"Austin Trahan","sa3044008",
"Nathan Tribble","SELA",,11,10,19,4,2,2,0,0,5,6,5,5,2,0,2,0,1,0,0.4,"Nathan Tribble","sa3044051",
"Bryan Rosario","UIC",,46,168,194,67,55,8,3,1,43,21,18,34,2,1,5,3,12,2,0.398809523,"Bryan Rosario","sa3041143",
"Kyler Fedko","CONN",21,52,196,234,78,50,14,2,12,57,53,28,37,7,2,1,2,7,4,0.397959183,"Kyler Fedko","sa3017561",693459
"Tyler Hardman","OU",22,55,224,262,89,56,19,2,12,49,49,34,59,3,1,0,3,3,2,0.397321428,"Tyler Hardman","sa3016955",676205
"Jake Dunion","DEL",,23,63,67,25,19,3,0,3,10,11,4,20,0,0,0,1,1,0,0.396825396,"Jake Dunion","sa3030663",
"JT Schwartz","UCLA",21,44,164,214,65,44,12,1,8,44,45,37,28,8,5,0,3,1,0,0.396341463,"JT Schwartz","sa3017371",681286
"Jared Gillen","WAG",,36,149,167,59,46,11,0,2,23,32,14,22,0,4,0,3,16,3,0.395973154,"Jared Gillen","sa3032233",
"Will Prater","WCU",22,46,167,189,66,58,5,3,0,33,32,18,26,2,1,1,0,6,5,0.39520958,"Will Prater","sa3040170",
"Justice Bigbie","WCU",22,49,195,240,77,52,15,1,9,64,50,36,37,7,2,0,2,11,1,0.394871794,"Justice Bigbie","sa3016971",694425
"Myles Denson","UNLV",24,30,114,124,45,33,6,0,6,25,22,8,20,1,1,0,2,1,0,0.394736842,"Myles Denson","sa3030164",
"Bennett Hostetler","NDSU",23,61,213,272,84,60,13,1,10,52,58,36,38,19,3,1,5,19,2,0.394366197,"Bennett Hostetler","sa3017120",702315
"Matt Smith","SAC",,48,173,197,68,49,11,0,8,33,44,16,21,5,3,0,8,3,0,0.393063583,"Matt Smith","sa3042602",
"Kai Moody","CSUN",21,36,140,174,55,44,10,0,1,34,25,22,14,2,8,2,0,10,2,0.392857142,"Kai Moody","sa3038273",
"Dario Gomez","NEV",21,45,191,204,75,51,16,2,6,45,37,5,40,3,1,4,5,12,3,0.392670157,"Dario Gomez","sa3032385",
"Aaron Zavala","ORE",21,55,199,255,78,52,14,3,9,64,38,50,31,6,0,0,3,11,2,0.391959798,"Aaron Zavala","sa3017665",701648
"Jayson Newman","CSUN",23,31,97,118,38,24,5,0,9,21,36,16,20,1,4,0,4,3,0,0.391752577,"Jayson Newman","sa3038809",
"Justin Janas","ILL",20,42,138,179,54,47,6,1,0,32,28,20,19,16,4,1,1,0,0,0.391304347,"Justin Janas","sa3019903",805332
"Cole Tucker","NIA",,30,92,110,36,24,9,0,3,17,19,9,17,8,1,0,4,6,0,0.391304347,"Cole Tucker","sa3044118",
"Jackson Feltner","MORE",19,44,164,186,64,43,10,0,11,29,42,17,40,3,2,0,3,0,1,0.390243902,"Jackson Feltner","sa3022568",801822
"Trenton Jamison","ALST",21,39,164,187,64,42,12,2,8,44,43,16,27,6,1,0,1,3,0,0.390243902,"Trenton Jamison","sa3034566",
"Jaden Fein","SDSU",20,46,190,215,74,51,19,0,4,47,53,16,35,8,1,0,1,8,3,0.389473684,"Jaden Fein","sa3017557",680995
"Reese Alexiades","PEPP",,35,131,158,51,36,7,1,7,25,29,25,28,0,2,0,2,4,4,0.389312977,"Reese Alexiades","sa3025889",
"Kyte McDonald","MSST",20,12,18,19,7,2,4,0,1,5,6,1,2,0,0,0,0,0,0,0.388888888,"Kyte McDonald","sa3037551",
"Miko Rodriguez","USC",21,17,18,23,7,4,3,0,0,9,3,5,5,0,0,0,0,2,0,0.388888888,"Miko Rodriguez","sa3041001",
"Shane Jamison","SEA",,29,85,92,33,25,6,0,2,7,15,5,13,1,1,0,3,1,1,0.388235294,"Shane Jamison","sa3034564",
"Charlie Welch","ARK",21,28,67,81,26,13,5,0,8,21,25,13,14,1,0,0,1,0,0,0.388059701,"Charlie Welch","sa3016858",681234
"Chase DeLauter","JMU",19,26,101,128,39,19,12,2,6,26,21,25,14,1,1,0,2,7,4,0.386138613,"Chase DeLauter","sa3021053",800050
"Jake Gustin","BRY",21,42,171,202,66,45,13,2,6,46,36,18,21,9,3,1,3,10,5,0.385964912,"Jake Gustin","sa3032871",
"Max Grant","CAN",19,28,83,106,32,29,1,2,0,26,17,18,12,5,0,0,3,3,1,0.385542168,"Max Grant","sa3032583",
"Hunter Wells","LT",,62,262,298,101,64,20,3,14,70,61,34,37,1,1,0,5,1,1,0.385496183,"Hunter Wells","sa3044989",
"Cole OConnor","NIA",,30,104,112,40,31,9,0,0,22,16,7,14,0,1,0,2,0,0,0.384615384,"Cole OConnor","sa3039022",
"Alec Sayre","WRST",20,39,133,169,51,32,9,2,8,40,40,23,25,6,5,2,3,6,0,0.383458646,"Alec Sayre","sa3020283",805297
"Jared McKenzie","BAY",20,51,214,246,82,54,14,4,10,62,44,15,35,14,2,1,6,3,1,0.38317757,"Jared McKenzie","sa3020273",686982
"Tanner Allen","MSST",23,67,261,305,100,65,19,5,11,72,66,23,35,16,5,0,5,11,3,0.383141762,"Tanner Allen","sa3016854",669327
"Mitchell Dickson","ACU",,49,196,228,75,61,10,0,4,52,45,21,19,9,0,2,2,7,0,0.382653061,"Mitchell Dickson","sa3030292",
"Tyler Black","WRST",20,48,183,233,70,42,14,1,13,64,59,39,25,6,4,1,1,11,1,0.382513661,"Tyler Black","29949",672012
"Trey Sweeney","EIU",21,48,170,226,65,39,10,2,14,52,58,46,24,7,3,0,6,3,2,0.382352941,"Trey Sweeney","29575",700242
"Leyton Barry","UTSA",,31,102,114,39,26,8,1,4,25,27,8,13,3,0,1,2,3,3,0.382352941,"Leyton Barry","sa3026656",
"Michael Stygles","OAK",,46,144,169,55,39,12,0,4,23,38,17,32,5,2,1,3,3,3,0.381944444,"Michael Stygles","sa3043287",
"Jordan Hamberg","COPP",19,36,76,87,29,23,5,1,0,15,7,8,13,3,0,0,1,0,1,0.381578947,"Jordan Hamberg","sa3033068",
"Ruben Ibarra","SJSU",22,35,113,149,43,19,9,1,14,30,32,28,24,4,4,0,1,0,0,0.380530973,"Ruben Ibarra","sa3017053",702140
"Thomas Smart","UIC",,48,171,223,65,50,10,3,2,56,32,35,22,12,4,1,2,8,3,0.380116959,"Thomas Smart","sa3042456",
"Wyatt Hendrie","SDSU",22,45,169,209,64,41,12,2,9,53,57,22,25,11,7,0,2,8,0,0.378698224,"Wyatt Hendrie","sa3017163",689134
"Tyler Wilber","SEMO",23,52,201,236,76,57,11,2,6,32,49,22,26,6,4,3,10,4,1,0.378109452,"Tyler Wilber","sa3045187",
"Chris Meyers","TOL",22,54,180,230,68,34,18,1,15,50,55,39,42,10,1,0,3,10,4,0.377777777,"Chris Meyers","sa3016956",680273
"Alan Roden","CREI",21,39,143,171,54,28,17,0,9,39,47,20,18,7,0,1,6,4,1,0.377622377,"Alan Roden","31564",702176
"Ryan Altenberger","XAV",,18,61,77,23,13,5,2,3,21,17,11,11,5,0,0,1,1,1,0.37704918,"Ryan Altenberger","sa3025966",
"Mike Dorcean","COPP",20,34,77,103,29,21,3,0,5,19,23,15,18,10,1,0,0,1,1,0.376623376,"Mike Dorcean","sa3030479",
"Tyler Corbitt","CIT",,23,93,104,35,26,3,1,5,21,16,8,16,2,1,0,2,7,0,0.376344086,"Tyler Corbitt","sa3029369",
"Jonny Butler","NCSU",22,52,202,239,76,48,12,2,14,54,53,26,45,6,5,0,2,16,1,0.376237623,"Jonny Butler","sa3017292",695358
"Aaron Anderson","LIB",23,57,224,265,84,52,25,3,4,43,42,33,38,5,3,0,6,0,0,0.375,"Aaron Anderson","sa3026019",
"Will Carlone","VCU",20,10,8,11,3,3,0,0,0,1,3,2,4,1,0,0,0,0,0,0.375,"Will Carlone","sa3028443",
"Breydan Cavey","AKR",,5,8,9,3,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0.375,"Breydan Cavey","sa3028672",
"Garrett Farquhar","AUB",,20,32,37,12,8,4,0,0,8,7,3,6,1,0,1,1,1,0,0.375,"Garrett Farquhar","sa3031165",
"Jamaal Green","ALCN",,4,16,16,6,6,0,0,0,2,1,0,1,0,0,0,0,0,0,0.375,"Jamaal Green","sa3032659",
"Austin Higgins","OAK",,9,8,9,3,2,1,0,0,4,1,0,1,1,0,0,0,0,0,0.375,"Austin Higgins","sa3033782",
"Brendan Hueth","JOES",,37,144,162,54,38,11,2,3,30,25,18,16,0,0,0,1,5,3,0.375,"Brendan Hueth","sa3034241",
"Nick Iwasa","SAC",,26,64,78,24,20,4,0,0,15,10,10,9,3,1,0,1,0,2,0.375,"Nick Iwasa","sa3034468",
"Steven Loden","FAU",,38,120,136,45,32,7,0,6,30,30,11,23,4,1,0,3,1,1,0.375,"Steven Loden","sa3036442",
"Ryan Mullahey","LIU",,5,16,23,6,3,2,0,1,3,7,3,4,2,1,1,0,0,0,0.375,"Ryan Mullahey","sa3038534",
"C.J. Schauwecker","GCU",,8,8,8,3,2,0,0,1,1,2,0,2,0,0,0,0,0,0,0.375,"C.J. Schauwecker","sa3041676",
"Colton Cowser","SHSU",21,55,203,253,76,48,10,2,16,61,52,42,32,6,2,0,1,17,3,0.374384236,"Colton Cowser","29591",681297
"Quincy Hamilton","WRST",23,48,179,241,67,30,18,4,15,78,65,56,32,6,0,0,0,20,3,0.374301675,"Quincy Hamilton","sa3017215",680810
"Elijah Buries","GCU",,51,179,201,67,49,10,2,6,39,38,18,29,2,2,0,2,13,4,0.374301675,"Elijah Buries","sa3028051",
"Alex Carignan","JVST",,37,131,157,49,37,9,0,3,26,25,17,24,5,4,0,5,2,1,0.374045801,"Alex Carignan","sa3028434",
"Joey Loperfido","DUKE",22,53,206,246,77,47,19,3,8,56,29,24,50,15,0,1,1,12,3,0.373786407,"Joey Loperfido","29630",694388
"Zerek Saenz","NMSU",,53,201,244,75,66,6,3,0,49,25,35,37,3,1,4,2,3,8,0.373134328,"Zerek Saenz","sa3041406",
"Dawson Martin","NEV",21,19,59,73,22,14,6,0,2,12,11,9,18,3,1,1,1,0,0,0.372881355,"Dawson Martin","sa3037149",
"Matt Venuto","FAIR",21,24,59,77,22,16,4,1,1,6,13,6,10,11,1,0,0,1,1,0.372881355,"Matt Venuto","sa3044442",
"Nate Swarts","WSU",20,29,51,56,19,10,8,0,1,10,16,3,12,1,1,0,1,0,0,0.372549019,"Nate Swarts","sa3043383",
"Will Jennings","IONA",,14,43,46,16,12,4,0,0,8,5,2,12,1,0,0,0,0,0,0.372093023,"Will Jennings","sa3034654",
"Mason McWhorter","GASO",23,57,226,265,84,49,16,1,18,50,52,27,51,7,5,0,1,3,1,0.371681415,"Mason McWhorter","sa3037756",
"Juan Teixeira","FIU",,18,62,72,23,18,4,0,1,12,9,4,12,5,1,0,0,2,1,0.370967741,"Juan Teixeira","sa3043607",
"Sebastien Sarabia","COPP",,29,89,115,33,28,4,0,1,16,23,19,16,3,4,0,1,0,0,0.370786516,"Sebastien Sarabia","sa3041565",
"Mack Chambers","UNM",21,41,170,196,63,37,16,3,7,41,31,16,12,8,2,0,3,5,3,0.370588235,"Mack Chambers","sa3016919",686644
"Spencer Packard","CAM",23,55,197,253,73,44,18,0,11,53,67,32,24,18,5,1,3,2,1,0.370558375,"Spencer Packard","sa3016803",689070
"Kyle Baker","DEL",,34,135,166,50,38,9,1,2,31,19,26,25,3,2,0,1,5,1,0.37037037,"Kyle Baker","sa3026443",
"Gerry Siracusa","UML",21,31,108,115,40,27,9,2,2,21,25,5,13,0,1,1,2,8,2,0.37037037,"Gerry Siracusa","sa3042369",
"Henry Davis","LOU",21,50,184,228,68,44,9,0,15,45,48,31,24,11,2,0,4,10,3,0.369565217,"Henry Davis","29617",680779
"Nate Collins","MCN",,25,46,52,17,13,3,0,1,5,8,5,11,0,1,0,1,1,0,0.369565217,"Nate Collins","sa3029192",
"Nathan Church","UCI",20,61,271,303,100,62,24,8,6,62,61,23,34,5,3,1,2,7,5,0.36900369,"Nathan Church","sa3019842",701675
"John Thrasher","HART",,36,122,151,45,24,11,3,7,37,23,15,21,10,2,2,0,37,3,0.368852459,"John Thrasher","sa3043806",
"Christian Del Castillo","MIA",,54,198,230,73,57,11,1,4,34,40,22,26,5,3,2,3,7,4,0.368686868,"Christian Del Castillo","sa3030068",
"Branden Boissiere","ARIZ",21,63,255,305,94,73,12,4,5,69,63,38,49,5,6,1,9,2,2,0.36862745,"Branden Boissiere","sa3017558",680998
"Brett Graber","SEMO",,17,19,22,7,5,2,0,0,6,0,2,8,0,0,1,0,0,1,0.368421052,"Brett Graber","sa3032536",
"Alex Iadisernia","ELON",20,44,174,203,64,40,13,1,10,39,30,24,20,2,1,2,4,6,5,0.367816091,"Alex Iadisernia","sa3019867",805280
