Predicted_Draft_Order,Tier,nameascii,draft_prob,rank_raw,pred_bonus,pred_slot,class_ord,total_college_seasons,eligibility_basis
47,Early,Isaiah Magdaleno,99.9,79.7867,758658.0,795803.0,3.0,3,seasons
48,Early,Logan Reddemann,99.9,80.240685,889551.0,1001069.0,3.0,3,seasons
49,Early,Andrew Williamson,98.5,83.7401,541122.0,950827.0,3.0,3,seasons
50,Early,Alex Petrovic,97.7,85.136696,494035.0,670896.0,2.0,3,seasons
51,Middle,Eric Segura,99.7,86.332085,712497.0,904663.0,3.0,3,seasons
52,Middle,Ryan Zuckerman,99.5,87.585655,542004.0,695397.0,3.0,3,seasons
53,Middle,Tyson LeBlanc,99.6,88.3712,738144.0,1065961.0,3.0,1,class
54,Middle,Camden Kozeal,99.8,90.73575,698932.0,567962.0,3.0,1,class
55,Middle,Joe Tiroly,99.9,91.941696,603055.0,820745.0,3.0,3,seasons
56,Middle,Bear Harrison,99.7,92.03391,648173.0,1116340.0,3.0,3,seasons
57,Middle,Evan Dempsey,100.0,93.60633,552283.0,701507.0,3.0,3,seasons
58,Middle,Alex Conover,98.9,94.104675,545384.0,763271.0,3.0,2,class
59,Middle,Davis Gillespie,99.1,94.94367,402546.0,565819.0,3.0,3,seasons
60,Middle,Macon Winslow,97.6,95.35741,395003.0,617162.0,2.0,3,seasons
61,Middle,Will Gasparino,98.6,95.78861,234790.0,504835.0,3.0,3,seasons
62,Middle,Gabe Gaeckle,99.9,96.298004,478395.0,430579.0,3.0,3,seasons
63,Middle,Adam Agresti,96.0,96.39648,1287920.0,729237.0,2.0,3,seasons
64,Middle,Colby Turner,99.8,96.4599,427895.0,799479.0,3.0,3,seasons
65,Middle,Roman Martin,98.7,96.80668,407285.0,664559.0,3.0,3,seasons
66,Middle,Kevin Takeuchi,99.9,99.201324,472610.0,620473.0,3.0,3,seasons
67,Middle,Ruger Riojas,99.9,99.2839,179619.0,899237.0,4.0,4,seasons
68,Middle,Weston Moss,99.4,101.805984,411725.0,432608.0,3.0,3,seasons
69,Middle,Jason DeCaro,99.9,104.91521,318661.0,471956.0,3.0,3,seasons
70,Middle,Kollin Ritchie,98.5,104.96071,676814.0,1309879.0,3.0,3,seasons
71,Middle,Dom Decker,96.0,106.11011,420816.0,808886.0,3.0,1,class
72,Middle,Jacob Dudan,99.1,108.49878,420022.0,463217.0,3.0,3,seasons
73,Middle,Case Sanderson,97.0,108.548645,323036.0,658778.0,3.0,3,seasons
74,Middle,Matt Archibald,96.6,110.277466,725206.0,496202.0,3.0,2,class
75,Middle,Zion Rose,99.5,110.68724,786157.0,832915.0,3.0,3,seasons
76,Middle,Ryan Cooney,99.8,111.06832,322117.0,578144.0,3.0,3,seasons
77,Middle,Hunter Elliott,100.0,111.08552,116700.0,486963.0,4.0,4,seasons
78,Middle,Colby Allen,96.5,111.42982,70547.0,403663.0,4.0,4,seasons
79,Middle,Maxx Yehl,97.9,112.64367,78854.0,363836.0,4.0,1,class
80,Middle,Rob Evans,99.3,113.22263,125522.0,231946.0,4.0,3,seasons
81,Middle,Travis Sanders,98.8,113.7737,332525.0,716032.0,3.0,3,seasons
82,Middle,Luke Gaffney,99.1,114.73335,513122.0,856206.0,3.0,3,seasons
83,Middle,Jack Spanier,97.8,115.078545,520423.0,757711.0,3.0,3,seasons
84,Middle,Charlie Sutherland,99.4,115.40198,402614.0,597725.0,3.0,3,seasons
85,Middle,James Guyette,100.0,115.7427,346964.0,333718.0,3.0,3,seasons
86,Middle,Ryan Tayman,98.4,116.63766,368481.0,346945.0,3.0,3,seasons
87,Middle,Adrian Lopez,99.7,116.84699,353443.0,542741.0,3.0,3,seasons
88,Middle,Luke Harrison,99.9,117.70766,68462.0,345730.0,4.0,4,seasons
89,Middle,Kent Schmidt,99.2,118.026474,187654.0,333141.0,3.0,3,seasons
90,Middle,Garrett Wright,94.8,118.429955,614120.0,927213.0,3.0,3,seasons
91,Middle,Trevor Hansen,100.0,118.89836,396415.0,554154.0,3.0,4,seasons
92,Middle,Dean West,99.0,119.12848,371952.0,641470.0,3.0,3,seasons
93,Middle,Gage Peterson,99.2,120.012596,238866.0,342766.0,3.0,1,class
94,Middle,Jake Brown,99.0,120.094864,912342.0,936936.0,3.0,2,class
95,Middle,Cooper Allen,99.4,120.14143,259742.0,312953.0,3.0,3,seasons
96,Middle,Kyle Jones,98.7,120.38184,565457.0,552225.0,3.0,3,seasons
97,Middle,Cameron Johnson,99.7,120.46866,405275.0,440654.0,3.0,3,seasons
98,Middle,Kade Lewis,99.8,121.37174,450343.0,623977.0,3.0,3,seasons
99,Middle,Gavin Gallaher,99.7,121.43756,383078.0,668430.0,3.0,3,seasons
100,Middle,David Rossow,99.6,121.776596,137704.0,471239.0,4.0,4,seasons
101,Middle,Braden Holcomb,99.1,121.92971,517691.0,496571.0,3.0,3,seasons
102,Middle,Cooper Nicholson,97.5,122.658195,158633.0,339358.0,3.0,1,class
103,Middle,Luke Nixon,99.4,123.18623,436998.0,560519.0,3.0,3,seasons
104,Middle,Josh McDevitt,99.9,123.359314,378566.0,451124.0,3.0,3,seasons
105,Middle,Steven Milam,99.4,123.45598,695068.0,886004.0,3.0,3,seasons
106,Middle,Alec Bouchard,99.4,124.09139,287906.0,391023.0,3.0,3,seasons
107,Middle,Shane Sdao,99.8,124.645584,259967.0,412531.0,3.0,3,seasons
108,Middle,Max Bayles,99.7,124.96828,378231.0,360526.0,3.0,3,seasons
109,Middle,Javar Williams,99.8,125.36956,363363.0,650352.0,3.0,3,seasons
110,Middle,Charlie West,100.0,125.378525,327946.0,388589.0,3.0,3,seasons
111,Middle,Tate McKee,99.7,126.183495,268400.0,313366.0,3.0,3,seasons
112,Middle,Isaac Morton,97.1,127.11538,183449.0,249938.0,3.0,3,seasons
113,Middle,Ty Horn,98.9,127.176285,301721.0,338734.0,3.0,3,seasons
114,Middle,Caden Aoki,99.7,127.283905,144267.0,267960.0,4.0,5,seasons
115,Middle,Deiten Lachance,98.9,128.04054,317021.0,600590.0,3.0,1,class
116,Middle,Eric Becker,99.7,128.87894,287608.0,440359.0,3.0,3,seasons
117,Middle,Brady Ballinger,92.8,129.36087,237201.0,349960.0,3.0,2,class
118,Middle,Jaxon Jelkin,99.9,129.4573,65656.0,256929.0,4.0,3,seasons
119,Middle,Declan Dahl,99.9,129.74881,229143.0,324960.0,3.0,1,class
120,Middle,Steven Cash,98.7,133.5065,182291.0,230840.0,3.0,4,seasons
121,Middle,Russell Sandefer,98.1,134.30801,276994.0,318249.0,3.0,2,class
122,Middle,Evan Blanco,99.9,134.81854,112080.0,415007.0,4.0,4,seasons
123,Middle,Ethan Hindle,99.2,135.15646,432705.0,613140.0,3.0,3,seasons
124,Middle,Tryston McCladdie,98.3,136.00737,346472.0,652832.0,3.0,3,seasons
125,Middle,Bryson Moore,99.6,136.06448,247641.0,490870.0,3.0,3,seasons
126,Middle,Luke Costello,98.3,136.09442,302008.0,794117.0,2.0,5,seasons
127,Middle,Cooper Consiglio,99.4,136.45253,261302.0,342269.0,3.0,3,seasons
128,Middle,Mark Quatrani,99.5,136.5294,298406.0,339013.0,3.0,3,seasons
129,Middle,Mike Mancini,99.8,137.2634,104337.0,460943.0,4.0,4,seasons
130,Middle,Ryan Marohn,99.4,137.75159,349871.0,392759.0,3.0,3,seasons
131,Middle,Ryan Gerety,99.0,137.95563,466756.0,400471.0,3.0,3,seasons
132,Middle,Eric Guevara,98.9,138.18698,560537.0,451682.0,3.0,3,seasons
133,Middle,Andrew Evans,98.0,139.23317,142052.0,234247.0,3.0,3,seasons
134,Middle,Tanner Marsh,99.1,139.38669,366302.0,594488.0,3.0,3,seasons
135,Middle,Erik Paulsen,93.2,139.52092,386435.0,514681.0,2.0,3,seasons
136,Middle,Brayden Martin,98.2,140.01573,350574.0,454218.0,3.0,3,seasons
137,Middle,Joey Urban,99.4,141.0337,62837.0,461490.0,4.0,4,seasons
138,Middle,Peyton Bonds,97.8,141.97572,461664.0,433073.0,3.0,3,seasons
139,Middle,Colin Fisher,99.2,142.07352,215199.0,285811.0,3.0,3,seasons
140,Middle,Michael Petite,93.9,142.41827,222918.0,306537.0,3.0,1,class
141,Middle,Miles Gosztola,97.7,142.44205,186892.0,386940.0,3.0,1,class
142,Middle,Brady Bendik,96.3,143.80937,585149.0,459164.0,3.0,3,seasons
143,Middle,Tanner Griffith,97.5,144.70312,357307.0,578263.0,3.0,3,seasons
144,Middle,Owen Kramkowski,98.1,144.73038,179467.0,324949.0,3.0,3,seasons
145,Middle,Tristan Bissetta,98.3,145.0324,50584.0,371890.0,4.0,4,seasons
146,Middle,Dylan Vigue,99.8,146.34381,365705.0,534575.0,3.0,3,seasons
147,Middle,Ryan Piech,98.5,148.06537,188593.0,280206.0,3.0,2,class
148,Middle,Sam Harris,96.5,148.66328,217459.0,313737.0,3.0,3,seasons
149,Middle,Chase Brunson,99.6,149.26372,308241.0,576475.0,3.0,3,seasons
150,Middle,Rohan Lettow,98.1,149.5885,212915.0,323185.0,3.0,1,class
151,Late,Griffin Naess,99.8,149.83624,200019.0,301436.0,3.0,3,seasons
152,Late,Easton Talt,97.4,149.91132,84851.0,327595.0,4.0,4,seasons
153,Late,Carlos Martinez,99.6,150.16571,174418.0,301419.0,4.0,3,seasons
154,Late,Michael Smith,95.4,150.20578,313154.0,407332.0,3.0,3,seasons
155,Late,Tommy Harrison,95.2,150.80156,473828.0,773721.0,3.0,3,seasons
156,Late,Colton Coates,96.3,151.24059,240653.0,371699.0,3.0,3,seasons
157,Late,Nu'u Contrades,98.5,151.34448,95264.0,311102.0,4.0,4,seasons
158,Late,Mathis Nayral,98.3,152.18373,180924.0,273757.0,3.0,1,class
159,Late,Mason Eckelman,96.6,152.99821,296635.0,526740.0,3.0,3,seasons
160,Late,Jayce Tharnish,99.5,153.34433,65374.0,282318.0,4.0,4,seasons
161,Late,Jack Herring,96.1,153.36792,89598.0,256493.0,4.0,2,class
162,Late,Kai Wagner,98.7,153.37996,209615.0,438617.0,3.0,3,seasons
163,Late,Collin Clarke,99.5,153.46696,146497.0,293780.0,3.0,3,seasons
164,Late,Michael Sharman,97.1,153.5778,97352.0,243324.0,4.0,2,class
165,Late,Ethan Stade,97.9,153.78206,81734.0,245958.0,4.0,1,class
166,Late,Evan Bottone,97.0,154.07253,549736.0,528604.0,3.0,3,seasons
167,Late,Dasan Harris,95.5,154.85774,352715.0,603158.0,3.0,3,seasons
168,Late,Zack Konstantinovsky,99.5,155.33545,253936.0,288902.0,3.0,2,class
169,Late,Andrew Lamb,97.1,155.8257,235944.0,354497.0,3.0,3,seasons
170,Late,Paul Contreras,94.4,155.89845,275011.0,467769.0,3.0,2,class
171,Late,Folger Boaz,98.9,156.1946,233323.0,362199.0,3.0,3,seasons
172,Late,Kole Klecker,98.6,158.84659,71745.0,244355.0,4.0,4,seasons
173,Late,Armani Guzman,98.4,159.1325,282394.0,312943.0,3.0,3,seasons
174,Late,Ryan Peterson,99.9,159.21259,140861.0,259636.0,3.0,3,seasons
175,Late,Grayson Fitzwater,94.1,159.3982,68662.0,207548.0,4.0,4,seasons
176,Late,Brett Renfrow,99.5,159.87025,246649.0,344630.0,3.0,3,seasons
177,Late,Jake Long,98.4,160.07727,195967.0,382432.0,3.0,2,class
178,Late,Kam Durnin,95.7,162.33142,394378.0,569302.0,3.0,1,class
179,Late,Nick Dirito,96.6,162.349,161088.0,281903.0,3.0,3,seasons
180,Late,Landon Stump,96.3,162.70152,162249.0,314122.0,3.0,3,seasons
181,Late,Lane Haworth,96.1,162.78142,315380.0,327329.0,3.0,3,seasons
182,Late,Cashel Dugger,90.3,162.89252,174416.0,341632.0,3.0,3,seasons
183,Late,Regan Hall,96.2,163.13434,212924.0,328744.0,3.0,3,seasons
184,Late,Damian Ruiz,97.6,163.13823,232012.0,402630.0,3.0,4,seasons
185,Late,Hideki Prather,97.2,163.27739,194715.0,383196.0,3.0,2,class
186,Late,Alex Fernandes,99.1,163.67206,74166.0,271864.0,4.0,3,seasons
187,Late,Jake Jackson,95.7,164.4846,177482.0,288848.0,3.0,3,seasons
188,Late,Javier Gorostola,93.1,164.80554,142557.0,324179.0,3.0,3,seasons
189,Late,Gavin Perry,97.8,165.61023,133081.0,258643.0,3.0,2,class
190,Late,Gable Mitchell,96.2,166.3248,56098.0,402317.0,4.0,4,seasons
191,Late,Jacob Jarrell,97.5,166.61081,50666.0,391038.0,4.0,4,seasons
192,Late,Weber Neels,95.2,166.61555,98027.0,325630.0,4.0,4,seasons
193,Late,Cole Selvig,92.6,167.14146,191438.0,241894.0,3.0,3,seasons
194,Late,Jaxon Willits,91.0,168.62622,289486.0,437218.0,3.0,3,seasons
195,Late,Cameron Gurney,95.6,168.84744,193355.0,426899.0,3.0,4,seasons
196,Late,Derek Williams,99.0,169.03117,47921.0,150915.0,4.0,3,seasons
197,Late,Heath Andrews,94.2,169.65923,207982.0,293856.0,3.0,3,seasons
198,Late,Josh Swink,96.6,169.68723,157469.0,254737.0,3.0,3,seasons
199,Late,Judd Utermark,99.3,169.71893,46233.0,410090.0,4.0,4,seasons
200,Late,Zack Stewart,96.4,169.73378,50758.0,229389.0,4.0,4,seasons
201,Late,Jaden Alba,98.9,170.08626,253978.0,317455.0,3.0,3,seasons
202,Late,Mac Moyer,97.9,170.51857,246701.0,429752.0,3.0,1,class
203,Late,Connor Marshburn,98.7,170.97212,208927.0,326091.0,3.0,3,seasons
204,Late,Blake Cyr,98.2,171.40056,67707.0,197250.0,4.0,4,seasons
205,Late,Zach Peters,95.6,172.39398,84757.0,358648.0,4.0,1,class
206,Late,Reese Chapman,94.0,172.96907,81288.0,344887.0,4.0,4,seasons
207,Late,Jack Basser,97.7,173.01418,178254.0,305941.0,3.0,4,seasons
208,Late,Armani Raygoza,98.6,173.54254,299750.0,299219.0,3.0,3,seasons
209,Late,Jake Duer,98.7,173.55643,58647.0,245544.0,4.0,4,seasons
210,Late,Drew Berkland,99.6,173.73752,45167.0,242716.0,4.0,4,seasons
211,Late,Cooper Katskee,96.4,173.88742,147496.0,286468.0,3.0,4,seasons
212,Late,Noah Kenney,98.4,173.895,168452.0,346134.0,3.0,1,class
213,Late,Chris McHugh,96.2,173.9601,180998.0,284264.0,3.0,3,seasons
214,Late,Ben Cleaver,97.5,174.13673,249230.0,430365.0,3.0,3,seasons
215,Late,Kolby Branch,98.4,175.1284,33349.0,218433.0,4.0,4,seasons
216,Late,David Mendez,98.3,175.20549,294440.0,381974.0,3.0,3,seasons
217,Late,Marcus Dierks,90.5,175.7763,188629.0,392694.0,3.0,1,class
218,Late,Clay Burdette,94.3,175.92726,187815.0,228977.0,3.0,2,class
219,Late,Michael Barnett,98.2,176.03064,46658.0,233443.0,4.0,4,seasons
220,Late,Nate Conner,94.7,176.32332,129970.0,270508.0,3.0,1,class
221,Late,Temo Becerra,94.6,176.75899,58376.0,258446.0,4.0,4,seasons
222,Late,Brendan Brock,94.7,177.12897,279024.0,425232.0,3.0,1,class
223,Late,Isaac Cadena,92.1,177.27536,151427.0,293160.0,3.0,3,seasons
224,Late,Chris Katz,99.0,177.45717,49193.0,459131.0,4.0,5,seasons
225,Late,Aaron Piasecki,91.0,177.53616,34005.0,189078.0,4.0,1,class
226,Late,Logan Johnstone,95.1,177.55695,50207.0,290152.0,4.0,5,seasons
227,Late,Trey Gambill,92.4,177.67184,59211.0,220312.0,4.0,2,class
228,Late,Cody Brasch,97.1,177.72345,119477.0,196797.0,3.0,1,class
229,Late,Diego Castellanos,96.6,178.00563,287114.0,378105.0,3.0,3,seasons
230,Late,Cade Baldridge,93.8,178.19225,209230.0,269749.0,3.0,1,class
231,Late,Noah Sullivan,98.1,178.31898,49690.0,245003.0,4.0,5,seasons
232,Late,Dawson Montesa,99.5,178.94316,207266.0,285858.0,3.0,1,class
233,Late,Bryce Fowler,98.1,179.64876,44301.0,248483.0,4.0,3,seasons
234,Late,Brennan Hudson,97.8,179.76251,40017.0,277020.0,4.0,4,seasons
235,Late,Dean Toigo,90.5,179.80182,39217.0,177062.0,4.0,1,class
236,Late,Camden Johnson,97.8,180.28725,412032.0,482473.0,3.0,3,seasons
237,Late,Darin Horn,99.7,180.90843,75747.0,436788.0,4.0,4,seasons
238,Late,Connor Cuff,95.1,181.11,142691.0,244547.0,3.0,3,seasons
239,Late,Drew Detlefsen,93.8,181.61147,36861.0,182065.0,4.0,2,class
240,Late,Carter Beck,95.7,181.86772,177797.0,319459.0,3.0,2,class
241,Late,Harrison Feinberg,98.0,183.12515,43240.0,320584.0,4.0,4,seasons
242,Late,Luke Pettitte,99.1,183.39174,213996.0,440506.0,3.0,3,seasons
243,Late,Dylan Marionneaux,99.7,184.2011,118507.0,157778.0,3.0,3,seasons
244,Late,Mikey Bell,98.6,184.53088,153588.0,286761.0,3.0,2,class
245,Late,Curry Sutherland,98.3,185.31787,234028.0,344332.0,3.0,3,seasons
246,Late,Dylan Carey,99.0,185.44081,35158.0,235141.0,4.0,4,seasons
247,Late,Michael Anderson,95.2,185.47807,108271.0,268904.0,4.0,4,seasons
248,Late,Will Holmes,99.8,186.027,68306.0,262089.0,4.0,4,seasons
249,Late,Colton Hartman,92.3,186.1532,219702.0,264352.0,3.0,3,seasons
250,Late,Anthony Potestio,94.8,186.9994,181235.0,273192.0,3.0,3,seasons
251,Late,Abbrie Covarrubias,92.4,187.62791,270259.0,343566.0,3.0,3,seasons
252,Late,Camden Wimbish,94.8,187.81744,145121.0,240960.0,3.0,3,seasons
253,Late,Colter McAnelly,97.7,187.90166,171214.0,277270.0,3.0,3,seasons
254,Late,John Damozonio,97.9,187.98259,44356.0,202953.0,4.0,4,seasons
255,Late,Carson Turnquist,99.7,188.63364,189189.0,266678.0,3.0,3,seasons
256,Late,Eric Nachtsheim,98.2,188.82225,48458.0,203400.0,4.0,2,class
257,Late,Cole Fehrman,99.6,188.93108,47838.0,255440.0,4.0,4,seasons
258,Late,Amp Phillips,98.2,190.0624,290746.0,400609.0,3.0,2,class
259,Late,Nick Wang,96.7,190.1369,46882.0,247493.0,4.0,5,seasons
260,Late,Ryan Castillo,95.2,190.22864,178556.0,234000.0,3.0,3,seasons
261,Late,Matthew Russo,97.8,190.43448,35173.0,199149.0,4.0,4,seasons
262,Late,Jordan Crosland,90.9,190.50528,206465.0,313534.0,3.0,3,seasons
263,Late,Micah Worley,98.8,190.73706,69044.0,261188.0,4.0,2,class
264,Late,Colin Hynek,91.0,190.87572,185904.0,401243.0,3.0,4,seasons
265,Late,Manny Salas,91.5,191.48907,113204.0,318769.0,3.0,1,class
266,Late,Ryan Niedzwiedz,93.8,191.88968,209453.0,349324.0,3.0,3,seasons
267,Late,Wyatt Danilowicz,99.7,192.40912,103018.0,257266.0,4.0,3,seasons
268,Late,Joseph Webb,99.0,193.66124,68578.0,237207.0,4.0,1,class
269,Late,Rashawn Galloway,93.6,195.38326,44808.0,335826.0,4.0,4,seasons
270,Late,Eric Jeon,95.7,195.73672,276746.0,414021.0,3.0,3,seasons
271,Late,Ryder Robinson,98.8,196.02391,221241.0,260891.0,3.0,3,seasons
272,Late,Hekili Robello,95.9,196.22388,93703.0,235580.0,3.0,1,class
273,Late,Dakota Stone,99.7,196.25432,171340.0,202348.0,3.0,4,seasons
274,Late,Aidan Weaver,99.6,196.45012,83927.0,238260.0,4.0,4,seasons
275,Late,Lincoln Sheffield,98.9,196.60666,68682.0,158768.0,4.0,2,class
276,Late,Lucas Davenport,96.1,196.82654,175875.0,315291.0,3.0,2,class
277,Late,Jack Lausch,94.0,196.98425,47358.0,209303.0,4.0,2,class
278,Late,Nick Groves,91.7,197.05728,133299.0,493711.0,3.0,4,seasons
279,Late,Max Hartman,96.7,197.27133,47251.0,237196.0,4.0,4,seasons
280,Late,Will Furniss,94.3,197.32776,27179.0,205232.0,4.0,4,seasons
281,Late,Tyce Armstrong,96.6,197.34373,37130.0,202248.0,4.0,4,seasons
282,Late,Henry Kaczmar,98.3,197.93657,43314.0,191143.0,4.0,4,seasons
283,Late,Jack Pineau,99.3,198.13602,183127.0,291440.0,3.0,3,seasons
284,Late,Ethan Lay,98.6,198.9841,37617.0,179527.0,4.0,2,class
285,Late,Dariel Osoria,91.7,199.01624,46744.0,203528.0,4.0,2,class
286,Late,Beau Bryans,93.1,199.04626,71055.0,185133.0,4.0,2,class
287,Late,Maddox Haley,98.8,199.16959,123238.0,314982.0,3.0,1,class
288,Late,AJ Singer,95.8,199.74695,61528.0,212546.0,4.0,2,class
289,Late,Boede Rahe,99.8,200.28738,200389.0,208450.0,3.0,1,class
290,Late,Logan Rumberg,92.3,200.62767,44207.0,183845.0,4.0,4,seasons
291,Late,Eddie Copper,98.1,200.65544,168450.0,228409.0,3.0,2,class
292,Late,Kurt Barr,99.7,200.68863,85765.0,246719.0,4.0,4,seasons
293,Late,Matt Scott,99.1,201.00233,50107.0,224688.0,4.0,4,seasons
294,Late,Payton Brennan,91.2,201.01408,40958.0,182555.0,4.0,3,seasons
295,Late,Gehrig Frei,96.2,201.10489,64671.0,246729.0,4.0,4,seasons
296,Late,Andrew Herrmann,99.7,201.17099,59981.0,288895.0,4.0,4,seasons
297,Late,Ben Tryon,98.9,201.35637,170959.0,303276.0,3.0,3,seasons
298,Late,Kyle McDaniel,94.4,201.41216,198280.0,272552.0,3.0,3,seasons
299,Late,Colin Linder,97.3,201.43779,162730.0,269356.0,3.0,1,class
300,Late,Lorenzo Carrier,99.6,201.93594,81125.0,300184.0,4.0,5,seasons
