Significance_Level,Lower_Bound,Upper_Bound,Range_Width
0.05,1.7200000000000006,1.8600000000000008,0.14000000000000012
0.1,1.7300000000000006,1.8400000000000007,0.1100000000000001
0.2,1.7500000000000007,1.8300000000000007,0.08000000000000007
